comment_id,llm_label_pass1,confidence,text,label_pass1,label_pass2,conf_pass2
Ugy9S_-X8szd67XBxmt4AaABAg,Negatif,0.8,"Roy Suryo pasti kalahhh,,
Menang jokowi donggg,,",Negatif,Negatif,0.6
UgyB4EOk1CtwjtEKjWl4AaABAg,Negatif,0.8,Hukum roy cs,Negatif,Netral,0.6
UgyBaShhaB7XsE3Dxfl4AaABAg,Negatif,0.8,"Terus pak jokowi , jgn terpancing gol tukang fitnah . Jgn sampai si bohir paling besarnya ketangkap.",Negatif,Negatif,0.6
UgyCI00XyUtbPrDzXbF4AaABAg,Negatif,0.8,"Udh nunjukn ijasah asli msh mutar2 balik lgi,itu manusia tdk sht.",Negatif,Negatif,0.8
UgyDS6RX7ZCW0R6RJQV4AaABAg,Negatif,0.8,Ygpy asli PK jkw yg ributkan palsu Roy cs pnjarakan scptnya Roy cs biar GK koar2trs,Negatif,Negatif,0.8
UgyDpQV3SYrVIJMqLip4AaABAg,Negatif,0.8,Kenapa bpk Jokowi harus di minta tunjukkan ke publik dia punya ijasah  ya GK adillah namanya,Negatif,Negatif,0.65
UgyELGY2aQxYbPiC27V4AaABAg,Negatif,0.8,Dah ga usah di tanggapi ODGJ intinya bukan ijasah tapi membenci dasar ODGJ,Negatif,Negatif,0.6
UgyEf7sOrmuWKERX9o54AaABAg,Negatif,0.8,"Namanya juga gerombolan GILA 😂😂😂,,,da ditunjukin msh cari alasan 😂😂😂,,,tunggu dipengadilan la",Negatif,Negatif,0.7
UgyEyEQoSSrtJ3OnF814AaABAg,Negatif,0.8,gerombolon panci bersiap masuk finish..... BUI,Negatif,Netral,0.6
UgyFAmYoMO8lgwaw2Gt4AaABAg,Negatif,0.8,Kalau org sakit hati sampai kapan pun gk akan nerima dan percaya karena si roy itu sakit hati di copot jadi mentri,Negatif,Netral,0.55
UgyFtqB2m7eHkCFCCNR4AaABAg,Negatif,0.8,Bener kan ditunjukin pun belum berhenri ngoceh mereka ini😂😂,Negatif,Negatif,0.65
UgyGgmOjPhz9zvu2XA54AaABAg,Negatif,0.8,Cocote biasa.. katanya suruh tujukin setelah ditunjukin.. alesan aja .. bilang aja samithati karena dipenjara karena korupsi,Negatif,Negatif,0.6
UgyHIfnLofrF1Wa__VJ4AaABAg,Negatif,0.8,dasar orang dah pada stres dah ditunjukin masih ga percaya juga,Negatif,Negatif,0.65
UgyIf9QJJKSdFT3h-eN4AaABAg,Negatif,0.8,Dulu dua orang di penjara Gus nur dan Bambang Tri kasus ijazah nya Jokowi.....sekarang ada 8 orang yg di ancam mendekam di penjara......,Negatif,Netral,0.65
UgyJvnw-pJubzg730cV4AaABAg,Negatif,0.8,TOLONG PIHAK UGM WAJIB MENCABUT GELAR ROY YANG SUDAH MEMBUAT NAMA UGM JADI TERCORENG DAN MENJADI JELEK.,Negatif,Netral,0.5
UgyKH_zq7P7D4Y0ZLAN4AaABAg,Negatif,0.8,"Tuntutan hukum Roy Suryo tdk ada yg meringankan , justru hrs dituntut sesuai yaitu MAKSIMAL.",Negatif,Netral,0.6
UgyKVIbxgwOZcfP9JuF4AaABAg,Negatif,0.8,"Salam waras saja, tidak bemutu yg ,penting pemipin sudah membutikan demi basangsa dan negara,dari pada orang yg banyak omong tetapi masing depetenyakan ,apa sih yg bisa kumu perbuat untuk bangsa dan negara.ini.ini ril dan yata.,salam rayat yg waras,dan sehat jiwanya.",Negatif,Netral,0.55
UgyOplp_8F5KV1XB_Ih4AaABAg,Negatif,0.8,Pak Suryo memang CERDAS ASLI YG IJAZAHNYA ASLI.,Negatif,Positif,0.5
UgyPd9cQTqXrrHViRgV4AaABAg,Negatif,0.8,"Kubu Roy suryo duluan cari penyakit berani menuduh hrs berani membuktikan dulu dong
Itu org tolol apa bodoh si bikin emosi aj
Aku yg masyarakat biasa aj paham kok malah dia muter2 gk karuan",Negatif,Negatif,0.65
UgyPlFEEKyoO2w6DG1h4AaABAg,Negatif,0.8,"Kemarin suruh tunjukan slesai..
Skrng sudh di kasih unjuk..ngelak lg..mau ketawa takut dosa",Negatif,Negatif,0.65
UgyQ-3ktyiTPVuXjzxR4AaABAg,Negatif,0.8,"Tujuan gerombolan Roy Cs golongan sakit hati Dan agen asing itu bukan ijazah Pak Jokowi, itu hanya gimik politik sj. Tujuan gerombolan itu yg utama utk menghabisi karir politik Pak Jokowi Dan keluarganya.",Negatif,Negatif,0.6
UgyR5YcGmCHloBXCJpF4AaABAg,Negatif,0.8,Saya yakin Suryo ini tidak ada benarnya ini,Negatif,Negatif,0.65
UgyR753vwx5FTiJVizB4AaABAg,Negatif,0.8,Masukan bui aja kelompok pemfitnah biar tanya tenang..,Negatif,Negatif,0.5
UgySGdfkybqzUoqXTlV4AaABAg,Negatif,0.8,ROY SURYO CS KLO HIDUP DI EROPA MUNGKIN RONALDO DAN MESSI AKAN DI TUDUH IJAZAHNYA PALSU BIAR GOLNYA TIDAK SAH..😂,Negatif,Negatif,0.65
UgySYzHjNOK9xjBLvY14AaABAg,Negatif,0.8,Gua kalo sebagai orang UGM pasti gua tuntut nih Roy udah mencemarkan dan menghina UGM.,Negatif,Netral,0.5
UgySbCORn64FQ-XYEd14AaABAg,Negatif,0.8,"Ini yg di tunggu tunggu ijazah Jokowi sudah di tunjukkan,,,Roy Suryo cs siap mental untuk pembuktian di pengadilan nanti😂😂😂😂😂",Negatif,Negatif,0.7
UgyT8r3JeyC1pQ4ke-N4AaABAg,Negatif,0.8,Roy cs smpe matipun GK akn percaya ijsh pkjkwi ditunjukkan pun msh aja ngotot ngeyel mau mng sndiri mkya sdh mnjelekkan pkjkowi mau mnjtuhkan pkjkwi cari2 trs kslhnya PK jkw,Negatif,Negatif,0.7
UgyWuKc8kjjtZ901HiN4AaABAg,Negatif,0.8,"Yg nuduh Residivis, Kuasa hukum nya jg resedivis.. kalo masyarakatnya yg percaya, keder gw",Negatif,Netral,0.5
UgyXQsJ815Zs-zWalNF4AaABAg,Negatif,0.8,"Selama ini teriak teriak di podcast di media TV suruh tunjuki,setelah di tunjuki ada lagi alasan ""knapa gak di tunjuki dari dulu,
Emank kalian itu bukan masalah ijasahnya sebenarnya,tapi memang ""ada udang di balik batu",Negatif,Negatif,0.6
UgyXw-XERpnAKCWr2z94AaABAg,Negatif,0.8,"Dulu gak percaya kalau disita. Setelah ditunjukan malah nyalahin pak jokowi pembohong,,haduhhhh🤦😆😜 memang kalau benci ya salah trusss😢😮😅",Negatif,Negatif,0.6
UgyYwO78TopuBsK0w254AaABAg,Negatif,0.8,Roy sendiri tidak pernah pegang ijasah kok bisa ngomong palsssuuu,Negatif,Negatif,0.75
UgyZJxqMy2GLte6DuN94AaABAg,Negatif,0.8,"Rakyat berharap,kiranya majelis hakim jgn mengabulkan permohonan gerombolan TIRORIS ini ! Manusia inilah yg membuat gaduh masyarakat.",Negatif,Negatif,0.55
UgyZjxbzUte2kz9lAdR4AaABAg,Negatif,0.8,"Waduh, ini mah ngga kelar😂, dari UGM ngga percaya, pak Jokowi udah tunjukan ngga percaya, maunya apa ini orang, kacau2",Negatif,Negatif,0.7
Ugy_slB9lKYrpB5Br8h4AaABAg,Negatif,0.8,"klo roy pnci gk prcaya Ijazah bp Jkw asli tinggal pmbuktian di pngadilan. Rktor UGM,  dosen dekan Fk  kehutanan, teman 2 seanggatan bp Jkw ,smbil bawa Ijazah masing 2👍‼️",Negatif,Negatif,0.7
Ugy_vo8qLnwRRJyRzAd4AaABAg,Negatif,0.8,"video saat itu Kelulusan pak Jokowi dari UGM saat menjawab Tuduhan klo Ijazahnya Palsu maka yg dibahas itu karya ilmiah (skripsi).
suatu kata dalam kalimat itu pasti memiliki maqoosid atau maksud, dan memiliki makna yg tertuju pada object subjet dan tema saat itu. ini dalam Teori Kalimat (Bab Kalam)
klo ini ajah blom selesai berarti Pengacara Hasibuan harus blajar kalimat dulu.

maqosid/ Maksud Video Jokowi Tahun 2017 itu memperkenalkan pak Kasmujo sebagai Dosen Pembimbing Skripsi Pak Jokowi.",Negatif,Negatif,0.55
UgyaB-9hkK9hOfPWIw94AaABAg,Negatif,0.8,"Ngotot minta di tunjukan,pas di tunjukkan ngeyel sana sini, 😂",Negatif,Negatif,0.65
UgyaXe6VFUgdUw7rY754AaABAg,Negatif,0.8,"SESUAI DUGAAN, Udah d tunjukkan pun jg ttp g percaya, dah segera proses aja biar ngandang d penjara",Negatif,Negatif,0.65
Ugyb3iyh_4b-RH2p2Ct4AaABAg,Negatif,0.8,Tangkap roysoryo yg meng ada ada,Negatif,Negatif,0.55
Ugybai7gX0i9-tSFcG14AaABAg,Negatif,0.8,"Kalau hati sudah busuk apapun yang kita lakukan tidak bakalan merubah hati yang busuk itu, walaupun kebenaran SDH di perlihat kan,knp tidak sekalian kalian meragukan bapak Jokowi lahir dari bukan rahim seorang ibu",Negatif,Negatif,0.65
Ugybpn37GC3L0p_Fqdx4AaABAg,Negatif,0.8,"Untuk Roy Suryo cs...jangan harap kasus ini dihentikan  hukum ini negara bukan punya klompok mu orang2 stressss seenaknya ngatur2 hukum .takut masuk penjara ya karena kamu tau ijasah itu asli tapi kamu goreng dengan finahan dengan modal congor rusakmu dan sakit hatimu...dan selain klompok mu sebenarnya rakyat  muak lihat muka kamu dimedia,apalagi KLO ketemu langsung....sekali2 bacaa komentar dong jangan sibuk fitnah dancari kejelekan orang lain biar GK terkesan isi otakmu busuk..dan tolong deh jangan cengengesan macam orang gila...Nara sumber yg lain juga punya ilmu dan harga diri jangan smua orang kamu remeh kan setulnya kamu itu bodoh jangan terlalu kepedean deh....",Negatif,Negatif,0.75
Ugyc8193PApYPRk4zdF4AaABAg,Negatif,0.8,Ijazah Pak Jokowidodo Dengan Kinerjany Tak Dicurigai Hanya Kosinuddin Yang Pembohong Dan Lainnya Aja Yang Pembohong Dan Bodh,Negatif,Negatif,0.7
UgycXmuuIu9c5nuQDld4AaABAg,Negatif,0.8,"Memang mental iblis, yaaaa bgt sdh......, sdh di tunjuk juga masih tdk percaya. orng2 seperti Roy cs ini hrs di penjara, sbb Mental bangsa ini lebih penting dan utama dr cerita bohong mrk.",Negatif,Negatif,0.7
UgycaLyRWiGSuEUTRkx4AaABAg,Negatif,0.8,Udah kebingungan roy cs cari perlindungan takut masuk bui.,Negatif,Netral,0.55
Ugyd-nsX3NlvkOM6jTp4AaABAg,Negatif,0.8,"Ngeri sih antek2 Megawati dan PIDP udahlah, banteng udah ngunsep , sakit hatinya jangan dibawakan terus, intinya siapa yg menuduh palsu harus membuktikan kebenarannya . Udahlah Roy panci bentar lagi masuk BUI.",Negatif,Negatif,0.65
UgyeGPHrijm_ZL_SgEp4AaABAg,Negatif,0.8,Walau sdh di kasi tau ttp saja dikatakan palsu .,Negatif,Negatif,0.6
UgyeXW2kA-juKDqW5-N4AaABAg,Negatif,0.8,Sangat setuju lanjut di pengadilan sip semangat Roy cs supaya cepat masuk bui biar negara tenang,Negatif,Netral,0.55
Ugye_Wcv5TXZfNlbkXh4AaABAg,Negatif,0.8,"Semoga Kel.Pk.Jokowi sehat,semangat dan dilindungi oleh TYME",Negatif,Netral,0.7
UgyfM_ec6p6OyUev6Qp4AaABAg,Negatif,0.8,"Jokowi memang hebat.. lawan pun tunduk menjadi kawan..😂
Sehat selalu BPK jokowi",Negatif,Netral,0.6
Ugyg1B5Mcg0C9EfClpd4AaABAg,Negatif,0.8,"Yang menuduh yang harus membuktikan, pertanyaan nya adalah, adakah bukti surat ijazah asli di tangan kubu ROY SURYO, jika tidak, tamatlah..",Negatif,Negatif,0.7
Ugyg33yUmfpzmF4QpH94AaABAg,Negatif,0.8,Trus kalo jujur tunjukkan asli ternyata. Siap kau masuk penjara???,Negatif,Negatif,0.55
UgyhjqvoOr5S9hx35B54AaABAg,Negatif,0.8,"Kan dulu minta di tunjukkan, itu sdh di tunjukkan, jd sesuai dgn permintaan yg dulu minta di tunjukkan....ya sdh di penuhi",Negatif,Negatif,0.6
Ugyi99FBsDDiSJENIlx4AaABAg,Negatif,0.8,"Minta di tunjukan ,udah di tunjukan masih aja ngeles",Negatif,Negatif,0.65
UgyioxfHYpxfQ4MAJOx4AaABAg,Negatif,0.8,Bos kan yg   ngak percaya dan yg buat ribut si Roy Suryo cs tangkap dan penjarakan dia seluruh rakyat NKRI senang aman,Negatif,Netral,0.5
UgyjB285MuwQuibkqqR4AaABAg,Negatif,0.8,"Sangat sulit meyakin kan lalat jika bunga lebih indah dari pada sampah....😂😂😂😂
Jadi nga bakalan percaya mau itu kebenerannya karena yg mereka cari itu kesalahan orang yg mereka nga suka.",Negatif,Negatif,0.6
UgyjUPBModVKPo7vIZZ4AaABAg,Negatif,0.8,Bodohnya manusia nuduh ijazah orang palsu tetapi tdk mampu utk membuktikan itu palsu malah memaksakan yg bersangkutan utk menunjukkan yg asli .,Negatif,Negatif,0.75
Ugyl0qEx2DWLp-eJVFZ4AaABAg,Negatif,0.8,"Terus maumu apa...
Katanya tunjukan... Udah ditunjukan terus maumu apa lagi... Toong ... Nani",Negatif,Negatif,0.65
Ugyl3JYKZJWGgzCwSHh4AaABAg,Negatif,0.8,Kalo lsng ditunjukan. Lw ga masuk penjara dong roy 😂. Enak aja habis bikin gaduh lolos gtu aja,Negatif,Netral,0.5
UgynOcBdTXOK1JOLlKN4AaABAg,Negatif,0.8,"Klau izasah jokowi palsu kenapa kok cuma jokowi yg diserang, kenapa KPU, UGM & yg bersangkutan lainnya nggak dituntut. Klau memang palsu kenapa bisa jd presiden.",Negatif,Negatif,0.65
Ugyo9JCgEn_Yr52Mhw14AaABAg,Negatif,0.8,"DOKTER TIFA, ANIES, DAN STRATEGI ""MEMBELAH BAMBU""
Belakangan ini, aksi Dokter Tifa yang gencar menyerang keluarga Jokowi (terutama soal isu ijazah dan silsilah) bukan sekadar kritik biasa. Jika kita bedah lebih dalam, ada pola politik yang terbaca jelas:
1. Kekecewaan yang Menjadi Obsesi
Berawal dari rasa ""dikhianati"" sebagai sesama alumni UGM, Dokter Tifa bertransformasi dari pendukung menjadi pengkritik garis keras. Namun, serangannya kini sudah masuk ke ranah personal (Anatomi wajah, silsilah keluarga) yang jauh dari koridor kritik kebijakan.
2. Anies Baswedan: Sosok di Balik Layar?
Dokter Tifa terang-terangan menyebut dirinya ""teman masa kecil"" Anies. Dukungannya bukan lagi rahasia. Dengan memposisikan Anies sebagai ""Abah"" yang sempurna, ia secara sistematis berusaha meruntuhkan legitimasi Jokowi dan Gibran untuk melapangkan jalan Anies di masa depan.
3. Strategi ""Pedagang Bermata Dua""
Gerakan ini sering membawa-bawa ""nama rakyat"", padahal kental dengan agenda politik kelompok. Ini adalah strategi Membelah Bambu: mengangkat satu pihak setinggi langit sambil menginjak pihak lain sedalam mungkin.
4. Mengapa Anies Diam?
Sikap diam Anies terhadap aksi radikal pendukungnya (seperti Dokter Tifa) adalah ""Silence as a Strategy"". Dengan diam, ia tetap tampil santun dan ""bersih"", sementara para pendukungnya di depan melakukan black campaign untuk menghancurkan karakter lawan.
5. Memanfaatkan Sisi Emosional
Strategi ini sukses karena menyasar masyarakat yang lebih mengedepankan emosi daripada logika. Isu personal seperti ijazah lebih laku dijual daripada debat program ekonomi yang membosankan.",Negatif,Negatif,0.5
UgyoyRKPHOSP1Wp5XVd4AaABAg,Negatif,0.8,"semoga kelompok roy suryo nonton video ini, berarti selama ini kita telah di sesatkan dan ikut arus yang tidak jelas",Negatif,Netral,0.45
UgyrZacZHzuENR1KBdV4AaABAg,Negatif,0.8,Yg bilang asli cm termul😂😂😂,Negatif,Positif,0.6
UgysIvlGoJqhRCqlQWB4AaABAg,Negatif,0.8,BUKAN HANYA INGIN MELIHAT TAPI SUDAH MENGHINAKAN APA LAGI BELIAU MANTAN PRESIDEN . YG BENER YA PENJARA ITU JAWABANYA .,Negatif,Netral,0.5
UgysQohIKRp1Wgibc2V4AaABAg,Negatif,0.8,padahal teman jokowi udah cerita..ugm udah menyatakan asli ehh.kok ngga percaya karna klo teman teman pak jokowi jg udah ngomong dan yg tidak bisa d pungkiri nama jokowi ada d buku reunian,Negatif,Negatif,0.75
UgytsndZAvMSRiHxdL14AaABAg,Negatif,0.8,"selalu ...,
tampil ade darmawan, andi azwar, silvester matutina (sdh 3 bln-an tak nonggol), ketiganya rajin datangi polda metro, desak agar rrt ditangkap dan ditahan, tunggu yaa bisa berbalik arah.",Negatif,Netral,0.55
UgyuDZI3zbF-z9MCz5Z4AaABAg,Negatif,0.8,Peneliti Abal Abal. Roy Suryo Rismon Tifa Harusnya Di Periksa.Ijazah Nya Di Periksa Semua,Negatif,Negatif,0.55
UgyuVHcG8HE9T1k0uRt4AaABAg,Negatif,0.8,"MALAIKAT PUN JADI SAKSI TIDAK MASALAH,,,KALAU IJAZAH PAK JOKOWI TERNYATA ASLI",Negatif,Negatif,0.55
UgyurBs-VnOril1wnR94AaABAg,Negatif,0.8,"Yg menyedihkan NITIZEN polos n lugu yg percaya fitnah Roy cs walaupun tanpa data n bukti mereka terus memfitnah?
Kok lugu banget ya?",Negatif,Negatif,0.65
UgyvviTxVWF1YGwB44d4AaABAg,Negatif,0.8,dukung bang Roy cs dkk berjuang sampai nyungsep masuk penjara,Negatif,Netral,0.5
Ugyy8cEtDfNzcnZyfhZ4AaABAg,Negatif,0.8,"😂😂😂 katanya benar, ngapain takut, kalo palsukan berarti tuduhan gak bener dong doy 😂😂",Negatif,Negatif,0.45
UgyydsTBWF7ZAXL3tKB4AaABAg,Negatif,0.8,"Ibu Rektor UGM sudah pernah menyampaikan ke publik bahwa Ijazah Pak Joko Widodo adalah benar dan asli berdasarkan dokumen yang ada di UGM tetapi masih ada sekelompok orang yang mengatakan bahwa ijazah Pak Joko Widodo palsu, kenapa UGM tidak melaporkan orang tersebut ke aph.",Negatif,Negatif,0.7
UgyyjfzPPTcDkrYJisd4AaABAg,Negatif,0.8,Bahkan jika roy suryo hidup sejaman dgn saydina Maryam dia pun tdk akan percaya kehamilan nya karna mujizat,Negatif,Negatif,0.55
UgyzcXChY96s2Itqcl94AaABAg,Negatif,0.8,"Menurit saya sudah benar bahwa masalah ini dibawa ke pengadilan. Tak usah diperdebatkan.  Yang lain cuma  bikin ruwet saja.. 
Ditunjukkan tak akan menyelesaikan masalah. Karena sudah terlanjur dinyatakan di depan umum dengan rekayasa IT dan fitnah.",Negatif,Negatif,0.6
UgyzkgLqbKAcf-5EGq94AaABAg,Negatif,0.8,"Nahhh...Khan...ngotot setelah di tunjukkan....masih diragukan dianggap salah, salah, kurang, kurang....kalau udah Otak pada Karatan....segala macam cara akan dilakukan untuk membenarkan sesuatu yang Salah....apa yang masih dukung, Percaya, apa masih WARAS????",Negatif,Negatif,0.65
UgyzpAcO_DwQJtKYxDR4AaABAg,Negatif,0.8,Kapok kan kena hakim MK.😂😂😂,Negatif,Netral,0.45
Ugz-81f4B7UlPvXvRKR4AaABAg,Negatif,0.8,"Mantaaap, jelas dan tegas. Roy cs konyol dan ngeyel. Segera penjarakan saja.",Negatif,Netral,0.5
Ugz-Yt8z7onxxdrZQmF4AaABAg,Negatif,0.8,Ada2 sj ini pengacara SDH ditunjukkan perkoar2 LG maux apa rombongan sakit hati ini,Negatif,Negatif,0.6
Ugz-tMrF1yWUSTkK9kV4AaABAg,Negatif,0.8,Roy suryo tau cs  tau ijazah jokowi asli cuman tujuan mau menghancurkan keluarga tujuan 2029 modus ijazah palsu,Negatif,Negatif,0.7
Ugz0MxSVyrNWK9qKr3t4AaABAg,Negatif,0.8,"Pak Saldi isra..jangan tanyakan bukti pada mereka,karena mereka TDK punya bukti apa apa.mereka hanya berandai-andai saja.! Permohonan mereka cacat formil dan materil.di hadapan hakim MK jelas sangat nampak dungu nya mereka mereka ini.!",Negatif,Negatif,0.7
Ugz0go_QV8u5GAQLeLV4AaABAg,Negatif,0.8,"Si refli maunya, ijazah pak Jokowi di uji, sampai menjadi palsu😅😅😅😅",Negatif,Negatif,0.55
Ugz21kjK2Kf__jhFS6N4AaABAg,Negatif,0.8,Semua orang dibohongi ROI cs. Sbentarlagi ROI di tuntut teman teman nya pembohong. Ketipu deh semua nya......,Negatif,Negatif,0.5
Ugz26tHlOFKM5GZM1ox4AaABAg,Negatif,0.8,"dari dulu berkoar2 disuruh tunjukkan giliran ditunjukkan masih ada aja ceritanya,apa maunya kelompok ini!!!!!!!?????.",Negatif,Negatif,0.65
Ugz2jRRiycMzACTi02V4AaABAg,Negatif,0.8,"Hanya org pembenci Jokowi,yang bikin rumit kasus ini",Negatif,Netral,0.5
Ugz38qeI3DpnEd97pwJ4AaABAg,Negatif,0.8,Kita harus percaya Ama rektor kerna dia yg mangeluarkan kalou orang orang yg ga percaya di penuhi ke bencian ya tetep walou pun di lihatin ga akan percaya,Negatif,Negatif,0.65
Ugz3AAjuQq1I2mpufLF4AaABAg,Negatif,0.8,"UGM nyatakan ijazah Jokowi adalah asli dan roy suryo tidak percaya/tidak terima alias palsu. Kalau UGM nyatakan ijazah roy suryo adalah asli, tentu roy suryo menerima, tapi ketika UGM nyatakan ijazah Jokowi asli kenapa roy suryo tidak percaya/tidak terima dan nyatakan ijazah Jokowi palsu...???",Negatif,Negatif,0.7
Ugz3NMiEhmXA3p2ifp54AaABAg,Negatif,0.8,Kelompok pakar dan makar gagal...karena HTI dan FPI.di bubar kan oleh Presiden Jokowi...Fitnahnya  harus di proses hukum.,Negatif,Negatif,0.6
Ugz44fGaBpmIFdrfj_t4AaABAg,Negatif,0.8,Selagi DENI INDRA YANA bilang ini adalah kriminalisasi terhadap ROY CS maka semakin tinggi jurang tempat tenggelamnya tiroris karena menuduh Tampa bukti.,Negatif,Negatif,0.6
Ugz46TnVQ-HS0LlCY6J4AaABAg,Negatif,0.8,Kebongkar akhirnya kebohongan para termul di episode ini,Negatif,Netral,0.4
Ugz4J6ztveNoDniEX1N4AaABAg,Negatif,0.8,"ngomong buat kepentingan umum, buat rakyat banyak, ga taunya gara2 sakit hati !! dikasih liat ato ngga, mrk mmg hanya segelintir orang yang resehhhh sok bela kepentingan banyak orang......sidang  aja, banyak omong! kl terbukti bersalah dan menarasikan info tdk benar dlm masyarakat, ya siap2 kalian geng TIRORIS dihukum!",Negatif,Negatif,0.6
Ugz85rtzFjb8eTj7scp4AaABAg,Negatif,0.8,Intinya kubu roy cs pengen jokowi dipenjara. Gitu kn. Mknya dipermasalahkan trus,Negatif,Netral,0.55
Ugz8Yqi5rFI4ei7rvsl4AaABAg,Negatif,0.8,"walaupun ijazah udah ditunjukkan, masih tetep gak percaya itu udah di prediksi dari awal",Negatif,Negatif,0.6
UgzAtxR_pF-qo90OgLB4AaABAg,Negatif,0.8,"Pertanyaan saya ?
Seandainya seorang ibu tanya anaknya "" lulus kamu ""?
Dijawab anaknya"" bekas bimbingan ibu saya lulus""!

Kalimat bimbingan itu apakah menunjukkan pembimbing skripsi adalah ibunya ?
Padahal kata ""pembimbing "" disitu dipakai anaknya untuk menghormati ibunya.

Seperti itulah kengeyelan roy suryo kata"" pembimbing "" dipaksakan untuk artian pembimbing skripsi.

Semoga roy manusia pembikin onar dipenjarahkan selamanya ,karena keluar akan berusaha bikin onar lagi",Negatif,Negatif,0.55
UgzDESfp4zOepDsUanx4AaABAg,Negatif,0.8,"Memang betul, kalau ijasah Pk Jokowi palsu yang menuntut harusnya UGM, tapi kenapa Roy panci cs yang koar2",Negatif,Negatif,0.65
UgzEZ6RLq6-Vfp5y6yJ4AaABAg,Negatif,0.8,Para pembenci Jokowi tak kan terima keterangan para intelektual yg hebat ini,Negatif,Negatif,0.55
UgzF9hMbLwzmOk8xTt94AaABAg,Negatif,0.8,Yang Bikin Ruwed berkepanjangan ya orang2 Roy Suryo CS sudah ditunjukan tetap tidak percaya.,Negatif,Negatif,0.65
UgzFtm10BkRTs_ZhpzJ4AaABAg,Negatif,0.8,Si Roy dan Kawan2 memang Cari masalah bukan cari keadilan,Negatif,Netral,0.5
UgzGV0Eut1ivlHgcuHl4AaABAg,Negatif,0.8,Bener kan walaupun ditunjukkan gak akan selesai....emang harus masuk penjara dulu....biar selesai ....dasarrr pada kurang kurang gawee . Bikin gaduhh aja.,Negatif,Negatif,0.6
UgzGhQMhxDsWJBTXdrx4AaABAg,Negatif,0.8,"Masalah ijasah itu nnti bisa di buktikn di pengadilan, tapi caci maki fitnah yg kejam itulh yg masarakat tdk setuju dgn panci cs",Negatif,Negatif,0.55
UgzGkkJjONfTV2WDnm94AaABAg,Negatif,0.8,RRT panci cs saya yakin bisa di ponis hukuman PENJARA 12 tahun Broo siapkan mental penyinyir pembenci hak orang lain 😂,Negatif,Netral,0.5
UgzI9hqwEW_o24Fd__t4AaABAg,Negatif,0.8,Jelas asli,Negatif,Negatif,0.85
UgzIBx6eVzxoWb2qbfJ4AaABAg,Negatif,0.8,Pihak suryo menghe tikan ijazah jokowi di hentikan karena roi suryo dr tifa tidak bisa  membuktikan dia merasa gagal makanya jangan musuih orang baik dan pintar celaka sendiri,Negatif,Negatif,0.6
UgzIWiwm_hVyjwR3ViN4AaABAg,Negatif,0.8,"Termul itu betul betul gak ngerti, siapa yg nuduh siapa membuktikan,,",Negatif,Negatif,0.6
UgzIoKYg9dBYP3Fj8Ih4AaABAg,Negatif,0.8,Sudah d tunjukan masih tetap tak percaya percuma.,Negatif,Negatif,0.65
UgzJ_2GjAR4qAjN4o5J4AaABAg,Negatif,0.8,Jangan jangan lembar pengujian skripsi dihilangkan seseorang untuk menguatkan tuduhan palsunya,Negatif,Negatif,0.6
UgzJd4FP1SrsspMIanl4AaABAg,Negatif,0.8,"Pembela ijasah sering ganti orang,, yang punya ijasah santai sambil senyum-senyum sama minum kopi😂",Negatif,Netral,0.5
UgzJq7zQeslZmxdi2Qt4AaABAg,Negatif,0.8,"Hukum di negri ini sdh rusak....org menuduh bukan bawa bukti tapi minta bukti sama org yg di tuduh....jelas jelas ini fitnah tapi para penegak hukum pada diam.,..malama negri ini bubar hanya karena saling tuduh menuduh",Negatif,Negatif,0.75
UgzK8-9bGLYhU-Fkzjt4AaABAg,Negatif,0.8,"SEBENAR BENARNYA INI BUKAN TENTANG IJASAH S1 JOKOWI !!

Ini hanya masalah kekuatiran kalah pilpres lalu takut akan pengaruh jokowi di pilpres 2029 dst 😅😅

Isu ijasah adalah kelanjutan dari isu isu apapun sebelumnya, pki, occrp dll yang sudah gagal.
Kemarin dilanjut isu whoose tapi gagal.
Isu pemakzulan terus diupayakan .
Rencana isu ikn gagal , karena ikn ternyata diminati masyarakat.
Terus akan ada isu isu pada jokowi selamanya.",Negatif,Netral,0.5
UgzK_K38NQrdJ6_nBqN4AaABAg,Negatif,0.8,"Ancaman 12 tahun loh kok protest gara2 Jokowi, inilah RH....ahli ngawur bin halusinasi ...lah wong yg menyulut perkara ini kan? Pa Jokowi hanya merespon saja, karena kalian bukan ingin tahu pa Jokowi memang lulusan UGM tapi memang ingin menghinakan pa Jokowi, Jokowi hanya merespond tindakan tidak waras gerombolan RRT ini...itu faktanya...jangan diputar- putar lah kau RH...kami sudah tahu itu",Negatif,Negatif,0.65
UgzL5XIf7NKkUeOZgnh4AaABAg,Negatif,0.8,Membuat buku utk orang.. Tanpa persetujuan orang tersebut adalah ilegal.. Meneliti ijasa orang tanpa persetujuan orang tersebut juga ilegal.. Apa lagi hasilnya dibilang palsu.. Maka jebloskan mereka ke penjara titik tak pake koma,Negatif,Negatif,0.65
UgzMoFOE9utfjAJiKw54AaABAg,Negatif,0.8,Kozinuddin itu orang dari HTI dan HTI itu gerombolan yg dibubarkan oleh pak Jokowi .... makanya dia sakit hati dan ingin menfitnah pak Jokowi,Negatif,Negatif,0.6
