comment_id,label_pass1_x,confidence,text,label_pass1_y,label_pass2,conf_pass2
UgysOHlC75ljkrF5tdp4AaABAg,Netral,0.8,"termul bilang congor: itu sangat hina
roy bilang ceboker: itu jg sangat hina.
sama sama : dosa .rendah",Netral,Netral,0.55
Ugzp2_B35ODrAT2rtwB4AaABAg,Netral,0.85,Si roi tolong tak usah di bwa ke acara percumah mlh tmbh kdusnya bang....,Netral,Negatif,0.65
Ugyvb40OTsH9uHBxAUR4AaABAg,Netral,0.8,Aiman ini BERPIHAK KE ROY CEBOK,Netral,Negatif,0.6
UgxiaKqgaaFK5Oplh0l4AaABAg,Netral,0.85,"RISMON GA PUNYA MALU..
MENJIJIKKAN..",Netral,Negatif,0.8
Ugw7fJbmCdo9R8gWICh4AaABAg,Netral,0.8,Yang perlu dipertanyakan Jokowi karena pelihara termul begitu banyak darimana dananya,Netral,Positif,0.6
UgwzYL-Fag0qFz-HAgN4AaABAg,Netral,0.8,Betul Congornya panci harusnya dilumuti dg Cabe rawit atau cabe setan.,Netral,Negatif,0.7
UgwYPt7XoeZ2ftHpm0F4AaABAg,Netral,0.85,"aiman klo ada yg ngomong , tolong roy jangan kasihh nyosor dong",Netral,Negatif,0.65
UgzTc2iWEHznpd_zHbp4AaABAg,Netral,0.75,Tanja istrinya rekening nya panci ada bohir bohir termssuk si jk padahal ada bohir luar negri,Netral,Negatif,0.65
UgzXK_wz9w66f3GYiWp4AaABAg,Netral,0.8,G mungkin rombongan Roy panci apa LG para ibu ibu mau kesana kesini ngeluarin dana sendiri bohong besar,Netral,Negatif,0.65
UgxLM_wH8XvlKjvMXwp4AaABAg,Netral,0.8,ROI dan rakit banyak bohong,Netral,Negatif,0.7
UgwLILIzEFES_m0F1zl4AaABAg,Netral,0.85,Sudah muak sekali dengar pasal Ijazah palsu Jokowi bikin gaduh setiap hari,Netral,Netral,0.6
Ugx35Aip-0zNp2FnYzZ4AaABAg,Netral,0.8,Waduh kenapa dr Tifa dan temen temen nya masih bicara yang semestinya stop bicara yang bisa membuat dirinya semakin banyak melakukan kesalahan.,Netral,Negatif,0.6
UgwqB9iLoBBM9sJW28d4AaABAg,Netral,0.8,"Pa Roy suryo sudah jadi kebiasaan  suka menyela, yang membuat pribadi menjadi kurang simpati...maaf ya pa suryo...bisa ga dengan tenang menghadapi termul... biar kami simpati...
Tetap semangat...",Netral,Negatif,0.65
UgzMgzwNpQiC4H_1iTF4AaABAg,Netral,0.85,Roy cocotnya boros ...stress sering ketawa sendiri,Netral,Negatif,0.8
UgyqO6kKzNnbIJTGnFB4AaABAg,Netral,0.8,"saya bukan pendukung jokowi, tapi saya tidak suka dengan cara diskusi roy. sangat tidak punya etika",Netral,Negatif,0.7
Ugxi6s3OPNwI50gAs6p4AaABAg,Netral,0.8,Pengangguran Masi mungkin punya punya uang ini maling panci ke Singapur ngaku ga ada pemodal kan ga mungkin,Netral,Negatif,0.7
UgwXlBm1EWGEMJuqyuZ4AaABAg,Netral,0.85,Si Roy panci knapa gk bisa diam klo orang bicara ya,Netral,Negatif,0.65
Ugz2WXyDtYGJ1sLuJNJ4AaABAg,Netral,0.8,"KRMT. Roy Suryo is always be ""The King of the Show""..👑  Bravo, King..👏🏻👏🏻👏🏻",Netral,Netral,0.7
UgyqNKERroFD_yE7jjx4AaABAg,Netral,0.8,Mas Roy Suryo tolong kalau orang lagi ngomong itu didengerin dulu Jangan mencela-cela omongan orang jadi biar jelas apa yang di ingin disampaikan kalau Anda mencela-cela omongan orangnya gimana kita mau menkaji omongan di tolonglah anda hargain orang lain untuk berbicara,Netral,Negatif,0.6
UgxXy5e5CKIFZbLpyqt4AaABAg,Netral,0.85,Pintar kalau mencaci orang..bilang orang bohong..ngaca dulu..itu adalah cermin dirimu sendiri Roy koplok...ntar dia mati didalam penjara 😂,Netral,Negatif,0.8
UgzhVsBC_szFf4rKSa54AaABAg,Netral,0.75,Aiman sdh keliatan miring ke jokowi.  Sdh jelas yg dibilang kertas rasman itu data tapi ga ditunjukan ke penonton. Makanya Roy tiba tiba mengecek langsung.  Harusnya minta dulu perlihatkan datanya baru deh tanya pendalamannya.  Jangan disuruh bicara berdasarkan data tapi data tdk ada.   Itu aja saran.,Netral,Positif,0.5
UgxWOI1rqbQosTiKJ5h4AaABAg,Netral,0.8,SECARA LOGIKA PAK ROY ITU PUNYA KELUARGA ...DITINGGAL BERBULAN BULAN  BAHKAN SETAHUN LEBIH . GK KERJA DAN HANYA NGURUSIN IJAZAH ORANG. APA GAK BUTUH UANG,Netral,Negatif,0.6
Ugw6Y2DlWy7_VHQuNc94AaABAg,Netral,0.75,pak rasman orang pintar sama orang  gerti itu beda kalao orang pintar bela yg sala kalao orang ngerti pak rasman pasti yg menang  karena membela bapak Jokowi pasti yg menang bos,Netral,Netral,0.5
UgxfWxGsB1Ib3Aov9Vl4AaABAg,Netral,0.85,Karena sakit hati tambang nikel nya diambil Jokowi mangkanya dia menyerang Jokowi,Netral,Negatif,0.65
Ugwoc2YQeZ7pmYnHdax4AaABAg,Netral,0.85,Ribut bangat si roy ini,Netral,Negatif,0.6
UgxOz8xmxOdC17cMpD14AaABAg,Netral,0.8,Knp aiman itu g bisa Kash pengertian SM Roy Suryo panci knp aiman sprtix takut dg Roy panci orang g pny etikah sprti pereman,Netral,Negatif,0.75
Ugzq6g1OyjlxAjdYBUF4AaABAg,Netral,0.8,Dlm kasus ijazah jokowi tujuan  rismon hanya mencari uang itu fakta,Netral,Negatif,0.7
Ugz5XOF2SG7ipQB3sdV4AaABAg,Netral,0.75,"Team jokowi baik pengacaranya, andy azwan, rasman beda kelas sama team nya roy",Netral,Negatif,0.6
UgxcmRf0E9esnEbRR0t4AaABAg,Netral,0.75,Congre roisuryo,Netral,Negatif,0.65
UgzkCpH6pgLlmQjhF7N4AaABAg,Netral,0.85,Roy Suryo congor 😅,Netral,Negatif,0.65
Ugxf-whRIelRwD0fhYN4AaABAg,Netral,0.85,Tidak ada adap si roy ini ...memotong saja org berbicara ....nampak masaalah yg menimpa Nya😂,Netral,Negatif,0.7
UgzlS0crjVsAg3-kO114AaABAg,Netral,0.8,Ngapa orang nggak pumya adab kayak roy panci di jadikan nara sumber apa lagi yang di belakang cm bisa huy huy bagus di keluarkan kak bg aiman,Netral,Negatif,0.7
UgzeBqOFG9Q5qXhBcCV4AaABAg,Netral,0.75,Rismon jadi bubuR.!,Netral,Negatif,0.6
UgwvTGZwJL1ag4F7qg94AaABAg,Netral,0.8,Anit anit koq ada ya manusia kayak si ray panci manusia benar gak sllu ngeyel,Netral,Negatif,0.65
UgzV-btmfihZWVZfH8t4AaABAg,Netral,0.8,Klas rendah kayak roy suryo kok pernah jadi mentri opo.... PertimbangannyaSBY .... Opo sby yi wis melu stress.... 😂😂,Netral,Negatif,0.7
Ugyg_o2026iE8AkCf8R4AaABAg,Netral,0.7,"Termul-termul bermuka tebal sudah hilang rasa malu, yang hocx yang mana  
Seperti dibilang refli dibilang selingkuh dengan dr tifa
Mana yang bohong 
Disini wajah-wajah pembohong bagi  orang awam bisa menilai contohnya wajah rismon salah satunya juga bisa melihat mulutnya kalau ngomong runcing-runcing",Netral,Netral,0.5
UgyLnnSLZsKo5AR8MsR4AaABAg,Netral,0.9,Roy panci,Netral,Netral,0.6
UgzGR-kertrJFkBnYVJ4AaABAg,Netral,0.85,Roy itu org setres ko di percaya sih,Netral,Negatif,0.8
UgxQB4XmCyLAlDAfjj94AaABAg,Netral,0.75,Bohirnya ya Jokowi karena uang Jokowi triliunan,Netral,Positif,0.5
UgzZuPxvGw8h4KE-Du14AaABAg,Netral,0.85,Roy bicaranya ngawur tlng di tegur dong jgn malah anda ketawakn sumpah gak lucu,Netral,Negatif,0.65
Ugwdq9EQTS8MvvDzzf14AaABAg,Netral,0.85,Mulut Roy Suryo ember air bocor. Suka potong penjelasan pembicara org dlm perdebatan atau diskusi.,Netral,Negatif,0.7
UgwBLFGODNvUioBDbwV4AaABAg,Netral,0.8,Penyebab masalah makin rusuh klo ada congor bersuara yg ngudang orang bermasalah yg bikin masalah ya jadi masalah kaga selesai soalnya Roy orang yg bermasalah dgn gangguan jiwa,Netral,Negatif,0.8
UgyX9u98VVcHYAbj0kp4AaABAg,Netral,0.85,Mulutnya Roy Suryo itu ngomong sama lobang WC sama aj Roy,Netral,Negatif,0.75
UgyIgx82FHGwyFiL5bV4AaABAg,Netral,0.75,"Bohong besar, mereka rombongan dan grbolan roy suryo pasti didanai dan ada yg jadi bohor",Netral,Negatif,0.65
Ugz1JEe6GVQbZHCLIJp4AaABAg,Netral,0.85,muak bgt liat sipanci klo ngomong lbh nyolot dan ga membiarkn yg lain bicara,Netral,Negatif,0.7
Ugwc-YvjTQ73nUoi5bB4AaABAg,Netral,0.75,Kenapa pak Roy kayak rese ya paham logika tidak data tdk harus berupa bukti kalau bicara sesuai logika,Netral,Negatif,0.65
UgxDIdshVH6Rk9UuuEF4AaABAg,Netral,0.5,Pembuat gaduh stop pak roy suryo berbicara bersiap sidang dan buktikan ijazah itu palsu,Netral,Negatif,0.7
UgyEHmGZxojtrBjNrG54AaABAg,Netral,0.8,Ini acara tv rakyat bersuara sangat murah menampilkan debat dgn Roy Suryo seperti ini sangat TDK mendidik cara bicara dan bahasa nya sangat memalukan,Netral,Negatif,0.7
UgxUn8eKUhv0v9Tt7354AaABAg,Netral,0.8,"Tidak habis2 dengan ijazah jokowi apa kalian tidak punya kerjaan yg lain, biar punya ijazah klu kerja nya. Tidak tulus dan iklasbuat apa. Cuma pandai berkata2 tetapi hasil nya tidak ada. Korop nya nom,1 ,",Netral,Netral,0.5
Ugz48a7tjYCpQadGtJJ4AaABAg,Netral,0.55,Baru tau bahwa jokowi mania nusantara yg di ketuai andi azwan memiliki byk  youtuber khusus buat hoaks. Aku rasa bayarannya lumayan besar tu.,Netral,Positif,0.55
UgzZqGAgikHdkK3xzrN4AaABAg,Netral,0.8,Apa anda milih pak jokowi,Netral,Netral,0.6
UgzoU3yJjliX8j6nnrd4AaABAg,Netral,0.75,"Orang - orang yang tak punya kerjaan bisanya cuma ngurusin Ijasah Pak Jokowi , tak masuk akal kalau tak ada uangnya , itu pasti ada duitnya , jadi pasti ada dalang yang yang mendanai !!",Netral,Negatif,0.7
UgxvNSqe9T_8UsmTQ7d4AaABAg,Netral,0.55,"Niatnya mau ngancurin Jokowi, Yg mau di hancurin santai² aja eh yg mau ngancurin ternyata malah udah berantakan sendiri 😂",Netral,Negatif,0.6
UgwH8BzcC4uR-rmx0qR4AaABAg,Netral,0.8,"Cari teman lgi si Roy panci,,,pengacara Jusuf Kalla mau dimanfaatin.",Netral,Negatif,0.55
UgxAmm_3Gx1meGGyokx4AaABAg,Netral,0.75,"Ini kan proyek iNewsTV klo ga bahas izasah jokowi karyawan nya ga ke bayar... Sama kaya kreator bahas persib.. 
Jokowi sumber pangan iNewsTV
Persib sumber pangan para kreator bola..",Netral,Netral,0.6
Ugyr_lKR7hvdXo4Spcl4AaABAg,Netral,0.8,RISMON  Takluk dg. Banyaknya Uang dari si Raja KoruptuR.,Netral,Positif,0.5
UgzYNkZw2c9qYbQ04_d4AaABAg,Netral,0.8,Bong aiman apa tdk ada orang lain selain muka ROI suryo,Netral,Negatif,0.55
Ugya8J-FYS1ptsP5t_x4AaABAg,Netral,0.8,Semakin terlihat penjilatnya pendukung jokowi menuduh tanpa bukti org kayak gini sangat brbahaya bila menjabat apapun di negri ini,Netral,Positif,0.5
Ugx-l0ht69FnpC9uxgd4AaABAg,Netral,0.75,"Mbo diam aj, kyk pak jokowi, biasanya bengak bengok, utk bela diri",Netral,Netral,0.4
Ugw-_4nouqY26jnQPfd4AaABAg,Netral,0.75,"Iran vs Amerika
Rusia vs Ukraina
Lebanon vs Israel
Indonesia vs Jokowi (PKI) dan polri",Netral,Positif,0.6
Ugwz-_ZjYpwvDfXykTF4AaABAg,Netral,0.7,"Masih ingat gak kata REFLY HARUN, kalau ada salah satu RRT yg melakukan RJ saya akan mundur dari PH RRT.
BUKTINYA APA....
KOMEN.",Netral,Netral,0.4
Ugwwmq3CYryL7CatPDB4AaABAg,Netral,0.75,Roi sudah biasa bicara yang tidak bisa di contoh yang baik kau Roi😈👈,Netral,Negatif,0.65
Ugyea7FrCf4JR2RzBnl4AaABAg,Netral,0.75,"Disini yang paling sangat berdosa itu jokowi , sudah mengandu domba  antara kubu termul Dan kubu Roy suryo tiap hari , orang nggk  takut tuntutan akhirat ,nggk  mengingat akan umurnya 🤨",Netral,Positif,0.6
UgxDGSTrAptSK7USd6J4AaABAg,Netral,0.8,siroy panci buang dulu kek kecomberan gak ada sopan motong2 pembicaraan orang trs,Netral,Negatif,0.8
UgwrwsqKRezJ08dBHD54AaABAg,Netral,0.8,"saya sebenarnya senang Nonton Rakyat Bersuara.
Tapi Kalau Ada Roy Suryo. Saya Jadi Malas Menontonnya.
Seharusnya Aiman Juga Harus Tegas Untuk Memperingatkan Roy Yg Suka Komentar ketika Salah Satu Nara sumber berbicara.
Dan Harus di Peringatkan Untuk Tidak Membawa Atribut2, Seperti Wayang Kaos. Nanti bisa saja bawa Sepanduk.
Siapa saja Yg setuju Dengan Saya ?  Tolong Komennya..",Netral,Negatif,0.65
Ugz3fY-hUJWIbq1H-VJ4AaABAg,Netral,0.75,Roy Suryo ini siteres kelihatan mulut kegagab  karena menahan malu kareba mau masuk perjsra lagi. 42:20,Netral,Negatif,0.8
Ugya2YvA4F4W1WoBzYV4AaABAg,Netral,0.75,😊😊😊 Roy diketawain istrinya sendiri cara ngelles dgn lawan padahal dirinya sendiri yg banyak bohongnya...istri Roy sampai malu sendiri....KPD pemirsa rakyat bersuara coba lihat congornya Roy.,Netral,Negatif,0.75
UgybRB_t5JzwHSuyrY14AaABAg,Netral,0.8,Mosok KRT dikata. CONGOR nya ini memang Roy Suryo klo teman sedang bicara selalu memotong pembicaraan dan nrocos tdk punya etika apalagi sopan santun pas klo dibilang CONGOR NYA RS,Netral,Negatif,0.75
Ugxo2dHMIks0Y1JUdW14AaABAg,Netral,0.85,Roy g waras,Netral,Negatif,0.8
UgwyhMgSPKLKE5AmwBp4AaABAg,Netral,0.75,HTI... Benci banget sama pak Jojowi..... Karna hanya pak Jokowi yg berani bubarin HTI dan FPI..... 😂😂😂,Netral,Negatif,0.55
UgwYch-I4tpKxnB6BMt4AaABAg,Netral,0.75,"Asli manusia menjijikan Mikael Sinaga ini, bikin malu masyarakat Batak aja.
Diawal dia bilang buku GEG itu karya ROY SURYO, dia juga yang bilang itu karya RISMON .",Netral,Netral,0.5
UgyUxd7l-GpQq8dV9Yx4AaABAg,Netral,0.75,aiman jangan memihak sama roi gila aiman  banyakkali kasih wakru  sama roi biadap itu,Netral,Negatif,0.75
UgyxxJN0Ia9FKjenJtB4AaABAg,Netral,0.75,"Saya pendukung Roy, tapi disini Roy suryo kurang etika, over confidence dan abai terhadap anjuran host..",Netral,Negatif,0.6
Ugzr8pngXSNgFY29oZR4AaABAg,Netral,0.8,Diam dulu mulut mu itu roy.s.,Netral,Negatif,0.65
UgxtT3C1QUWmyDeaGoN4AaABAg,Netral,0.75,Era Jokowi memang banyak di bela para bajingan,Netral,Positif,0.55
UgyMUeYXicr7y1E8f0l4AaABAg,Netral,0.5,Nah inii roy panci lagi ngoceh yg bikin gaduh ya panci s7 massuk bui 😅😮😮,Netral,Negatif,0.8
UgwWh6oi2zeoU-JoIzp4AaABAg,Netral,0.7,"Pengacaranya,ro Suryo presis jg sama yg di bela Roy Sura cs ngototan,justru dia yg menyesatan,sy sih orang ga ngerti hukum cuma klo nonton acara seperti perdebatan buang buang waktu dan energi aja ,",Netral,Negatif,0.6
UgyCPKk-c9g2zvmQK594AaABAg,Netral,0.75,Roy panci nyocot kalo orang yng waras ke orang lain orang dirimu sendiri yng tidak waras koh Roy panci Roy panci terlalu kau Roy panci yng bohong yng ga waras itu dirimu Roy panci jangan nyocot seenaknya kamu sendiri Roy Roy inget Roy roy,Netral,Negatif,0.75
UgwjBu5kSvojvZ6PDsB4AaABAg,Netral,0.7,"Kok aneh y?mau rugi dari kantong sendiri ratusan juta, gara2 ijazah pk Jokowi? Menyumbangkn waktu,tenaga anaknya ditinggalkndirumah nth kyk mana, 😂😂😂demi membela RRT yg a neh itu juga .bukannya ads hsrta sedekah biar damai dunia akhirat.",Netral,Negatif,0.6
Ugze3NoWSkg1NvWrJzl4AaABAg,Netral,0.75,"Rakyat Bersuara kalah"" ring MMA kalau setiap orang ngomong si roy suryo jawab terus,, ngoceh terus,, motong terus omongan orang.. bikin rakyat bersuara bukan tempat wadah mencari solusi mencari kebenaran..
Aiman harus fair,, adil,, tegas n tidak berat sebelah,, tapi rakyat bersuara lebih mencari kebenaran soal masalah yg di angkat di iNews rakyat bersuara",Netral,Negatif,0.65
UgxYQY7Y6UC_waCM8814AaABAg,Netral,0.75,Oh ternyata perempuan yang tutup muka di belakang itu pendukung Anies Baswedan dan komplotannya Roy Suryo CS,Netral,Netral,0.5
UgxjfazIlAHS-jHuJCN4AaABAg,Netral,0.8,"Mohon maaf aiman ..,  AQ tidak berpihak ke siapapun di forum ini, tapi liat Roy panci muak, mual, neg, mbleneg, buang aja",Netral,Negatif,0.7
Ugy7p-K5jeu0dyfP-1d4AaABAg,Netral,0.75,Jokowi ngawur,Netral,Positif,0.55
Ugxr66k74IM4I8Xg6-N4AaABAg,Netral,0.75,Ni emg roy pancy yg ngotot g mau klah dan dengerin penyampaian orang lain.di tegasin bang aiman berkantian ksih penjelasan orang lain.,Netral,Negatif,0.65
UgxxovwgEmKM33Z3-VN4AaABAg,Netral,0.75,Kenapa pendukung jokowi selalu mau hadir di rayak berbohong,Netral,Positif,0.55
UgzkIBASEH7ejQipvVV4AaABAg,Netral,0.75,"Hey Roy Suryo dari Bahasa anda saja sudah mau menang sendiri coba kita cerna bicara si Roy Panci tentang  CEBOKER tetapi kalau bung. Andi Aswan Bicarakan si PANCI CONGOR dia Protes, apa nggak GILA itu si Roy Panci  mau menang sendiri ( Egois ).",Netral,Negatif,0.7
Ugz7GL4u39gQWT0PS3J4AaABAg,Netral,0.8,Roy emah lolll,Netral,Negatif,0.45
UgwedesQ3WukzCX308F4AaABAg,Netral,0.7,"Persatuan angkatan 80 UGM dukung Roy Cs, termul tdk tahu perkulihan waktu itu asal ngoceh dan bohongi rakyat indonesia",Netral,Positif,0.55
UgyP7Sy9kd6oqIBMiYt4AaABAg,Netral,0.85,cobak roy nyadar .instropeksi diri. tak usah banyak cingcong. orang udah muak lihat wajahmu apa lagi denger suaramu yang tak pernah ada benarnya.,Netral,Negatif,0.7
UgwXvb3bPJdZKER9hVR4AaABAg,Netral,0.85,"Disini mas roy lebih bnyk omong eii, nyela2 orglain yg lg dikasi kesempatan ngomong sm hoat. Ada apa ini? 😂",Netral,Negatif,0.65
Ugzw1etxjKZ5uETyU6h4AaABAg,Netral,0.7,Bohirx Roy suryo cs adl Allah SWT,Netral,Netral,0.5
UgwsENB-uEdQ8FTFE2x4AaABAg,Netral,0.85,"SAYA MASYARAKAT BIASA, BUKAN BERARTI BERPIHAK KE ROY SURYO, DIA MENGHANCURKAN MASA DEPAN HIDUP NYA SENDIRI, SEPERTI ORANG YANG TIDAK PERNAH SEKOLAH ( TIDAK BERADAB).",Netral,Negatif,0.7
UgwrEgfz-uX3sxZXNw14AaABAg,Netral,0.85,Rismon mulutmu njelei,Netral,Negatif,0.7
Ugw-u_3u3s6A9vWHV-V4AaABAg,Netral,0.75,"Mas aiman usir si Roy Pancy.. orang gila itu.. ngomong tidak  punya etika dan etitude...  Kasi argum yang kami publik bisa paham.. jangn cuma tau motong"" pembicaraan orang. Untuk menutup kesalahan nya.....",Netral,Negatif,0.8
UgwBm-rGfwXiW8661SJ4AaABAg,Netral,0.75,"Kenapa termul berani berbicara,, karena didukung oleh oligarki dan jokowi,,, oligarki itu manusia iblis yg selalu menyengsarakan rakyat Indonesia dan selalu dimiskinkan, dibodohin, Dikerilimikasi,, wahai rakyat Indonesia bersatu lawan oligarki dan jokowi, dan jgn dipercaya omongan termul yg selalu bikin gaduh.",Netral,Positif,0.65
UgyWhl8p_XJ_XHDHEWZ4AaABAg,Netral,0.7,"Roy uang dari mana udah GK jadi apa apa , mkanya sidang aj jangan di undur undur ngomong aj muluk muluk coba sidang kalau berani",Netral,Negatif,0.6
Ugw2hHxlki5xtmlJp4p4AaABAg,Netral,0.85,"Apa Roy Suryo ini setiap orang ngomong dia jawab terus tanpa di suruh,, dia potong terus,, ngoceh terus orang ngejelasin dia ngoceh terus.. ribut si Suryo ini..",Netral,Negatif,0.65
UgwIKWx6PXNtL4inD1p4AaABAg,Netral,0.8,Ceboker Nusantara kalo mulutnya kamu apa Roy menghina orang se enaknya mulutmu n kalo paling benar,Netral,Negatif,0.7
Ugw7hg_B-WAG9HR3GW54AaABAg,Netral,0.7,"Yg menjadi bohir itu Jokowi....tdk mgkin para termul berhari tahun tahun menjadi termul hanya makan siang gratis...yg mendapat dana bohir bertahun tahun adalah termul itu pasti...org lain difitnah itu namanya gajah di pelupuk mata ditutupi (bkn tdk kelihatan),...jelas jelas mereka adalah ternak bohir jokowi",Netral,Positif,0.6
UgzO9R6vEDSi5y93R8N4AaABAg,Netral,0.55,"Roy cs tong kosong nyaring bunyinya,kalian telah masuk jebakan orang baik, kalian akan berakhir dengan memalukan dan membusuk di penjara.",Netral,Negatif,0.75
UgxpWFJGuRkmiT6rsah4AaABAg,Netral,0.75,"Semakin besar mulut terbuka semakin bau mulut..

  Semakin besar mulut berbicara dg bahkan penyampaian angka"" semakin terlihat jelas sumbernya hanya (an..) siapa, belum ketahuan saat ini.

Aiman .. mulut roti Suryo selalu berkoar koar wlu sudah di warning tapi terus berkoar koar tapi tak ada tindakan aiman.
Kenapa...?!😂😂😅😅😅😅 Sudah ketahuan media sedari dulu.",Netral,Negatif,0.6
UgwPLca4Mhq3fpL6DfV4AaABAg,Netral,0.75,"Kocak orang orang negri ini, ijazah asli atau palsu! Kasus nya sudah mau satu tahun,terus kenapa kalau palsu?? 
Bisa mengubah sistem di Indonesia yg banyak PR ini kah? 😂
Lebih baik roy suryo cs, selidik para"" Koruptor aja lah itu lebih berguna daripada sekedar ijazah",Netral,Netral,0.55
Ugw8rjLAJHVuNqyM8Jh4AaABAg,Netral,0.8,"Pak Roy Suryo Mulutnya Lemes sekali. Jadi dongkol sekali nonton berita. Selalu motong pembicaraan orang. Dan ngotot ga kasih kesempatan orang lain untuk ngomong. Meskipun benar apa yg di sampaikan. Alangkah bijaknya berikan kesempatan kepada lawan debat utk ngomong. Dengan begitu masyarakat bisa menilai. Ketika orang berbicara bohong. Mereka cenderung tidak konsisten dng apa yg mereka sampaikan. Utk itu pa Roy Suryo. Tolong tahan diri anda utk tidak debat org saat dia lagi berbicara. Dng gt respect ke anda makin tinggi. Krn menghargai orang. 

Melihat gaya pak Roy Suryo jadi tidak nyaman sekali menonton dan ikuti debat ini. Krn terlalu sok dng gayanya yg tidak menunjukkan emotional question yg good.",Netral,Negatif,0.65
UgymkpRjnwZIA9Rl7xJ4AaABAg,Netral,0.7,"AIMAN YANG JAGO ADU DOMBA 
AIMAN MEMIHAK ROY SURYA TERLIHAT DIA COCOTNYA DI UMBAR 
PENATA ACARANYA AIMAN PENGADUNYA HARUSNYA AIMAN YANG DITUNTUT",Netral,Netral,0.5
UgxYcv24cSpzlDX8s8p4AaABAg,Netral,0.85,roi mulutmu itu sangat tajam kalau bicara sangat kasar orang orang dengar suaramu itu sangat sakit telingan orang orang semuanya orang itu banyak tak suka km 😂,Netral,Negatif,0.6
UgxO90o-4UcJRW6lPJ54AaABAg,Netral,0.75,"Jangan di layani rasman. Pintar bersilat lidah mengalihkan idu ijazah jokowi. Semakin mulutnya berbusa- busa, semakin besar bayarannya dari jokowi. Penjilat... Memang tipikalnya...",Netral,Netral,0.7
UgyRMgXciyFbJr-26jV4AaABAg,Netral,0.8,Roy panci kalo debad sama Andi aswan seolah olah cocotnya ngaku bener yng jujur Roy panci apa yng bohong Roy panci seolah olah Roy panci selalu nuduh bohong bohong kesiapapun lawan debadnya ga mikir ya Roy panci orang yng bohong diri sendiri koh koar koarnya selalu ngaku bener padahal Roy panci sendiri yng ga jujur,Netral,Negatif,0.65
UgwzEI15VXLTXjU37FZ4AaABAg,Netral,0.75,"Kalau pun ijazah itu benar palsu,Roy ini wataknya sok pintar,menurut dia semua orang itu bodoh,Roy ini sombong,g ada yang Sudi berteman dengan orang sombong",Netral,Negatif,0.6
UgwL6edLnBZScuz2XDR4AaABAg,Netral,0.75,"Tuhan nya termul segala Alam adalah jokowi
ketahuilah wahai umat wkwk

power nya : perkara besar bisa jadi sesimpel balikan krupuk
perkara simpel bisa diribeRattkan seperti membalikan 1000 gajah wkwkwk

hidup termuL. wkwk
hidup congor.. ehhh sorry",Netral,Positif,0.6
UgzgymlbOXVSnjGW7dV4AaABAg,Netral,0.75,yg menyesatkan itu km kalau pengacara bapak Jokowi rtu benar kalau km pengacara roi itu banyak sesat orang salah km bela hai bang km dari alpokat tapi orang salah km bela malu lah km banyak teriak pun saya tak percaya ok 😮😮😮😮😮😮😮,Netral,Negatif,0.5
UgwO_vXyy2JDWF7tjwd4AaABAg,Netral,0.75,"Keren refli Harun, roy, cs.. Keliatan smart & bisa dipercaya,",Netral,Netral,0.75
Ugz1sojRhY1yvTtw_zN4AaABAg,Netral,0.75,Rismon ga berani lg diundang ke tv,Netral,Negatif,0.5
UgzSNHXgKfBLx2pZwXt4AaABAg,Netral,0.85,Roy Suryo ini kok nyerocos aja klo ada orang bicara,Netral,Negatif,0.55
UgwCwqFamXICzezFLrh4AaABAg,Netral,0.8,"Roy suryo bilang ceboker,,ehh si andi azwan malah langsung balas ke pribadi roy suryo bilang congor,,hahaa masa orang intlek minim hal etika 😂😂",Netral,Negatif,0.5
UgzJVf2OD1vU9APYLyp4AaABAg,Netral,0.7,"Kapan Roy suryo Cs masuk penjara kasus ini sudah lama bangat, seperti drama saja",Netral,Negatif,0.65
UgzlVb3NtljOtld2pD14AaABAg,Netral,0.5,"SEMUA YG DI BACA DI PASAL2 ITU  ADALAH  YG DILAKUKAN OLEH ROY SURYO,RISMON,DAN TIFA,KADI MEREKA TDK BISA MENGELAK LAGI,",Netral,Negatif,0.6
UgyrHOX1EjLLKusec3t4AaABAg,Netral,0.9,Roy panci kelihatan stres bgt,Netral,Negatif,0.65
UgzuL5ZBp1JKv6VHOgV4AaABAg,Netral,0.9,"semoga RRT slalu dalam lindungun Alloh, amiin.",Netral,Netral,0.8
UgwAfP5qOF1HmmMgkDt4AaABAg,Netral,0.7,"Ridha Allah! 
InsyaaAllah ikhtiar dan perjuangan RRT guna menegakkan kebenaran di atas kebatilan dan kedzaliman akan membuahkan hasil,
Aamien Yaa Mujibassailin❤",Netral,Netral,0.6
UgyNUJBy2FQeKsfBrJJ4AaABAg,Netral,0.85,Tumben Roy Panci tdk cerewet 😂,Netral,Netral,0.5
UgzTu25izwzoA1NC_XZ4AaABAg,Netral,0.8,Minal aidin wal faidzin dulu sama roy panci..sebelum masuk😂,Netral,Negatif,0.55
Ugy4OmdAGmSFnHae-Lt4AaABAg,Netral,0.65,"Gelar Doktor palsu dan.Gelar dokter juga palsu, menuduh org lain ijasah palsu😂😂",Netral,Negatif,0.6
UgzJVeyOusdFwKZuUF14AaABAg,Netral,0.85,56:40 full durasi gak liat roy cengar cengir😁,Netral,Netral,0.5
UgzrN0e97vV5EfgQFiF4AaABAg,Netral,0.8,Roy Suryo; lumayan kuliah gratis sebelum masuk penjara 😂😂😂,Netral,Negatif,0.6
UgwsxYPUpJedLM_UYoF4AaABAg,Netral,0.8,Dikira Roy Suryo ini acara Aiman😂😂😂😂,Netral,Netral,0.5
