comment_id,llm_label,confidence
UgycXmuuIu9c5nuQDld4AaABAg,Negatif,0.8
Ugxnal1VB0ZmOWnSdSB4AaABAg,Negatif,0.85
UgxirRWqxDEV1X6rHkt4AaABAg,Positif,0.85
UgybOzr_xARvG5A6Doh4AaABAg,Negatif,0.85
Ugyl_h6N4cxbUmWFZGt4AaABAg,Negatif,0.8
UgwSf2c9PzeZnT-Z0Gp4AaABAg,Negatif,0.8
UgzV4nFB9JtiOKBvwvx4AaABAg,Negatif,0.85
Ugyb3iyh_4b-RH2p2Ct4AaABAg,Negatif,0.85
Ugxw2riIozJDT9-9ieR4AaABAg,Positif,0.9
Ugwqz_o56Ll1mWT6mjd4AaABAg,Positif,0.85
UgypAiRMo-blbFq44YF4AaABAg,Positif,0.85
UgxkdW5XOAdnFoNu1Ud4AaABAg,Negatif,0.8
UgxHqAwzit9ZWOpEwm14AaABAg,Positif,0.85
UgzqzTy-isAzYATxk3l4AaABAg,Positif,0.9
UgxNPwczm_UXU_Prkrp4AaABAg,Positif,0.85
UgwAv2ZwZAwleKeuPRt4AaABAg,Positif,0.9
UgwSb-yVcqhFVSjveu94AaABAg,Positif,0.95
UgwiO23sApl6we0WmaJ4AaABAg,Positif,0.85
Ugx7ud2l0ehzXjr0w-94AaABAg,Positif,0.9
UgwTr_ct8TDa7LCzyTx4AaABAg,Positif,0.9
UgxLd-Yy_srmfNYbnJh4AaABAg,Negatif,0.8
UgzV-f5a1-gLkrYIJM94AaABAg,Negatif,0.85
Ugxzvjy53jIk1sWDtcp4AaABAg,Positif,0.85
UgydkiBagpRnOhNYEfJ4AaABAg,Positif,0.9
UgwUaoB8WKTylXAtQap4AaABAg,Positif,0.85
Ugzi_WAHfgJb4eoOvHp4AaABAg,Positif,0.92
UgwDzbl2zLdASm7y1lh4AaABAg,Negatif,0.8
UgyaBdY-x6ok6sYplUR4AaABAg,Negatif,0.85
Ugxgq0d1Xec0IsTW3M14AaABAg,Positif,0.85
UgwrzENYJ8QiEn3Uxk14AaABAg,Negatif,0.85
UgyRW3CozT2UuFO_UVd4AaABAg,Negatif,0.8
Ugx9caZQUPsKl4pYysJ4AaABAg,Negatif,0.8
UgyMY2rWPOczvFnRgfN4AaABAg,Positif,0.95
UgwmMco4ZoZVn4ojCxl4AaABAg,Positif,0.85
Ugz3AAjuQq1I2mpufLF4AaABAg,Negatif,0.8
UgxUagWYb4C8Mko92QF4AaABAg,Positif,0.92
Ugy0mY5T2KDrEbdAICB4AaABAg,Positif,0.85
UgyX-jTDn6ihIcAoOVR4AaABAg,Positif,0.85
Ugz3R4eWSjDw2pF4TU14AaABAg,Negatif,0.85
Ugw4FoaQoshjFafnQ3x4AaABAg,Positif,0.85
UgxBcV8aSoEQTGcRZst4AaABAg,Negatif,0.8
UgxebaiG-U5trCNJgLN4AaABAg,Negatif,0.8
Ugy56AModbP5YSSVyR14AaABAg,Positif,0.85
UgxW3qdaAzwfUVTjwI94AaABAg,Negatif,0.8
UgxRSGU6HwQ-h2CmSN94AaABAg,Positif,0.9
UgwQ3WFqUvfxtK9dovB4AaABAg,Negatif,0.8
UgwHNEpQu_OsNv6g6TB4AaABAg,Positif,0.85
UgwJ2x3q2wKCevkWzF54AaABAg,Negatif,0.8
Ugx4q_yIqtmRYVz6HUZ4AaABAg,Positif,0.85
UgyMsgAyTJxF4GAAt9h4AaABAg,Positif,0.85
Ugw3FoDyvp47N8JWJhl4AaABAg,Positif,0.9
Ugzqnj6kA6-bJqVh84V4AaABAg,Negatif,0.9
UgwNvJedPfMxApauj7R4AaABAg,Positif,0.9
UgxgK52_CXnWkS1GGi54AaABAg,Negatif,0.85
Ugwd2wyVLY1BbTkAQr94AaABAg,Negatif,0.8
UgynOp7UTvf2LvnG4V54AaABAg,Negatif,0.8
UgzKMqHYmQ0h7BL8DkB4AaABAg,Negatif,0.85
UgwQsCubafdgBjtlDit4AaABAg,Positif,0.85
UgwFyOxHzhL00P-aowh4AaABAg,Negatif,0.8
Ugwmff53ZSwIiWc8Wwp4AaABAg,Negatif,0.8
UgyltwzS9NVYhv2qv9d4AaABAg,Positif,0.85
UgyfS_k8gkds6dNC7pJ4AaABAg,Negatif,0.85
UgxzqBnL0BBfrQ3D_Px4AaABAg,Negatif,0.8
UgwFH2HHF5fEiO3vkbB4AaABAg,Positif,0.9
UgyzqOrimyQGTRsWyX14AaABAg,Negatif,0.85
Ugwcads3Sj8z3B1WBEV4AaABAg,Positif,0.85
UgxCThCBPy7Yp9yGcg94AaABAg,Positif,0.85
UgxS5JZf8h5eEKiVeih4AaABAg,Positif,0.85
Ugx1p6bKhkzf0WutyJx4AaABAg,Positif,0.85
UgwqoVcjeKKnLi8FMGV4AaABAg,Positif,0.85
Ugwdq9EQTS8MvvDzzf14AaABAg,Negatif,0.8
UgxT55xvRffHdvcbzNV4AaABAg,Negatif,0.85
UgyIxMQuzbin1AYEi1R4AaABAg,Positif,0.85
UgydGhvVM0ErvpKadx94AaABAg,Negatif,0.8
UgzpTiKZdD9LJHd9-rF4AaABAg,Positif,0.9
UgxYNZpox_BoZWxxUjZ4AaABAg,Negatif,0.9
Ugz-QZvGI76_Yj51VV94AaABAg,Negatif,0.8
Ugyx5H3QZlTMCU2_nkx4AaABAg,Positif,0.85
UgxpOf5VnSpkaEhZLGF4AaABAg,Positif,0.85
UgyN8dThRgqonJ7AJ4R4AaABAg,Negatif,0.8
UgwKw-oJVCgD-iTFEwp4AaABAg,Positif,0.85
UgwLK3Y5Zk6s99ZJeyp4AaABAg,Positif,0.95
UgwFwOUW5YJeDrqtVXx4AaABAg,Negatif,0.8
Ugx-O7YD_0zsbmBeBCp4AaABAg,Negatif,0.8
Ugz1imHPFifTrOWL4CZ4AaABAg,Negatif,0.85
UgxKSjx0d3xNnW7iM2R4AaABAg,Positif,0.9
UgxtP2Hk-mgPttD9t3t4AaABAg,Negatif,0.8
Ugz8jLCnjso2avy_TyR4AaABAg,Negatif,0.8
Ugw6yM4d0buD1PBZVBN4AaABAg,Negatif,0.85
UgyY4-huEYTz8Ancw2p4AaABAg,Negatif,0.8
UgyF1uFGMoXZbhpfSNl4AaABAg,Positif,0.85
Ugw-bqoOU79C_bY79sB4AaABAg,Positif,0.85
UgzYcC9ockjg17jqSSx4AaABAg,Positif,0.9
UgxgrBqcSoiBUDgs4xN4AaABAg,Negatif,0.85
Ugx8E0JBrETkZJ5gTuF4AaABAg,Negatif,0.8
UgxOKFaUpbC_vZXkfY14AaABAg,Negatif,0.9
UgwDzHa2ZnVg16eQDhN4AaABAg,Positif,0.85
UgxvJ24DRSTxAaxMatB4AaABAg,Negatif,0.85
Ugyc2rRIAeR86lcnlaF4AaABAg,Negatif,0.8
Ugy36P13gRtcvtyKkWV4AaABAg,Negatif,0.8
UgxRXI4Em15pSnV6FFl4AaABAg,Positif,0.85
Ugwmw_8IkOylxfigced4AaABAg,Negatif,0.8
UgxMjH6HfzeMHZCjIyh4AaABAg,Negatif,0.8
Ugyue3lNq0G6LhtyUTV4AaABAg,Negatif,0.8
UgzU-I5qdxg3KtGGkCJ4AaABAg,Negatif,0.85
UgzipCy14nWkYJX0Y9l4AaABAg,Negatif,0.85
Ugz0MxSVyrNWK9qKr3t4AaABAg,Negatif,0.8
UgwDrZOSKy6LHKrZPnZ4AaABAg,Negatif,0.85
UgxoHibTA3m_sJOGZxh4AaABAg,Negatif,0.8
UgxsKGOP-d6wGMtCsQV4AaABAg,Negatif,0.85
UgxXBEhGk5F_qT9Yqxp4AaABAg,Positif,0.85
UgxPZ76uBE8ookd_aFp4AaABAg,Positif,0.85
Ugybi7nrfbmQxSRjxhR4AaABAg,Positif,0.85
UgyFL0_ZC4JvdAli2L54AaABAg,Negatif,0.8
Ugx9qc3XXJfSYlrDIlB4AaABAg,Negatif,0.8
Ugz35rupsh4yuyUPoux4AaABAg,Negatif,0.85
Ugyx7jm7ftGfcERdH-14AaABAg,Positif,0.85
UgyFS5xS47L_75nTUoh4AaABAg,Negatif,0.8
Ugz1q5ZJNIzo331mq7R4AaABAg,Negatif,0.85
Ugy62xmisay8xOe1uwR4AaABAg,Positif,0.85
UgxmSanJn12ZduCxswp4AaABAg,Positif,0.85
Ugzsg224Jc4KbaT9nqN4AaABAg,Positif,0.9
UgwlFqD677DZg4iLfCl4AaABAg,Positif,0.85
UgwMda73_4jC74UNLcZ4AaABAg,Positif,0.85
Ugxn2TtI0SNVm7gW1V14AaABAg,Negatif,0.85
UgyA2AIkqsc0wd0L4e54AaABAg,Positif,0.85
UgzwwwUdRRthDWkoFQB4AaABAg,Positif,0.9
UgxVY3nBK0FpPjAbzz14AaABAg,Negatif,0.8
UgyqoCBFO0QiqfHM8GB4AaABAg,Positif,0.9
Ugy63O8CwVFhIyJ2k1h4AaABAg,Positif,0.85
UgwpOxQoBVMf20yxJSR4AaABAg,Negatif,0.8
UgwN_m_sOTtqKarwY8B4AaABAg,Negatif,0.85
Ugy5DBBJ-5mnEzmudNV4AaABAg,Negatif,0.85
UgyWuKc8kjjtZ901HiN4AaABAg,Negatif,0.8
UgyUrga-708kHolfpgJ4AaABAg,Negatif,0.85
UgxwASI1D8rKS0QJqLR4AaABAg,Positif,0.9
Ugw7Vn4fPaCwsjGoSzB4AaABAg,Negatif,0.85
UgyXIQX9shBtFqRnpDR4AaABAg,Negatif,0.85
Ugw5gdChj2su-4KQkVt4AaABAg,Positif,0.85
Ugya1fTFtB9ciL5tgKJ4AaABAg,Positif,0.85
UgyJLo-sU7zhU42Zs1p4AaABAg,Positif,0.9
UgyTAW7ELcO3eV8Osm54AaABAg,Negatif,0.8
UgyiJdU7Jw1Nysqahzd4AaABAg,Negatif,0.8
Ugx6oVp8vrdIxJnEQsV4AaABAg,Positif,0.85
UgwJV8EP9dFaj2XLkZd4AaABAg,Negatif,0.8
Ugy8bCH6a-CPOUJxkch4AaABAg,Negatif,0.85
UgxA5OCNrdj4YvgX_Mt4AaABAg,Negatif,0.8
UgxJ55R-IhlS1tU7iiF4AaABAg,Positif,0.85
UgwSXG_mwT0b5vQTLSl4AaABAg,Negatif,0.85
UgwTw8znl-p7yZFtMAp4AaABAg,Negatif,0.8
UgzxObNM3hz2QRin1RV4AaABAg,Positif,0.9
UgyVAoe3pJfvRFVu4-Z4AaABAg,Positif,0.85
Ugwbm1w3XeEEA3x_Qm94AaABAg,Negatif,0.85
UgxSnkr3ESgcC3JUizN4AaABAg,Positif,0.85
Ugx20-ssdXG_UGIR3FZ4AaABAg,Positif,0.85
UgylhPhEDiZXEpp5lpx4AaABAg,Positif,0.85
UgyD8jbO4xqleMPGQ8d4AaABAg,Positif,0.9
UgzW_ejvpHdbPcrMbYZ4AaABAg,Negatif,0.85
UgxICDBpe_tTQLZdz_Z4AaABAg,Negatif,0.8
Ugza0SoFHQnlCq0dkyd4AaABAg,Negatif,0.85
UgwZMPyxXF288ZVvtrl4AaABAg,Negatif,0.8
UgwRI2gel2dkeSYIVfN4AaABAg,Negatif,0.8
UgyXpv8ylN7US0-nQ914AaABAg,Positif,0.85
UgxShrkRxtDX_H7FEg94AaABAg,Positif,0.85
UgxqI6zTPUbX82f_lxp4AaABAg,Negatif,0.85
UgxxsXKBh0Q-ydRTXK94AaABAg,Negatif,0.85
UgyRDYpIXFQcmU_tCoN4AaABAg,Positif,0.85
UgyBBgDYA5psSwIy_2F4AaABAg,Negatif,0.85
Ugxn5T0Qm0J63SlqcFJ4AaABAg,Negatif,0.85
UgwjDA-fnBkQpj-KIgV4AaABAg,Negatif,0.8
UgygsDMQRIAdITEhZNl4AaABAg,Positif,0.85
UgwoNxT9WTNArPJfDCl4AaABAg,Negatif,0.9
UgxSqah38zuMP-u7SlR4AaABAg,Positif,0.85
Ugwk-qPoCC86_jWpkol4AaABAg,Negatif,0.8
Ugx0RWFuPbw8RCdoBQp4AaABAg,Positif,0.9
UgwkQK4Z6Lfb5dpPFjN4AaABAg,Positif,0.85
UgzXMfSJtfXMUBNzMih4AaABAg,Positif,0.9
Ugwae_RZXjsmbmdlGx54AaABAg,Negatif,0.8
UgxegQhqfZVAaqrW_nF4AaABAg,Negatif,0.8
Ugxzy7b1eOkT0-1ze3h4AaABAg,Positif,0.85
UgzE7OpdzGMFw6khPxl4AaABAg,Positif,0.9
UgxM5CkxnWqzHWoYN7p4AaABAg,Negatif,0.8
UgwWEjblgbqj0QyuMOx4AaABAg,Positif,0.85
Ugyqy03oY0SgzDtRiUp4AaABAg,Positif,0.9
UgzDzn2R0Ivnk5uv_XB4AaABAg,Positif,0.95
Ugw12YVHNNOLsNwH1it4AaABAg,Positif,0.85
Ugwq_LrHi_VyELZ8FPx4AaABAg,Positif,0.9
UgxBH4MlPcOOTeVG5nd4AaABAg,Negatif,0.85
UgxjpMXGh9rQ_mQ8BPF4AaABAg,Negatif,0.85
UgxikJjMtfIkVgS4jJ54AaABAg,Positif,0.9
UgxjuP7CkhcdiZ1vljl4AaABAg,Positif,0.85
Ugx3sQqHLFsVhK8w8px4AaABAg,Negatif,0.9
Ugx6rEpK_e4G8o3sZrt4AaABAg,Negatif,0.85
UgyWuhsGkxRbjGdCiKB4AaABAg,Positif,0.85
UgyrWFeTVqdEcvNSNDJ4AaABAg,Negatif,0.8
UgwjOkC_yzX2eKXZRr94AaABAg,Negatif,0.8
Ugy8dfk-Jo3xlt8iprJ4AaABAg,Negatif,0.85
UgxlJ3oJngz4VunV5QV4AaABAg,Positif,0.85
UgxxMCKgVRzYgXrDYpt4AaABAg,Positif,0.85
Ugw-0hiqx2CmCqNwyqx4AaABAg,Negatif,0.8
Ugzg6QsR55dktMygd-Z4AaABAg,Positif,0.9
UgzWrBRWiZVloPdQxOl4AaABAg,Negatif,0.85
UgwJMF1RjF_oG8ShyOR4AaABAg,Negatif,0.8
UgxqLB72xPKSkyEoREx4AaABAg,Positif,0.85
UgwATyorSMv4CIxWc3V4AaABAg,Positif,0.9
UgxlKDzaezreDJusPsR4AaABAg,Positif,0.9
UgxbypSGWGwN0GGhYVR4AaABAg,Positif,0.85
UgyeZ_S5K0dpdfLTAu14AaABAg,Positif,0.85
UgxNaSxoH5QV6BkDPF14AaABAg,Negatif,0.85
UgwJeULzytFQB69w1Jd4AaABAg,Negatif,0.85
UgycWLrQsGSKasgqnxd4AaABAg,Positif,0.9
Ugy1xW12Kr8DVH0Q1h54AaABAg,Positif,0.9
UgxhRuKtVfa8-dqDs2J4AaABAg,Positif,0.85
UgxqiXuBSL3lqoHQJch4AaABAg,Positif,0.9
Ugy1J28ozSz-vMXVwjZ4AaABAg,Negatif,0.85
Ugy8jQvYh2He9atf7S54AaABAg,Negatif,0.8
UgxQtwEWQYimsKmK4lt4AaABAg,Negatif,0.82
Ugwbli-YjX1XTH7jDC54AaABAg,Positif,0.85
UgydU7Q0PuzwfH2aK-d4AaABAg,Positif,0.9
UgwvzCI9QS8Bb5-sGvJ4AaABAg,Positif,0.85
Ugz8CdT5aSMAp18nHsN4AaABAg,Negatif,0.85
UgxM-6WWjSWK-JjoH6F4AaABAg,Negatif,0.85
UgzM4WmitU1MBG6uIOd4AaABAg,Positif,0.95
UgxsWihXoE4gKn2WubV4AaABAg,Positif,0.85
UgxMp-5JOmR-xtMXXE54AaABAg,Positif,0.85
Ugx6NaAIE7UzcaDBBcJ4AaABAg,Positif,0.85
UgyT7qwTuQ5R4XiV55J4AaABAg,Positif,0.95
Ugz47vgfT6YACxM5pCZ4AaABAg,Negatif,0.8
UgxcoZS0JikwPgU7xtV4AaABAg,Positif,0.85
Ugw4B8XoecO8cGboQD14AaABAg,Positif,0.85
UgwmcKYOoEqxvuTXt6d4AaABAg,Negatif,0.85
UgwuzznaIPRHjedBKEh4AaABAg,Negatif,0.8
UgwIFit8dBYsFaygKhh4AaABAg,Positif,0.85
UgwytV2KIZqjQJFzq1l4AaABAg,Positif,0.9
Ugy5dH0NQPcippgS7Ft4AaABAg,Positif,0.9
UgxYnGHQJruStz_qe5d4AaABAg,Positif,0.85
UgzecabDvp7kOD1sEWB4AaABAg,Negatif,0.85
UgwhwN-nWV4iBx9kBNR4AaABAg,Negatif,0.8
UgwY86H0M0j6jJW2wax4AaABAg,Positif,0.85
UgyeaXZFAxwKXdg9OnZ4AaABAg,Negatif,0.85
UgzAYIINEBxOGbjKxst4AaABAg,Negatif,0.8
UgxSgX7AzH4lMQyEZgJ4AaABAg,Positif,0.9
Ugy2lrX2Bhg8NzGcSit4AaABAg,Positif,0.85
UgwbOXLMDBoBHvflWYF4AaABAg,Negatif,0.8
UgyqJlwQTyKwyG6pLNh4AaABAg,Negatif,0.8
UgyrNxgcrQjBCkMiTah4AaABAg,Positif,0.85
UgxwnZ43bjXd3V3vU8V4AaABAg,Negatif,0.8
Ugznb5Zthk9YrFjQcbx4AaABAg,Negatif,0.92
Ugxz8u8N_EG7fQTUMrl4AaABAg,Positif,0.85
UgyuUgqdIUAWBDNzcSx4AaABAg,Negatif,0.85
UgwcUgDtEoJJC7SMCLZ4AaABAg,Positif,0.85
UgxpTS1b1LC_QL5GVRR4AaABAg,Positif,0.85
UgzdEzNh4ZmfT4vRZE14AaABAg,Negatif,0.85
Ugz6Z-JMoVt3c8s5BCZ4AaABAg,Negatif,0.8
UgwY-C_Gi7q1caDBr4R4AaABAg,Positif,0.85
UgwmZw5KFs8p0xC0rxl4AaABAg,Positif,0.85
UgyvatEdxr-0QMbnZLh4AaABAg,Negatif,0.85
Ugyjecq6QvLwDSCZsct4AaABAg,Negatif,0.82
UgymYrnxaDx9LtFqgah4AaABAg,Positif,0.85
Ugxkd6Mzm3Dl4W1QF3N4AaABAg,Negatif,0.9
UgwwpWGKnV25aeWUR4Z4AaABAg,Positif,0.9
Ugw2SQGJ6pZ9DZzP-E14AaABAg,Positif,0.85
Ugw_UbHHMrMpJw12ZDd4AaABAg,Negatif,0.85
UgyreE1XgoOQdfrNJm54AaABAg,Positif,0.85
UgxFqdTL1GOaX4PBAvh4AaABAg,Positif,0.9
UgyjNB4KwruYOHnVyDl4AaABAg,Negatif,0.8
UgxCuNZkOWakJuC7Gfx4AaABAg,Negatif,0.85
Ugw9i_MWdeFvNdIbgTp4AaABAg,Negatif,0.8
Ugy9IxFu64U86AcuEQl4AaABAg,Positif,0.85
UgwYjAWc8GlLVsiQZ_t4AaABAg,Positif,0.85
Ugz44LdDpEPiK6FS7bl4AaABAg,Negatif,0.85
UgxVr3OtfJPZH42xUmJ4AaABAg,Positif,0.85
UgyPnIQjB4azk-TMhl94AaABAg,Negatif,0.85
Ugydfp6rRLtUg0Tv7sZ4AaABAg,Positif,0.85
UgxRRC4kN3vJ9Cj8odJ4AaABAg,Positif,0.85
UgwPFkcLqGXTeiZdJfp4AaABAg,Positif,0.85
UgyEMEff_simuBwIGbl4AaABAg,Positif,0.85
Ugw9Pae_kye3NBQ8Uup4AaABAg,Negatif,0.8
UgxtWeVGyMqudGNh45J4AaABAg,Negatif,0.85
UgxFQ0BObaJtYpZkxYp4AaABAg,Negatif,0.8
Ugy76Negth3kwdW-e6d4AaABAg,Negatif,0.8
UgwrE5MN_-YrTw4XvIh4AaABAg,Negatif,0.85
UgxhRvcz4nybKKn7xX94AaABAg,Negatif,0.85
Ugw0yOMggu15S2mL7Hd4AaABAg,Positif,0.85
Ugw2uRwN2zUJL8oxrV14AaABAg,Positif,0.85
UgwH7qB-R2DJpDAdyUF4AaABAg,Positif,0.85
Ugwf8kFD6_o7YxvaObV4AaABAg,Negatif,0.85
Ugz-7VdG2BC2TnvRH8F4AaABAg,Negatif,0.8
UgyFAmYoMO8lgwaw2Gt4AaABAg,Negatif,0.8
UgwouwcqGHkRV7WcRdF4AaABAg,Positif,0.85
UgxQWQs2yIR1n2ZFHIV4AaABAg,Negatif,0.8
UgyXh3Q6GW6DcgMkrwB4AaABAg,Negatif,0.8
Ugw4YqqDVHedVLPQTBd4AaABAg,Positif,0.85
UgyUZlRz0-uc_XhEx394AaABAg,Positif,0.85
UgxdgM97V1WoHdV5PK94AaABAg,Negatif,0.85
UgzI9hqwEW_o24Fd__t4AaABAg,Negatif,0.85
UgyAcwsfs7OssUs_Vpl4AaABAg,Negatif,0.8
UgwTs7-bD4BUfNiNbvt4AaABAg,Positif,0.85
Ugw55Izp8XKjS-2kQIx4AaABAg,Negatif,0.8
Ugz21kjK2Kf__jhFS6N4AaABAg,Negatif,0.8
UgxyUjNlLlHNu7aFvml4AaABAg,Positif,0.9
Ugxs3g1KvrMSwHRnNEd4AaABAg,Positif,0.9
Ugy8qWwdSoVr7QvbJCB4AaABAg,Negatif,0.85
UgwncIWBG7EnxmtF-vR4AaABAg,Positif,0.85
UgzdfCoKVeE9AXT9Ggl4AaABAg,Negatif,0.85
Ugwwl3xdjGY3Jbi9Btl4AaABAg,Positif,0.85
UgwF-pZGpSl46zeVu794AaABAg,Positif,0.85
UgwUwnoxzIkzghFt3rZ4AaABAg,Negatif,0.8
UgzTIXD7v4eZ9JZE8jV4AaABAg,Negatif,0.82
UgxutKmaQrwwy7D6gZZ4AaABAg,Positif,0.92
Ugwdk_UvIx1cmgZLFld4AaABAg,Positif,0.85
Ugx8FKAeFeA7fXrbLQd4AaABAg,Negatif,0.8
UgxrrvP3tIFwyi7wlMJ4AaABAg,Positif,0.85
Ugx12gWfzNXsmUZTSQZ4AaABAg,Negatif,0.85
UgxsLp2i1fx-ta5UXPJ4AaABAg,Positif,0.85
Ugwo89hlbY2xeAPyl194AaABAg,Negatif,0.85
Ugzptq0WnpdYeR_G5jd4AaABAg,Positif,0.9
UgwbsSXgFidBoMD4-0V4AaABAg,Positif,0.85
Ugx3KUFezRRbwRcq5nl4AaABAg,Negatif,0.85
UgwaJqWH4b10u3YS99J4AaABAg,Negatif,0.9
UgyeKkcqykR2xC7pdgN4AaABAg,Positif,0.85
UgwgNl_Anr82L0QZ08d4AaABAg,Positif,0.85
Ugzu15H4iznnW3S2UB14AaABAg,Negatif,0.85
UgxQcKtCJ_kz4CivO3N4AaABAg,Positif,0.9
UgyKgpcDfhBQ_3Ao1ht4AaABAg,Positif,0.9
UgzQTSTIDSeSwmnTHwt4AaABAg,Negatif,0.9
UgxFBADjMaBO2F0rc3x4AaABAg,Negatif,0.8
UgxVX3ZVg6VgJjVKxwB4AaABAg,Positif,0.85
Ugzs7ugIMRaq7B3cpwp4AaABAg,Negatif,0.85
Ugw9IZW3OJkXQCm3gTd4AaABAg,Negatif,0.8
Ugy1gWvcfm3ZyG2RUTR4AaABAg,Negatif,0.85
UgyoyRKPHOSP1Wp5XVd4AaABAg,Negatif,0.8
UgzSPn5qiqsgBHeN03N4AaABAg,Positif,0.92
UgycatgK7i4IDS3FTyh4AaABAg,Negatif,0.8
UgxX7MDXzcVcU9ejnnd4AaABAg,Positif,0.85
UgygdaxcJ3njy4RP_Md4AaABAg,Positif,0.85
UgwFYAjiKz4skL_5jdl4AaABAg,Positif,0.85
UgxbugkZBVCgORA7aZZ4AaABAg,Positif,0.85
UgwuHlJ0svuE-oK5m8F4AaABAg,Negatif,0.8
UgwedesQ3WukzCX308F4AaABAg,Positif,0.85
UgzUqHaYXeJEdhgyVAp4AaABAg,Negatif,0.85
UgwQfB3cDloHxZYbEvp4AaABAg,Positif,0.85
UgyOplp_8F5KV1XB_Ih4AaABAg,Positif,0.85
Ugx6ntzHPzs8yksUoiF4AaABAg,Positif,0.85
UgxpAgg67tg45O5lndN4AaABAg,Positif,0.85
UgyR5YcGmCHloBXCJpF4AaABAg,Negatif,0.8
UgysiNWaGvb4dI9CRCF4AaABAg,Positif,0.9
UgwH1TbMR-PNge6zNpp4AaABAg,Positif,0.9
UgxiUsHCznK-xkQcASB4AaABAg,Positif,0.85
UgyuVkHgloxFWn2xMsJ4AaABAg,Negatif,0.85
UgxFdTH-YZECpED0CEh4AaABAg,Positif,0.9
Ugz2rWjUJey48vn3LVF4AaABAg,Negatif,0.8
Ugw5cVQJLjcfreDRua94AaABAg,Positif,0.85
Ugy5oK5SyIMQTbut3_V4AaABAg,Negatif,0.85
Ugy3KbMyNbXvVMNxTqt4AaABAg,Negatif,0.85
UgwVxOR3Vn8hiXi8WW14AaABAg,Positif,0.9
Ugx1HG18C8c42wIiS4V4AaABAg,Negatif,0.85
Ugz9q1GQbGCC9neCdoR4AaABAg,Negatif,0.8
UgwmSmmGv0TNhcFXYD14AaABAg,Positif,0.85
UgxPaAvRCy5ynxUtpXV4AaABAg,Negatif,0.85
UgyK5gHdoBSqNiR8YWl4AaABAg,Positif,0.85
UgxolBfYj0rBKCkNjIt4AaABAg,Positif,0.85
Ugw49t48KvPBqSUaO3F4AaABAg,Negatif,0.8
Ugwn671Tbnay7PFq-OV4AaABAg,Negatif,0.85
Ugw02jb3cgkr1bMzRJl4AaABAg,Negatif,0.8
Ugwo-z6Dqgds8baPCCZ4AaABAg,Negatif,0.8
Ugx_VMaoOBMsYyT1oqp4AaABAg,Negatif,0.8
UgxO6KEb5hhwu2jqRfp4AaABAg,Positif,0.85
UgygQH4NUEVjWgYuyYN4AaABAg,Negatif,0.9
Ugxh2pBqUr-W3AMXKud4AaABAg,Positif,0.97
Ugx2ODO5LnVjLmMAe2h4AaABAg,Negatif,0.8
UgyhV0O0VovMvBO3aux4AaABAg,Positif,0.9
UgwwW0FPqFUnu3Z4IBB4AaABAg,Negatif,0.95
UgwQUtTg_WVhmePzmqV4AaABAg,Positif,0.9
Ugww2aRT3QhUWqNq-Ht4AaABAg,Positif,0.9
UgyskBGJ4TIgDuzEwLF4AaABAg,Negatif,0.85
UgxF21nHnfmnVLbWXLp4AaABAg,Positif,0.85
UgxkNDUwr3-W61III4h4AaABAg,Negatif,0.8
UgxYO737AEU7o5oInOF4AaABAg,Positif,0.85
UgyhqytiMsIInCE8A9Z4AaABAg,Positif,0.85
Ugy1Pr9MRirQTAbn1pN4AaABAg,Positif,0.85
UgxEPLujUHGGsgKH4cJ4AaABAg,Positif,0.85
UgyxkQqvqyuYpCPiTIp4AaABAg,Positif,0.85
UgwioLeTon-X7u1rOlt4AaABAg,Negatif,0.8
Ugze-oi8B0LQaI25ASh4AaABAg,Positif,0.9
Ugxq7q9FuI-uK9sqLMF4AaABAg,Negatif,0.85
UgzIkanWSD5XNQ23rK54AaABAg,Positif,0.95
Ugz26tHlOFKM5GZM1ox4AaABAg,Negatif,0.85
Ugx3sAWLDyrGp5u21_p4AaABAg,Positif,0.85
UgyKgSPL-9EWAWt7pd14AaABAg,Positif,0.95
UgyJ3amg7cX27W54fol4AaABAg,Positif,0.85
UgwgbKRZNY_6jY1d2r94AaABAg,Positif,0.85
UgwjTibC94D3EsGXOgp4AaABAg,Positif,0.85
Ugw1SyF4TJWAnxD70hN4AaABAg,Negatif,0.9
Ugy7FI_-P-kaSuoPIXF4AaABAg,Positif,0.85
Ugyftx-Jn1cWKSD5aJ54AaABAg,Negatif,0.85
UgyaB-9hkK9hOfPWIw94AaABAg,Negatif,0.8
UgyJvKI8pdok8f5Qhhp4AaABAg,Positif,0.85
Ugyxet_iYaTFL93_GFF4AaABAg,Positif,0.85
UgyZlmtGoeRl60D1KfB4AaABAg,Positif,0.85
UgyMINFHpEQ17BFQDWt4AaABAg,Positif,0.88
Ugx8aUjOaX5ADdSFcF54AaABAg,Positif,0.85
Ugy421TqHKmci75xZV94AaABAg,Positif,0.85
UgwwtSH3QLLHZxGGc4d4AaABAg,Positif,0.85
UgyMofbx6yCe9sNehPt4AaABAg,Positif,0.85
UgwLl2-7ZANWK7CI3jZ4AaABAg,Positif,0.85
UgxwsWyR3_fte-TCaiN4AaABAg,Negatif,0.85
UgwiwqthTdjota1guBN4AaABAg,Positif,0.85
UgxWPDZ0A8KGvKEkY994AaABAg,Positif,0.85
UgxDb8XmPS7KMaSSryV4AaABAg,Negatif,0.9
