comment_id,label,annotator,confidence,notes
UgzEajcx8fHefh2EAcF4AaABAg,Negatif,claude-llm,0.6,sindir penuduh termul bahagia
UgzNNDZTkAWa_uTCu7V4AaABAg,Positif,claude-llm,0.75,ragukan pengesahan skripsi Jokowi
UgxoWElL6HqPgXUEYM14AaABAg,Netral,claude-llm,0.65,prosedural perbandingan di pengadilan
UgxPPLGMMuGqJyH4o4F4AaABAg,Negatif,claude-llm,0.65,pasal menanti tersangka Roy panci
Ugz8-XdLzR9gukC6LSx4AaABAg,Negatif,claude-llm,0.55,sindir ijazah sudah jadi
UgzpaYhIFw8r7wCqGFN4AaABAg,Negatif,claude-llm,0.55,setuju kuasa hukum Jokowi
UgxnogqJ_2AydQBHJ7x4AaABAg,Positif,claude-llm,0.65,"tuntut ditunjukkan, selesai"
UgxBohIAye-XbL0bUtx4AaABAg,Negatif,claude-llm,0.6,penuduh cari masalah tak selesai
Ugwj_8mv7We1BlxI-z54AaABAg,Negatif,claude-llm,0.75,asli dari kampus penerbit
Ugydl18fMNW_wex27RF4AaABAg,Netral,claude-llm,0.55,"cuma melihat, ambigu"
UgxLyDrUmITmw501m-t4AaABAg,Negatif,claude-llm,0.6,ejek penuduh tak mau percaya
UgzUyeJXKG1rMiLinxd4AaABAg,Positif,claude-llm,0.8,curiga ijazah diperbaiki agar mirip
UgzSdSjBqbTMHU2-CGl4AaABAg,Positif,claude-llm,0.85,ijazah buatan pasar Pramuka
Ugz0NImKVUV3MXBJ1nV4AaABAg,Negatif,claude-llm,0.8,sindir penuduh tetap bilang palsu
UgzO9fHoWxUZEG-aERt4AaABAg,Negatif,claude-llm,0.55,suruh teliti koruptor bukan ijazah
UgxUfzm4mdKkhRJEYDB4AaABAg,Positif,claude-llm,0.85,dukung Roy ungkap kebenaran
UgwvvNgxxbFiFEEnlSt4AaABAg,Netral,claude-llm,0.55,komentar umum akhir zaman
UgxCw6sYVuV1VRizChh4AaABAg,Positif,claude-llm,0.85,tak mau ditunjukkan berarti palsu
UgxDb8XmPS7KMaSSryV4AaABAg,Negatif,claude-llm,0.9,"Roy cuma bikin gaduh, ijazah ditunjukkan"
Ugx9qc3XXJfSYlrDIlB4AaABAg,Negatif,claude-llm,0.8,"ijazah tak penting, Jokowi bermanfaat"
Ugxc_xoQsofIDIftXh54AaABAg,Negatif,claude-llm,0.65,ejek penuduh cari alasan tiroris
Ugwmff53ZSwIiWc8Wwp4AaABAg,Negatif,claude-llm,0.8,minta jangan asal bilang palsu
Ugwa5qKwa2gj-kHlTBB4AaABAg,Positif,claude-llm,0.75,"foto ijazah tak sama, curiga palsu"
Ugxvyx0UQvqTs9vp1cR4AaABAg,Negatif,claude-llm,0.9,tangkap Roy cs
UgzDf8oOwUgn16sKqlt4AaABAg,Positif,claude-llm,0.6,"minta pembanding ijazah, curiga"
UgwJ_BNp7u225NRkX514AaABAg,Negatif,claude-llm,0.75,tunggu penuduh ditahan
UgzvOrygZ_KLLtd2XFR4AaABAg,Positif,claude-llm,0.6,yakin kasus belum selesai
Ugx72qtzIWAXlXaqzUV4AaABAg,Netral,claude-llm,0.5,setuju tapi konteks tak jelas
Ugy32gq0e_ahMxPm0o14AaABAg,Netral,claude-llm,0.5,komentar kabur orang tak puas
Ugys3hMrMfGAat6cIvx4AaABAg,Netral,claude-llm,0.55,"kecam penjilat bohong, ambigu"
UgweCmn5RzaA0gbE1gR4AaABAg,Negatif,claude-llm,0.8,kritik penuduh tak percaya ditunjukkan
UgzFyhRkckV7hADJDst4AaABAg,Negatif,claude-llm,0.7,penuduh ngeles panik
UgzBajoqx3pqazgXPKZ4AaABAg,Netral,claude-llm,0.9,hanya oh
UgxfUto6D8EcPGrYSHJ4AaABAg,Netral,claude-llm,0.5,"tak ada kepentingan, OOT"
UgyCws0Aldf2UhFy4TR4AaABAg,Positif,claude-llm,0.55,"kelompok tukang fitnah, sindir"
UgxlLjqFZMiru8snWIx4AaABAg,Netral,claude-llm,0.55,"pengadilan yang putuskan, prosedural"
UgwukCLb7bKu2UgpAzJ4AaABAg,Negatif,claude-llm,0.7,"ijazah ditunjukkan, penuduh rewel"
UgxvX7LT222zWeJXfZ14AaABAg,Negatif,claude-llm,0.7,kasihan Roy cs dan bekingnya
Ugyby_6ttxLr8xiTmYt4AaABAg,Negatif,claude-llm,0.7,doakan Tifa Roy Rismon dipenjara
UgwogB9w8KDAoVqHykF4AaABAg,Positif,claude-llm,0.65,"tunjuk ke publik, masyarakat ingin tahu"
UgwlzVeqloAFzA7e8FJ4AaABAg,Positif,claude-llm,0.7,sindir aturan tunjukkan ijazah berbelit
UgwhSwJuJWTkmJkOI514AaABAg,Netral,claude-llm,0.6,"kasus drama, muak, OOT"
UgyB7gtlbMCJBMgZdNt4AaABAg,Negatif,claude-llm,0.8,sindir Roy siapkan kursi roda penjara
UgwzIMr7-DKUioM8qo94AaABAg,Positif,claude-llm,0.75,"dilihat saja percuma, minta uji"
UgyEWnHQ9tKVqPjRKTJ4AaABAg,Netral,claude-llm,0.5,"ajak nonton adu, tak jelas"
UgxEKkv3DhpzR4_X0Ox4AaABAg,Negatif,claude-llm,0.6,"kenapa tak dari dulu, ke penuduh"
Ugz9GxXvoPuSpd3i3Lp4AaABAg,Negatif,claude-llm,0.85,kecam pembenci pemfitnah
UgyLizFgeuaNqk8WLOZ4AaABAg,Positif,claude-llm,0.55,sindir ijazah dipertebal cat
Ugx5a_Cqf8ndFvspW6V4AaABAg,Netral,claude-llm,0.5,"saran tak perlihatkan ijazah, kabur"
UgxIf8f_DUctIgyLvcd4AaABAg,Netral,claude-llm,0.5,"biar ribut dapat duit, hiburan"
UgzQs7kzfSYPSBxT82p4AaABAg,Positif,claude-llm,0.8,penjarakan Jokowi anaknya
UgyuMIgzgIJFunSl0Gx4AaABAg,Negatif,claude-llm,0.6,sindir penuduh cari penyakit
UgwawPfI8luZ2_2kCeN4AaABAg,Negatif,claude-llm,0.7,doakan gerombolan penuduh dilaknat
UgxGgWaSu257MK30F4R4AaABAg,Netral,claude-llm,0.6,renungan proses hukum presiden
Ugy7QGzwHs3_vHuF6m94AaABAg,Positif,claude-llm,0.6,polisi dibikin lambat siksa tersangka
UgypDi4sJFPF4d8ICdx4AaABAg,Netral,claude-llm,0.4,komentar kacamata tak jelas
UgwpVT1CS5d6lSKKAr94AaABAg,Positif,claude-llm,0.7,sindir pejabat nitip absen kuliah
UgzDkdjQmGvlbnTepVJ4AaABAg,Netral,claude-llm,0.55,"dagelan jowo, ambigu"
Ugz1hlLC-8BtW1_DiLZ4AaABAg,Negatif,claude-llm,0.75,penuduh tak pernah puas
UgxqQlAn1Gp40OrPsWh4AaABAg,Positif,claude-llm,0.65,sindir ijazah baru ditemukan
Ugy-uFJ_4sKo5geCF5Z4AaABAg,Positif,claude-llm,0.95,tetap yakin palsu
UgyBw08K93FhO4AlBEd4AaABAg,Netral,claude-llm,0.55,tanya foto siapa
UgyaXe6VFUgdUw7rY754AaABAg,Negatif,claude-llm,0.7,"ditunjukkan tetap tak percaya, proses penuduh"
UgyjB285MuwQuibkqqR4AaABAg,Negatif,claude-llm,0.65,penuduh hanya cari kesalahan
UgxQEgZY1wf_BbFaDIl4AaABAg,Negatif,claude-llm,0.78,"sudah ditunjukkan, proses penuduh"
UgxytPikt3szHWJbPKp4AaABAg,Negatif,claude-llm,0.6,sindir roy cs siapkan pembelaan
UgwMTQOizWqs3pIwt7V4AaABAg,Netral,claude-llm,0.5,"perlu dibandingkan, ambigu"
UgwSj5hIRTKKXw3vI914AaABAg,Positif,claude-llm,0.55,"perlu dibandingkan ijazah, curiga"
UgzYBBoClXWoKA91OFl4AaABAg,Netral,claude-llm,0.45,keluhan tak jelas sasaran
Ugz-d4Jyl9wk4ekS9s14AaABAg,Negatif,claude-llm,0.65,ditunjukkan pun penuduh cari alasan
UgzbdS_oNOpPeslELsx4AaABAg,Negatif,claude-llm,0.6,"tanya untungnya, condong bantah"
Ugy-pG8lEzf2LOawivB4AaABAg,Netral,claude-llm,0.5,"tabur tuai, ambigu"
Ugzi64OBUlBwC8auHLV4AaABAg,Netral,claude-llm,0.65,"berita tak penting, OOT"
UgyJkdl9n1yGztcc5Qd4AaABAg,Negatif,claude-llm,0.7,tuntut tangkap Roy
UgwWjtiA85GBkjlXHhB4AaABAg,Negatif,claude-llm,0.7,sindir penuduh tidak waras
Ugx-FTGdwPjf3N_BnYJ4AaABAg,Positif,claude-llm,0.65,kenapa masih dipermasalahkan jika selesai
UgxHi7yIw2URRkHxgWJ4AaABAg,Positif,claude-llm,0.6,minta ijazah Roy sebagai pembanding
Ugw4Wq7Z3s2DXZs4ls54AaABAg,Negatif,claude-llm,0.75,minta penjarakan Roy cs sampah
UgwpMzNovxvxTazoS1h4AaABAg,Netral,claude-llm,0.55,tanya kenapa KPU tak diundang
Ugx0nH_eOLSPpXGka_R4AaABAg,Positif,claude-llm,0.7,ejek katanya tunjukkan selesai
UgxW1ehUkzTLnu_SJ-54AaABAg,Netral,claude-llm,0.7,prosedural buktikan di pengadilan
Ugwq4mSHiNUBwMpzQpZ4AaABAg,Netral,claude-llm,0.5,"minta urus bencana, OOT"
UgzV76ecMMVtemcXuZZ4AaABAg,Negatif,claude-llm,0.7,"kutip Jokowi, penuduh takkan percaya"
UgxD-2CRkPJu9XW_mEh4AaABAg,Positif,claude-llm,0.65,tetap tak percaya walau ditunjukkan
UgyrcKJzVYZph1xYZKh4AaABAg,Netral,claude-llm,0.55,"saran fokus bencana, OOT"
UgxzFwpZqJsxYZCQ5zJ4AaABAg,Negatif,claude-llm,0.65,ejek penuduh tak percaya
UgyBpm7RnOAPM4Iy2Hl4AaABAg,Positif,claude-llm,0.75,"curiga Jokowi, ada apa"
Ugwndvm9fT0obD_AVKN4AaABAg,Netral,claude-llm,0.4,"doa sakit, tak jelas isu"
UgwaACkV3j2qzffKijN4AaABAg,Negatif,claude-llm,0.75,sudah ditunjukkan masih ngeyel
UgwdgAQB_Oqh97-NW9d4AaABAg,Netral,claude-llm,0.55,"keluhan drama, OOT"
UgzagO594qnHTzqbi6V4AaABAg,Netral,claude-llm,0.4,kacau tak jelas
UgxZNEQXX5vc8cvvam14AaABAg,Positif,claude-llm,0.6,sindir tv jadi termul
UgyPKkhGIDHbK5uWCi54AaABAg,Positif,claude-llm,0.6,curiga kongkalikong
UgwRNqmrkXvCzE3BCwR4AaABAg,Positif,claude-llm,0.7,minta diuji bukan ditunjukkan
Ugyax2XPhj9uNetLG5Z4AaABAg,Positif,claude-llm,0.55,"tuduh korupsi, framing negatif Jokowi"
UgzIzxNdUDg4hAAfBH94AaABAg,Negatif,claude-llm,0.8,penuduh dipenjara masih merasa benar
UgzudaK0ip-ETgyRlN94AaABAg,Netral,claude-llm,0.55,"panggung sandiwara, ambigu"
Ugx76xenGa0s4sbwZel4AaABAg,Netral,claude-llm,0.5,"nilai dari raut muka, ambigu"
Ugz8CdT5aSMAp18nHsN4AaABAg,Negatif,claude-llm,0.85,harap Roy Suryo dipenjara 20 tahun
UgxX1HMr0LmwjmYrL3V4AaABAg,Netral,claude-llm,0.6,minta negara tangani polemik
UgyDurPnFqwlwBFWB014AaABAg,Negatif,claude-llm,0.7,ejek gelar perkara penuduh
UgwkVw8cShIIeOWaMsx4AaABAg,Negatif,claude-llm,0.8,"ijazah asli terlihat jelas, tuntas"
UgyGWPaLp0I00FiKGed4AaABAg,Negatif,claude-llm,0.9,tuntut penjarakan Roy Suryo
UgwhoMkFf7c_BQNOZtJ4AaABAg,Positif,claude-llm,0.7,kenapa UGM bukan tersangka
UgxTo96DYaJVz3JRiTt4AaABAg,Netral,claude-llm,0.7,komentar OOT senjata
Ugz62nM1y3pEeONN_2d4AaABAg,Positif,claude-llm,0.65,"perlu pengujian, mirip asli palsu"
UgwNasgmxcdJ57V_CNJ4AaABAg,Netral,claude-llm,0.45,"bingung bertele-tele, tak jelas"
UgwrN5UciCRCxIoe61R4AaABAg,Positif,claude-llm,0.8,sudah percaya yang ditunjukkan palsu
UgwiNpI6AMj0W12Poqd4AaABAg,Netral,claude-llm,0.45,"hina kedunguan, target tak jelas"
UgyxxRf9p5n4nBNgBFh4AaABAg,Netral,claude-llm,0.5,"tak perlu ditunjukkan, ambivalen"
Ugw9i_MWdeFvNdIbgTp4AaABAg,Negatif,claude-llm,0.8,"ejek penuduh tak percaya, cari-cari"
Ugz1HDeuCXgzWfZovrt4AaABAg,Netral,claude-llm,0.55,"elit ribut, tunggu rakyat marah"
UgzT576xdk25iRYc_vN4AaABAg,Negatif,claude-llm,0.6,lanjut kasus panci pengadilan
UgwKcOTo_NV3Faqa-kR4AaABAg,Negatif,claude-llm,0.75,ejek kuasa hukum Roy maling
Ugx5LkelZhY-6tdioAl4AaABAg,Positif,claude-llm,0.7,"ditunjukkan tak selesai, ke sidang"
UgwVhaRyJ1DACg4AfSh4AaABAg,Negatif,claude-llm,0.7,sebut penuduh punya sifat dengki
Ugxn4rX-HjpCVD2QDLB4AaABAg,Positif,claude-llm,0.8,minta diselidiki bukan sekadar ditunjukkan
UgxRvhMr3FfHl1YRg8t4AaABAg,Netral,claude-llm,0.55,"deskripsi sikap Roy, tak condong"
UgypI0B3OrAaoxDs9ZR4AaABAg,Positif,claude-llm,0.7,tangkap Jokowi
Ugxb8SiAZZ7cZNSQEht4AaABAg,Negatif,claude-llm,0.6,kalau asli kasih saja biar selesai
UgwPzEUi6jzfXw4i7zh4AaABAg,Positif,claude-llm,0.85,foto ijazah tak mirip Jokowi
UgxSFtYSlvWAL32I_LB4AaABAg,Negatif,claude-llm,0.6,ejek lawyer penuduh baca google
Ugz8EIZr4Imz927cNBd4AaABAg,Positif,claude-llm,0.8,kalau asli tak berbelit
UgxL0Ybtn5MjloYF6ph4AaABAg,Negatif,claude-llm,0.7,sindir penuduh sakit hati
UgxSRpv6UiQjX-ZUcKB4AaABAg,Netral,claude-llm,0.7,hanya berisik
UgyVMdOs4PJ_reVedrl4AaABAg,Positif,claude-llm,0.7,diperlihatkan bukan berarti asli
UgzBm1Y3V4ubtVHQeBJ4AaABAg,Negatif,claude-llm,0.65,penuduh wajib buktikan tuduhan
Ugw_UbHHMrMpJw12ZDd4AaABAg,Negatif,claude-llm,0.85,penuduh buta hati tak percaya
UgyZUY_071Y9EIH5gqx4AaABAg,Negatif,claude-llm,0.7,"penuduh cari kegaduhan, tahan masukin sel"
Ugxo01H-H4B9F7EOlN14AaABAg,Positif,claude-llm,0.6,pembela cari cara menang segala cara
UgwvtSTilaxAFpTS5Mt4AaABAg,Positif,claude-llm,0.9,ijazah palsu Jokowi tak punya S1
UgzayOzHRSoTlLuinKx4AaABAg,Negatif,claude-llm,0.7,bebankan pembuktian ke penuduh
UgyN38oU0pWDTUHlLmp4AaABAg,Netral,claude-llm,0.4,emoji Indonesia tak jelas
UgxbNsZyh9DKz-LFce14AaABAg,Negatif,claude-llm,0.75,penuduh tak suka cari alasan
UgwZ1LzlpDcEJLoVY5p4AaABAg,Positif,claude-llm,0.7,curiga ada embel-embel setelah ditunjukkan
UgzPQxbK7OmOhOVm7014AaABAg,Negatif,claude-llm,0.7,sindir penuduh sabar di pengadilan
UgxqYVxXXBjEIbMHIoF4AaABAg,Negatif,claude-llm,0.8,tangkap penuduh karungin
UgwC5UsuF34TSvUfs9h4AaABAg,Positif,claude-llm,0.65,tantang Jokowi tuntut balik bila asli
UgzwlRZqg0exKrWudZ94AaABAg,Negatif,claude-llm,0.55,puji gagasan Jokowi IKN
UgzrvZcV2e-5p8E2w2N4AaABAg,Netral,claude-llm,0.55,kritik negara tak punya pendirian
UgxHSBMMFtDQla8Bend4AaABAg,Negatif,claude-llm,0.7,"ijazah asli ditunjukkan, penuduh berkelit"
UgzEhKxD-JBAcJBd9wN4AaABAg,Negatif,claude-llm,0.75,penuduh banyak alasan
UgwPUsSzASLffEv0rAx4AaABAg,Netral,claude-llm,0.6,"candaan siap-siap, kabur"
UgwegecC2QniZD8TEwZ4AaABAg,Positif,claude-llm,0.7,kepalsuan ditutupi kebohongan
UgwzQheyWoWqB7K69qx4AaABAg,Positif,claude-llm,0.8,sindir ijazah agak asli baru ditunjukkan
Ugyq6ItVqQ0OJEt75AN4AaABAg,Negatif,claude-llm,0.85,kecam pengacara ngotot meski ditunjukkan
UgywJ1RTm-7Ja9ugv-94AaABAg,Negatif,claude-llm,0.7,minta tangkap gerombolan ODGJ penuduh
UgzBFG9lk9REq4-cw-J4AaABAg,Negatif,claude-llm,0.8,jangan memfitnah
UgxFZRCQ2nryeT__-nB4AaABAg,Positif,claude-llm,0.6,curiga tipu daya tak ditunjukkan
UgzN2QFXujsqh45w0pV4AaABAg,Negatif,claude-llm,0.7,tunjukkan di pengadilan biar penuduh bui
Ugyd63oAbO9x5lEMwI54AaABAg,Positif,claude-llm,0.7,sindir Jokowi tolak tunjuk
Ugw2nVp7xh5_zBsWMHZ4AaABAg,Positif,claude-llm,0.55,sebut ijazah proyek tutupi
UgwM6ccBLlR1U_jadEJ4AaABAg,Negatif,claude-llm,0.85,tangkap Roy Suryo
UgybJB9j4SAlL0jPJ4t4AaABAg,Positif,claude-llm,0.8,kalau asli kenapa takut dibanding
Ugx12gWfzNXsmUZTSQZ4AaABAg,Negatif,claude-llm,0.85,sebut pembenci cari kesalahan
UgziMH5SQFDSobJ67Wp4AaABAg,Netral,claude-llm,0.6,"muak kasus, OOT"
Ugzygxd8DO1vAlS7H4N4AaABAg,Negatif,claude-llm,0.7,"jamin ijazah asli, roy dipenjara"
UgwzPhW0YQk2stj8Ykh4AaABAg,Negatif,claude-llm,0.88,"muak penuduh ngeyel, minta dipenjara"
UgzjsbqtSkuwi0YHplN4AaABAg,Netral,claude-llm,0.5,"debat tak manfaat, sindir media"
UgwRPd5T1lXigWEPADl4AaABAg,Negatif,claude-llm,0.9,Roy cs harus dipenjara
UgxzUFFleph5_iYdHtl4AaABAg,Positif,claude-llm,0.7,curiga ijazah baru dibuat UGM
Ugx20LJRUlt7TF3uPyx4AaABAg,Negatif,claude-llm,0.8,pihak Roy selalu berkelit
UgyQ0se5c71EFTBr9tN4AaABAg,Negatif,claude-llm,0.7,penuduh tak ada kerjaan
UgzARBTeh_pe3DT59MV4AaABAg,Negatif,claude-llm,0.7,"penuduh cape, asli sudah ditunjukkan"
UgwXPj4kkPucZ7gbCsB4AaABAg,Negatif,claude-llm,0.6,sindir peneliti harus pembanding
UgzaxOiO6RtUvcp_U6N4AaABAg,Positif,claude-llm,0.65,"kritik tak ada pembanding, ragu"
UgyY51Q9N20UG0fCz2B4AaABAg,Positif,claude-llm,0.8,rakyat tetap tak percaya asli
UgwBEf0oC82Io3ztcBV4AaABAg,Positif,claude-llm,0.65,"belum percaya, dukung roy"
UgzzPw1eVheA9-uH8xF4AaABAg,Positif,claude-llm,0.65,kalau palsu ya palsu
Ugz26tHlOFKM5GZM1ox4AaABAg,Negatif,claude-llm,0.85,"kritik penuduh, ijazah sudah ditunjukkan"
UgxNdzBK9qD-ZRPhihp4AaABAg,Netral,claude-llm,0.5,"kritik pengamat, OOT"
UgxrsCVbMGM-mIU4Sfh4AaABAg,Netral,claude-llm,0.5,sapaan tak jelas
UgxEbW2M6htM_YfRpYN4AaABAg,Netral,claude-llm,0.55,"keluhan ribet, ambigu"
UgwewNwFZmFeCG9NYvN4AaABAg,Negatif,claude-llm,0.85,"UGM sudah konfirmasi, penuduh ngeyel"
Ugz7Y5S0Nt7KpFkheSV4AaABAg,Netral,claude-llm,0.4,"ejekan nama, OOT"
Ugy8wamvrjJy1aR84Mh4AaABAg,Negatif,claude-llm,0.6,bubarkan termul demi aman
UgwHJEIz-o8UJSe0BqV4AaABAg,Negatif,claude-llm,0.55,"kenapa terus diurus, sindir penuduh"
UgyRW3CozT2UuFO_UVd4AaABAg,Negatif,claude-llm,0.8,"dukung Jokowi, penuduh setan"
UgxcAlcRez8XSqgIUfR4AaABAg,Negatif,claude-llm,0.6,cari masalah buang waktu butuh karya
UgyeGPHrijm_ZL_SgEp4AaABAg,Negatif,claude-llm,0.7,sudah dikasih tau tetap bilang palsu
UgxWIgg01Vixefg5HoJ4AaABAg,Positif,claude-llm,0.65,aneh ijazah pembanding tak boleh
UgwQ5kppM1AdvHHc69x4AaABAg,Negatif,claude-llm,0.6,penuduh bikin gaduh tak beres
UgweghkrHyGAQLgG9u14AaABAg,Positif,claude-llm,0.7,minta uji fisik karbon
UgyK4rHBR7QxrmMx_l54AaABAg,Positif,claude-llm,0.6,sindir termul omong enak
UgyrZgwYFVtV6JH8xL94AaABAg,Negatif,claude-llm,0.75,"sudah ditunjukkan, buktikan di sidang"
Ugx3qZ2GB6yuHrMgYQp4AaABAg,Positif,claude-llm,0.6,"isu operasi politik 2029, ambigu"
Ugyb3iyh_4b-RH2p2Ct4AaABAg,Negatif,claude-llm,0.85,minta tangkap Roy mengada-ada
UgzKALpnnyzwoosoDyV4AaABAg,Negatif,claude-llm,0.85,penuduh otak kebencian
UgyQh-Iwf9iRq1_b3uV4AaABAg,Negatif,claude-llm,0.65,asik roy gerombolan dipenjara
Ugwcyjz5XBDtW_tRZa94AaABAg,Netral,claude-llm,0.5,tuduh banyak buzzer
Ugx2_vf9WxFROaNAU-h4AaABAg,Netral,claude-llm,0.6,"puas tahu, candaan usil"
Ugy5TRQxj65odi2sfTB4AaABAg,Netral,claude-llm,0.5,pusing lihat keduanya
UgwIfav6SXgexb7mkCp4AaABAg,Negatif,claude-llm,0.65,"kebencian over, tetap tak yakin"
Ugx7WohiH-TZrrzguph4AaABAg,Negatif,claude-llm,0.7,sebut penuduh ditunjukkan tetap bikin masalah
UgygTcuPejFP8lE5X514AaABAg,Netral,claude-llm,0.4,sebut Roy cs tanpa sikap
Ugx0tRk4k56nl_sVJhR4AaABAg,Netral,claude-llm,0.45,"jangan bicara politik, OOT"
Ugx0YB_4zGNWq-0NZUV4AaABAg,Netral,claude-llm,0.6,OOT banjir Aceh
UgxRa4ri-mLk8cEbQVZ4AaABAg,Negatif,claude-llm,0.75,minta penuduh dipenjara
UgxASHAxAJAc5S6zdpJ4AaABAg,Negatif,claude-llm,0.75,ejek Roy minta pembanding bikin gaduh
UgyC_HqJLXEMHArq3554AaABAg,Negatif,claude-llm,0.7,"Jokowi di hati, dukungan"
Ugwnx8klVL1i2GYf00Z4AaABAg,Negatif,claude-llm,0.6,penuduh perlu disel cepat
UgzK4eEjrRYkdUGiC0J4AaABAg,Positif,claude-llm,0.7,ejek ijazah tak boleh diteliti diraba
Ugwiko31GHQOqDZFQB14AaABAg,Positif,claude-llm,0.6,sindir hakim soal ijazah palsu
UgxTVpyly6zIS5ZNLH14AaABAg,Negatif,claude-llm,0.8,olok Roy cari salah terus
UgxeYncYkOj7o8oWFPN4AaABAg,Netral,claude-llm,0.5,"alihkan ke koruptor, OOT"
Ugz5Uni-vANjyNEAZGF4AaABAg,Positif,claude-llm,0.6,minta Jokowi dipenjara
UgzwUTJElnumvl7SzH94AaABAg,Positif,claude-llm,0.7,"ijazah ditunjukkan tapi minta lain, sindir"
UgzltiEIxfxr27NrsuV4AaABAg,Negatif,claude-llm,0.55,ejek Roy saraf
UgyvviTxVWF1YGwB44d4AaABAg,Negatif,claude-llm,0.7,dukung Roy cs sampai masuk penjara
UgyWScqMDdnY3kp_GjZ4AaABAg,Negatif,claude-llm,0.75,sindir penuduh tak boleh pegang
Ugwcz42xC8wdt1yqLLd4AaABAg,Netral,claude-llm,0.5,"doa yang bohong ketahuan, tak jelas"
UgzY9mU2Soq3di6t4dB4AaABAg,Negatif,claude-llm,0.6,"ejek penuduh, kepentingan umum bukan ijazah"
UgzN6I9CwuLJDNXDfo94AaABAg,Negatif,claude-llm,0.8,rombongan cari perkara
UgwpvS3qyEZKkKtBSFJ4AaABAg,Negatif,claude-llm,0.6,penuduh kena iblis tetap tak percaya
UgygnsOuvCiNrGfRI7N4AaABAg,Positif,claude-llm,0.65,minta uji karbon
Ugwe3Qi1UM7L_NSkdUt4AaABAg,Negatif,claude-llm,0.8,"ijazah asli, penuduh parah menolak"
UgxlcsEb43T1Bgka4AF4AaABAg,Negatif,claude-llm,0.6,curiga sumber penghasilan Roy
UgwzWy2QNB7UNN_GflR4AaABAg,Negatif,claude-llm,0.8,dikasih asli pun tak percaya
UgyPghHuLQefLKFf_uZ4AaABAg,Netral,claude-llm,0.6,"tunggu pengadilan, sindir hakim"
UgxgK52_CXnWkS1GGi54AaABAg,Negatif,claude-llm,0.85,penuduh akan terus minta pembanding
UgxcamXsktRxVoiwZ9l4AaABAg,Netral,claude-llm,0.65,"ke pengadilan saja, prosedural"
UgwcJUb8-9fUTgpp6xV4AaABAg,Positif,claude-llm,0.6,ungkit setelah tak jadi presiden
UgygGKZqSntzJb9mOxZ4AaABAg,Negatif,claude-llm,0.7,"akhirnya ijazah keluar, sindir"
UgwHU_JTHR7K-77DGAt4AaABAg,Positif,claude-llm,0.78,"sindir takut tunjukkan, logika palsu"
UgwAXurrzE9XKFn40UN4AaABAg,Negatif,claude-llm,0.7,"ejek penuduh ngeles, ke pengadilan"
Ugw_9P8_7doX1SGzVb14AaABAg,Netral,claude-llm,0.5,"minta cepat sidang, sindir cair"
UgwPXmmAPYRpDRfyNdJ4AaABAg,Positif,claude-llm,0.7,tuntut tunjukkan ke publik
UgzVbdPVjIvoHSSKfqV4AaABAg,Positif,claude-llm,0.8,menilai ijazah tak ada
UgzFlat7REkCS9nHyvh4AaABAg,Netral,claude-llm,0.6,ajakan OOT
UgzjeJod1labnpI1V4l4AaABAg,Positif,claude-llm,0.8,alumni UGM dukung Roy cs
UgxF2SY_Tv2JXOwlqzR4AaABAg,Negatif,claude-llm,0.7,ejek dagelan Roy cs
Ugxc7IstN69ore45ANV4AaABAg,Negatif,claude-llm,0.6,tantang Roy bantah di pengadilan
Ugwfcv61TnE9KSUH_Vt4AaABAg,Negatif,claude-llm,0.6,doa azab pembenci jokowi
Ugy0Vd61-ny9WEtknzB4AaABAg,Negatif,claude-llm,0.6,Jokowi sengaja tunda biar tahu pembenci
Ugx6rEpK_e4G8o3sZrt4AaABAg,Negatif,claude-llm,0.85,Roy minta tunjuk lalu nyari celah
UgzNRm2KntQKyNl2bzR4AaABAg,Negatif,claude-llm,0.85,penuduh takkan percaya kebencian
Ugwf1XS4RnOBSZYdkJt4AaABAg,Negatif,claude-llm,0.6,sebut penuduh golongan sakit hati
Ugy4qG3wqzoPvcfnaFd4AaABAg,Negatif,claude-llm,0.55,Roy mau balas dendam
UgysmAPIWxMVR8Vu7gt4AaABAg,Netral,claude-llm,0.55,ragu mantan presiden diadili
UgyTE1BHRDOIO1oehEJ4AaABAg,Positif,claude-llm,0.8,foto ijazah bukan Jokowi
UgwKlWhRHql40tZbFQh4AaABAg,Positif,claude-llm,0.65,tetap berkelit walau ditunjukkan
UgxpBs7shs_Ithgbbxd4AaABAg,Netral,claude-llm,0.7,info prosedural soal hakim
UgzgrIrZrOhCmVjXTnB4AaABAg,Positif,claude-llm,0.6,RRT tak boleh pegang hanya lihat 5 menit
UgzV3cMQ1Qjsv5cxmjp4AaABAg,Negatif,claude-llm,0.7,"penuduh bertele tujuan gaduh, sudah dilihat"
Ugxl_O_U1bdCbjJcNhl4AaABAg,Negatif,claude-llm,0.8,Roy cs pesanan tumbal politik
UgzqoWVn-1rVhTnbHpd4AaABAg,Negatif,claude-llm,0.8,lanjut sidang penjarakan Roy cs
UgzqGDP8DVp32v9sV4x4AaABAg,Negatif,claude-llm,0.65,roy suryo balas dendam
UgzmtF9CfNzVdYNXm9Z4AaABAg,Negatif,claude-llm,0.8,"katanya ditunjukkan selesai, sindir"
UgwWf_3kBFXSs66VbtV4AaABAg,Negatif,claude-llm,0.65,ejek pengacara penuduh muter-muter
