comment_id,video_id,source_title,published_at,like_count,text,label,annotator,confidence,notes
UgzWpktYspC2zbJdzj54AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-04-27T05:04:39Z,0,Knp aiman membiarkan roy suryo memotong setiap pembicaraan org lain.seolah2 hanya dia yg benar. Untung lawan bicaranya bisa sabar,Negatif,claude-llm,0.65,kritik Roy memotong pembicaraan
Ugw5VYeAy-Ex4hGZVxx4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",2025-12-17T18:11:47Z,0,Sudah jadi gila bener siroy...karena berani fitnah tanpa data dimedia2 tiap hari...adzab dunia...adzab akherat lebih mengerikan,Negatif,claude-llm,0.85,Roy fitnah tanpa data kena azab
UgzEhdhMpLOs3FOu9tB4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T07:08:38Z,0,"Politiknya terlalu jahat,kasihan pak Jokowi,rakyat tetap mendukung pak jokowi",Negatif,claude-llm,0.85,"bela Jokowi, dukung beliau"
UgwLx7J_eWreJBLmIE54AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-06T03:36:34Z,0,Kita doakan Si ROI Peerot susah bicara .saya yakin KEKUATAN doa,Negatif,claude-llm,0.75,doakan Roy susah bicara
Ugxp70fHMPT0IB7U0dd4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-26T16:23:32Z,3,"termul udah kalah,.gak mau ngalah,...udah modal muka tembok,..waaxaxaaxa",Negatif,claude-llm,0.6,ejek penuduh termul kalah
UgxdjiWXhbkVhiP81xx4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-25T10:10:06Z,0,Roy adalah resedivis siapa yg percaya,Negatif,claude-llm,0.85,Roy residivis tak dipercaya
Ugz1Y_SlIDZW3UkN4d94AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-06-02T18:10:02Z,0,"Yang melapor/menuduh siapa?? Kok dikit² Publik/rakyat/masyarakat banyak. Oknum yang melaporkan inilah yang harusnya segera membuktikan kepada publik kebenarannya asli ataupun palsunya. Siapa lagi yang anda harus percaya dinegeri ini menangani kasus ini,,,,wahai Roy CS?? Semua tidak ada yang bisa dipercaya menurut anda,,,,😢😢😢terlalu banyak manusia ribet di negeri ini 😂😂😂",Negatif,claude-llm,0.7,"tantang Roy buktikan, bela"
UgzsW4Ao2wfxJy1zYWl4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2026-01-08T06:50:11Z,0,Bagus ibu...aiman GK usah ikut2an,Negatif,claude-llm,0.6,"puji Diana, kritik Aiman"
UgxdAr1mZNQOL4SPAxF4AaABAg,LgaDFmaTpak,"[FULL] Babak Baru! Kasus Ijazah Jokowi, Roy Cs-Susno Bereaksi, Eggi & Damai Dapat SP3 | BOLA LIAR",2026-01-17T02:30:35Z,0,RESPON ITU MENGGEBU NGOMONGNYA MAKA NANTI MASUK BUI TERASA.,Negatif,claude-llm,0.6,ejek penuduh masuk bui
Ugwj9w72BsybLw1whUZ4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-11T15:00:25Z,0,si paling ngerti dan si paling paham katanya professor malah diajarin sama Hakim MK,Negatif,claude-llm,0.6,ejek profesor penuduh diceramahi
UgyQ-3ktyiTPVuXjzxR4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-19T13:09:59Z,0,"Tujuan gerombolan Roy Cs golongan sakit hati Dan agen asing itu bukan ijazah Pak Jokowi, itu hanya gimik politik sj. Tujuan gerombolan itu yg utama utk menghabisi karir politik Pak Jokowi Dan keluarganya.",Negatif,claude-llm,0.85,sebut Roy cs agen asing gimik
UgwSJkJGTGCVB0iT13R4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-05-27T05:25:33Z,0,"Tolong acara rakyat bersuara,jangan setiap hari orang orang di duga tukang fitnah ini saja yang diberi panggung untuk bersuara,rakyat yang lain juga di beri panggung dong,seperti youtuber Nusantara biar adil,biar acara rakyat bersuara bisa buat edukasi untuk rakyat indonesia",Negatif,claude-llm,0.65,sebut penuduh diduga tukang fitnah
UgzUWvSciIfGNUAn0DZ4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-23T22:15:57Z,0,Kok mau yaa TV undang nara sumber seperti roy begni manusia gk ada etika adabnya. Semoga keturunan sy tdk seprti manusia roy bgni,Negatif,claude-llm,0.65,kritik Roy tak beradab diundang
UgwAT8bQnJQGBqXgoe54AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-05-05T16:19:40Z,0,Pembohong jangan biarkan nongomong terus bang Aiman,Negatif,claude-llm,0.75,"sebut penuduh pembohong, dukung Aiman"
Ugy1xdxcb_i1FriPaxV4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-26T18:40:34Z,0,1:51:52 s/d 1:53:19 Ambyar kena prank 🤑🤑🤑 Bikin malu aja....,Negatif,claude-llm,0.65,sindir penuduh kena prank malu
Ugy-3LoeJOn4vGl3Ba94AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-05T12:07:50Z,0,Ngaku ahli klakuan KY ank kecil,Negatif,claude-llm,0.7,Roy ngaku ahli kelakuan anak kecil
UgzPi5Rn4BrI8Ivhnht4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-25T16:25:21Z,0,"Roy Suryo kekeh bnget y ga BS apa ngurusin yg bermanfaat buat negara atw minimal buat diri sendiri gitu malah fitnah2 BPK Jokowi orang yg bnyk jasanya buat negara ,& masyarakat Insyaa Alloh sll melindungi BPK Jokowi & keluarga Aamiin",Negatif,claude-llm,0.8,"Roy fitnah Jokowi, doakan Jokowi dilindungi"
UgwB17UOs3xjiS8V7iR4AaABAg,LgaDFmaTpak,"[FULL] Babak Baru! Kasus Ijazah Jokowi, Roy Cs-Susno Bereaksi, Eggi & Damai Dapat SP3 | BOLA LIAR",2026-01-18T15:43:00Z,0,Andi aswan sok paleng,Negatif,claude-llm,0.65,"Andi Azwan sok paling, sindir"
UgyZpUbNRchUb7vM-k14AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2026-01-26T14:51:34Z,0,Rismon. Sakit/steres.gila ok,Negatif,claude-llm,0.75,sebut Rismon gila stres
Ugz2IRZAZKuT8lvX2mV4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-22T16:25:33Z,0,Kok dikit amat hukumam si Ryo cs sih harusnya seumur hidup itu baru bener,Negatif,claude-llm,0.75,minta hukuman Roy cs lebih berat
UgwT-ZEd0673-KinEIF4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-04-23T14:08:41Z,0,mulut roy ke mana mana,Negatif,claude-llm,0.7,ejek mulut Roy kemana-mana
UgwASkKaai-cnY0Mm7J4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-06-02T14:19:16Z,0,Ketawa ketawa nya si roy ini normal gak sih. 😒,Negatif,claude-llm,0.7,ejek tawa Roy tak normal
UgxJYgYr4YGC4D5DtY94AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",2026-01-19T14:37:53Z,0,Sebaiknya Andi Azwan ditembak penembak misterius,Negatif,claude-llm,0.75,"usul Andi Azwan ditembak, bela Jokowi"
UgzPwSAm3VyYPt6bVwp4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T15:07:52Z,0,Bpk ini baru mengatakan ini kepentingan umum tdk benar itu krpentingan kalian itu yg suka membenci jokowi,Negatif,claude-llm,0.65,"bela Jokowi, kritik pembenci"
UgyIcEktx6XyIGN4QVB4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-11T13:59:28Z,1,RRT KEMINTER MALU LAH SELALU MENUDUH TANPA BUKTI,Negatif,claude-llm,0.8,"sebut RRT menuduh tanpa bukti, malu"
UgyzSz8CyEAJ2HITuKl4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-12-26T06:47:37Z,0,Aqu heran sama Roy Suryo ini. Orang belum siap ngomong. Uda dipotong aja..🤦,Negatif,claude-llm,0.7,kritik Roy potong omongan
UgzXv9mSx2vLj-rwj_R4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2025-12-25T10:48:24Z,8,"Roy Panci, Rismon, Tifa dkk (TERORIS) bikin gaduuh terus tp anehnya ada bbrp publik yg percaya dan jd pengikutnya padahal mrk sering cengengesan, ketawa sendiri, ngoceh terus shg perlu dicek ke RSJ....",Negatif,claude-llm,0.8,penuduh teroris perlu cek RSJ
UgwhxCPNPbU9ACxFSQx4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2025-12-08T09:41:03Z,19,Cerdas mas Sutejo Tedjo....,Negatif,claude-llm,0.7,puji Sujiwo yang sindir Roy
UgwPLca4Mhq3fpL6DfV4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-04-12T04:51:21Z,0,"Kocak orang orang negri ini, ijazah asli atau palsu! Kasus nya sudah mau satu tahun,terus kenapa kalau palsu?? Bisa mengubah sistem di Indonesia yg banyak PR ini kah? 😂 Lebih baik roy suryo cs, selidik para"" Koruptor aja lah itu lebih berguna daripada sekedar ijazah",Negatif,claude-llm,0.8,"remehkan isu, suruh Roy urus koruptor"
UgxBg_vNZtcbsMob71t4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",2026-01-17T14:38:21Z,42,"Andi Sawan ""ILEGAL"".... Cucian deh nih orang",Negatif,claude-llm,0.6,hina penuduh ilegal
UgxbaAYiL7gi3x_zJJp4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-22T13:08:30Z,0,Rakyat yg mana tompel...kmj disini tdk mendukung psnci,Negatif,claude-llm,0.65,"ejek tompel, tak mendukung panci"
UgzY-WSWzandWCPjrw54AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-21T23:08:37Z,0,"Kau itu Roy,, termasuk kelompok 65 sya yakin itu.",Negatif,claude-llm,0.7,tuduh Roy kelompok 65
Ugy3lD1nXvkA0oFz3T14AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-02T03:39:41Z,0,roy suryo maunya benarnya sendiri padahal dirinyan belum perna berbuat apa2 d negara ini hanya congur yg nyucot,Negatif,claude-llm,0.85,menghina Roy Suryo hanya bicara
UgyTtrvFT4OyMRcIeKV4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-05-10T17:36:46Z,1,bos tidak usa ngotot gitu bapak Jokowi tidak akan kala sy tetap yakin bapak Jokowi yg benar bos,Negatif,claude-llm,0.7,"yakin Jokowi benar, bela"
UgxAK860E25wHIlKzh14AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",2026-01-19T15:21:55Z,0,Pak Andi Aswan itu klu bicara pakai otot gk pakai okol,Negatif,claude-llm,0.6,puji Andi Aswan bicara berisi
UgyUdhjyXHGgwTWwCFh4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-04-09T16:31:06Z,0,Roy Suryo sopan dikit dong masa sampai intip data orang lain,Negatif,claude-llm,0.6,kritik Roy intip data orang
UgwGDkWlk_J9d0OCsSl4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-04-15T19:48:45Z,0,"Gua yakin 100% karier roy suryo mentok ngk akan partai atau individu "" terpakai tenaga dn pikiran nya .! Jadi gelandangan politik .!",Negatif,claude-llm,0.68,ejek karier Roy mentok
UgxOu04CRmCApJnF8NJ4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-11-24T19:20:17Z,0,Mantap mbak Diana 👍👍👍,Negatif,claude-llm,0.7,puji Diana sindir Roy
UgxM-6WWjSWK-JjoH6F4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-12-23T13:32:51Z,0,Dokter mau dukung roy maling panci biar tidak setressx alias gila cengar cengir,Negatif,claude-llm,0.85,hina Roy maling panci gila
UgybzMrZcDj7QbEz2A54AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-26T15:07:07Z,1,Yang bikin kesel itu debat dgn orang bodoh..tapi yg lebih ngeselin lg debat sama orang bodoh yg ngeyel...dan yg paling ngeselin lg debat dng termul...,Negatif,claude-llm,0.7,ejek Termul bodoh ngeyel
Ugz0L7pRcLrfK-6CMDx4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2026-04-09T12:01:40Z,0,Paling ji2k kami melihat ketawa suryo panci.,Negatif,claude-llm,0.75,jijik dengan Roy panci
Ugz5KqTO_j3f1SQyqCV4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-05-05T17:40:17Z,0,aduh roi tunggu saja nanti di pengadilan kalau sudah disana baru km malu dan semoga km terus masuk penjara hahah😂😂😂😂😂😂,Negatif,claude-llm,0.7,olok Roy nanti malu masuk penjara
Ugy-pNHy_vGokYVUL1J4AaABAg,LgaDFmaTpak,"[FULL] Babak Baru! Kasus Ijazah Jokowi, Roy Cs-Susno Bereaksi, Eggi & Damai Dapat SP3 | BOLA LIAR",2026-01-21T22:51:46Z,0,Orang2 aneh.kata2 maaf aja di ributin d permasalahkan aneh,Negatif,claude-llm,0.6,olok penuduh ributkan kata maaf
UgwXBEsA81ZcfujBHm14AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,2026-01-23T02:51:10Z,0,IJAZAH NYA ASLI.. Orang nya yang palsu 😂😂,Negatif,claude-llm,0.75,"ijazah asli, orangnya palsu"
UgzER-5fJuze6fb0J6F4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-11-15T04:34:48Z,0,Mantap mbak Diana setuju,Negatif,claude-llm,0.6,"setuju Diana, kritik Roy"
UgzJPDH9zlYQt-9ZL1F4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-03T22:56:00Z,0,Bnyak omong Lo Roy panci,Negatif,claude-llm,0.65,ejek Roy panci banyak omong
UgwRzMDAFV5qhiogMP94AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-15T12:18:00Z,12,Sudah di bilang sejak awal..orng kalo dh benci ..mau di vonis hakim juga GK bakalan percaya..nanti kalo pas sidang pasti bilang jaksa suruhan .hakim di beli..sudah lahh .lenyapkan saja,Negatif,claude-llm,0.8,"penuduh benci, takkan percaya vonis"
UgyILxYGbeAzCX4wVr54AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T13:12:57Z,0,Hakim cerdas. roy cs siap2 pakai baju oren,Negatif,claude-llm,0.75,"hakim cerdas, Roy cs masuk penjara"
UgwxnN5gekPPYXCYhJR4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-05-02T16:33:36Z,0,"Isinya acara bos Aiman "" rakyat membual"".",Negatif,claude-llm,0.6,olok acara rakyat membual
UgzSNpsS9y0HBrVxeP94AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-03-19T06:44:13Z,0,Sabar Roy... Sebentar lagi kamu di kasih istana yg bagus di penjara...,Negatif,claude-llm,0.7,ejek Roy bakal dipenjara
Ugyu3WDP5vYnHXHxk7N4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T13:02:03Z,0,Para termol lagi,Negatif,claude-llm,0.65,ejek penuduh termol lagi
UgxjTDuzpwyqXugFwnl4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-04-15T12:59:47Z,2,"Coba donk ulik anaknya panci pada sekolah dimana ?. Ini orang kerjanya apa sih... bisa nya ribut mulu, kisruh mulu. Kontribusi konkret buat negara apa dia... rakyat enegggg sama tingkah nya panci...",Negatif,claude-llm,0.85,serang panci pembuat kisruh
UgxvkU-YrmTIgQvXOtB4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-04T04:11:51Z,0,payah si suryo stress.,Negatif,claude-llm,0.65,ejek Suryo stress
Ugw5mOyuuHm_1-O77ZJ4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-06-18T18:31:22Z,0,Mas arianto kamu juga pembohong penipu omongan mu tidak di percaya .kamu juga pembohong mas arianto,Negatif,claude-llm,0.65,sebut Arianto pembohong netral
UgzEajcx8fHefh2EAcF4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T02:24:28Z,0,TERMUL SANGAT BAHAGIA,Negatif,claude-llm,0.6,sindir penuduh termul bahagia
Ugzqa11Kruh3Gld9N9R4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-02-03T11:00:24Z,1,Odgj itu sering ketawa2 sendiri lho....,Negatif,claude-llm,0.65,ejek penuduh seperti odgj
UgwEdsRXBvt86elrR_F4AaABAg,UE2gk8vMgBQ,Gebrakan Baru Rocky Gerung Memasuki Drama Kasus Ijazah Jokowi | AKIP tvOne,2026-01-27T04:46:42Z,0,Anggota SEKTE jadi saksi😅😅😅😅,Negatif,claude-llm,0.6,ejek saksi penuduh anggota sekte
UgwQevsNP3tHzvFBUw14AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-07-26T22:45:44Z,0,"Aiman, ini, pro roy cs 😅 kuliat sllu menurut pengamatan saya.. Yg palsu ujaxahnya rizmon bukan Dr.. Dari jepang",Negatif,claude-llm,0.75,balik tuduh Rismon palsu
UgymMVzEnjgqKknEWEF4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2026-01-02T14:31:46Z,0,Sombong nya Roy luar biasa kalau bicara dia sendiri yang mau menang,Negatif,claude-llm,0.7,ejek Roy sombong mau menang sendiri
UgwlOYx27qnuziTBcX14AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2026-04-24T07:18:39Z,1,Bravo buk diana.....,Negatif,claude-llm,0.6,puji Diana penyindir Roy
UgwC6rstWBDr22RWY0p4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T04:42:05Z,0,clan roy suryo adalah manusia dari planet Tetanus,Negatif,claude-llm,0.65,hina kubu Roy Suryo
UgxyUxF-IsvFZ-h-WH94AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2026-05-13T09:28:15Z,0,Mantap x ibu ini,Negatif,claude-llm,0.6,puji Diana penyindir Roy
UgyO7npu_6zaj2T0Dcl4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-28T12:43:53Z,0,roy panci cs mulai kelabakan kebohongan dan fitnahnya terbukti 😂😂,Negatif,claude-llm,0.75,"Roy panci kelabakan, fitnah terbukti"
Ugx4ndXNP2QMuUaBM7J4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",2025-12-17T23:08:28Z,0,Loo dari dulu aman emang dulu aturan begitu calon apa pun saratnya seperti itu jaman PK Harto damai aman ga kaya sekarang banyak orang pinter PD keblinger,Negatif,claude-llm,0.6,"sebut aturan dulu aman, kini keblinger"
UgwKlPGA0X5RKKbgqD54AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-03T15:42:01Z,0,Wahai para sebangsa setanah airmari kita belajar berfikir secara dewasa dan nurmal lalu berpri laku yang ber faedah bagi bangsa dan orang lain jauhi prilaku yang menyebabkan kesusahan bangsa dan orang lain menuduh dan memfitnah pada orang lain perbuatan yang keji dan menyebabkan permusuhan itu per buatan yang gak patut ditiru oleh anak cucu kita,Negatif,claude-llm,0.7,kecam penuduh memfitnah
UgxaUeRETu3O3QGTkKZ4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-11T15:45:58Z,0,Smg psal2 itu bisa bikin jera karna bikin gaduh di smua mdia yg berlarut2 dan harus ada efek jera biar cpat slsai msalah gaduh dan saling ribut.,Negatif,claude-llm,0.6,dukung efek jera pembuat gaduh
Ugyu1xBQrqQTP1QBYot4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-17T10:07:18Z,0,"jangan diperhatiin, banyak hal lain yg bisa dikerjakan selain masalah ijazah",Negatif,claude-llm,0.6,"abaikan isu, ada hal lebih penting"
UgwnlHYE8NCegJGZG3Z4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-04T03:44:02Z,0,Kamu Aiman jadi pembawa Acara itu yg normal jgn memilah milah macam pro dgn Roy panci.,Negatif,claude-llm,0.65,tegur Aiman pro Roy panci
UgzLb3t_qbP7-7WhmgR4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",2026-01-23T11:35:18Z,0,Namanya damai ko tukang tipu-tipu mmg si ternak mulyono.,Negatif,claude-llm,0.6,olok Damai tukang tipu ternak
UgztXpn0us7emMTYqP54AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-04-09T17:00:46Z,0,"Yg duluan lapor melapor itu siapa bung Razman,,,itu tuh ada di sampingnya bung Razman,,,salam damai salam akal sehat 🙏🙏🙏",Negatif,claude-llm,0.7,"sindir Razman, salam akal sehat"
Ugyyfv46XlojjF9x6w54AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-27T06:16:28Z,0,"Jangan dihentikan lah, Sudah jelas Palsu kok",Negatif,claude-llm,0.6,ejek termul lawak
Ugxf5MLxkFt9u45OhsR4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T08:01:24Z,0,"Hahahaha...Seperti yg diduga, udah ditunjukkan ijazah pak Jokowi pun, mereka masih ngeles. Bilangnya, kenapa nggak ditunjukkan ijazah pembanding dari teman2 pak Jokowi. Ijazah pembanding ya kau cari sendiri lah. Yang kau permasalahkan ijazah pak Jokowi atau ijazah teman2nya pak Jokowi? wkwkwkwk...Ntar lagi akan masuk bui tu klien...",Negatif,claude-llm,0.85,ejek penuduh ngeles ijazah ditunjukkan
