comment_id,label_pass1_x,text,label_pass1_y,label_pass2,conf_pass2
UgwmvXenMucrO2BvkQx4AaABAg,Netral,Jadi  presiden.  10  THN.    . Ya pasti bisa pimpin rakyat  klu GK bisa  satu THN.  Udah di makzulkan.     Itu bukti.  Bahwa Jokowi sukses jadi presiden b,Netral,Netral,0.55
UgxAMIeDw4o2z2cQKzp4AaABAg,Netral,"Saya Bertanya:

Dapatkah retinaface dipakai untuk deteksi keaslian foto Pak Jokowi di Ijazah dalam khasus ijazah palsu?

Jawaban AI:

RetinaFace tidak dirancang untuk memverifikasi keaslian dokumen fisik atau mendeteksi manipulasi gambar seperti deepfake atau pengeditan Photoshop pada foto ijazah. RetinaFace adalah alat deteksi wajah yang sangat akurat, bukan alat forensik digital untuk otentikasi.Saya bertanya:",Netral,Netral,0.5
Ugxe1h9Jp-enMrH3V5V4AaABAg,Netral,Orang2 yg sudah tertawan jokowi 😂😂,Netral,Netral,0.5
UgyPxY90RbXgY82E7aZ4AaABAg,Netral,Universitas terkenal gara² jokowi,Netral,Netral,0.55
UgySR_1VzFUNr_D2sKZ4AaABAg,Netral,"Tumben roy cs ngga motong pembicaraan sujiwo tejo, malah pada dengerin",Netral,Netral,0.5
Ugz_xxap5bJB35qHS5h4AaABAg,Netral,Ya sudahlah gak usah dipersoalkan ijazah jokowi mau palsu atau asli gak perlu juga sih dipersoalkan,Netral,Netral,0.65
UgwChMcqaXO-IsGrGlN4AaABAg,Netral,Bukannya pengacara roy suryo cs si tompel ya? Apa sudah ganti?,Netral,Netral,0.55
UgwI4naEL26tj3ISWUp4AaABAg,Netral,Iya justru itu kan JD bingung  ? Apa emang Jokowi LG bingung apa gmn ya tadinya sy benci banget SM Roy panci KLO ngomong ga mau gantian apa LG sii tompel gaaa ada sopanya selaluu emosi trs   ? Ga tau laah masa bodoh sy udh capek liat vidio kalian muak,Netral,Negatif,0.55
UgwIVdzBhoRgxPo5-sF4AaABAg,Netral,Ini dokter pacarnya roy suryo k atau istrinya,Netral,Netral,0.5
UgwNix8I-hVoqCgSoid4AaABAg,Netral,Jokowi Jokowi,Netral,Netral,0.7
UgwOcbwH0rRGuqHcCOB4AaABAg,Netral,roy ngomong aja org pada diem aneh aneh,Netral,Netral,0.5
Ugwa_Zs0AVgCYQHZhi94AaABAg,Netral,orljel roy,Netral,Netral,0.6
UgwwWAs1zB0YcVhz8Dp4AaABAg,Netral,"Klo pak jokowi tunjukan ijazah dan bemar2 asli, mk scra otomatis nm baik akan kembali dan bahkan gk cm nama baik tp khormatan dan kbanggaan yg d dpt. Dan para penggugat harus mnta maaf. Tp jika terbukti, wajib mnta maaf. Dan mnta maaf itu bkn lah hal yg bruk krna kata maaf adalah hal tertinggi dr keiklasan seorang anak manusia.",Netral,Netral,0.65
Ugx59zXzRcJAzY1JNnF4AaABAg,Netral,"Bung Roy itu bukan hanya lulusan UGM,TPi juga pernah jadi asdos di UGM,dari situlah beliau tau smw tentang tatacara pendidikan bahkan sangat teliti melihat semua faktanya di UGM.",Netral,Netral,0.5
UgxC9Pqde8OXi_2wn-Z4AaABAg,Netral,Memang ada kelemahan Jokowi yaitu pada saat kepemimpinan nya banyak ODGJ termasuk tiroris,Netral,Netral,0.55
UgxNqaJBIPjykV-rLtp4AaABAg,Netral,Yg bela roy suryo stress... Udah jelas...!!,Netral,Negatif,0.5
Ugy0mBd92fOhfXLPtQ14AaABAg,Netral,Kasihan banget  saya liat di dini Roy,Netral,Netral,0.5
Ugy3SWB7JaFmbj7T25N4AaABAg,Netral,"Barang gampang di bikin susah caranya bagaimana .....ambil secara keseluruhan arsip data akademik jokowi yang di jadikan file di UGM terus ambil ijasah Jokowi dan bandingkan dengan ijasah pembanding tahun lulusan yang sama , selanjutnya periksa itu barang oleh kedua belah pihak yang memiliki kompetisi untuk menentukan keontitikan itu barang yang di tengahi oleh pihak kepolisian ataupun pengadilan ....barang gampang di bikin susah yang bikin susah hanya otak kita tidak mau di bikin mudah.",Netral,Netral,0.6
UgyBYDw81MHzeZnPW214AaABAg,Netral,Roi ini tetap nyengarnyenfir mulut nya,Netral,Negatif,0.45
UgyDh4ctKeG76X9SRWx4AaABAg,Netral,"DHL dan ES sudah gabung dengan ternak Mulyono
😄😄😄🤣🤣🤣😂😂😂",Netral,Netral,0.45
UgyHcv28AExE4p45R9d4AaABAg,Netral,Ngabisin anggaran aja gerombolan panci ini,Netral,Negatif,0.5
UgyYUX2N6rQc-1RQtel4AaABAg,Netral,UGM universitas gajah mulyono,Netral,Netral,0.4
UgyoetkVQAHpOVdDESV4AaABAg,Netral,"Akhir dari jokowi yang ingin tetap eksis, dulu banyak di puji sekarang banyak di caci.",Netral,Netral,0.5
Ugz8E9oFzrIyk8ILT2x4AaABAg,Netral,Dedi sakit hati Karo Jokowi opo di kriminisasi cak,Netral,Netral,0.5
Ugztc-at1x_DP0RO9hV4AaABAg,Netral,"apa yg lain juga pux data"" seperti itu atau hax Jokowi",Netral,Netral,0.5
UgxtyKlchyGApGPdmkV4AaABAg,Netral,Ini Pembela Jokowi Bukan Penaset Kapolri,Netral,Netral,0.45
Ugw-DtxESiuce3wTltB4AaABAg,Netral,parah Rafli dah kaya Roy Suryo duh payah,Netral,Negatif,0.5
Ugw8HxPQ-12EMJNT9jV4AaABAg,Netral,Buktikan legelsetending nya roy cs sebagai.  Peneliti ilmiiah nya,Netral,Negatif,0.5
UgwGk6P_rbA8q9-hXdd4AaABAg,Netral,Ijazah REKAN Jokowi di hadirkan di pengadilan sebagai PEMBANDING,Netral,Netral,0.6
UgwHXXT9IgnCDTyPdwF4AaABAg,Netral,Orang seperti Roy ngotot adalah orang benar jujur,Netral,Netral,0.5
UgwIDg9uLfU5xVvDN_B4AaABAg,Netral,Itu Aiman Propokator Dia Juga Benci Jokowi,Netral,Netral,0.5
UgwOfeT9reVjgouC10J4AaABAg,Netral,Rakyat Indonesia menunggu kejujuran  penegak hukum dan Jokowi untuk mendapatkan kebenaran dan keadilan di negara ini,Netral,Netral,0.5
UgwQ4HsVvdLMoG9O5Vt4AaABAg,Netral,Hadeuh Adi prayitno ini bukan pengamat tapi relawan jokowi😂😂 kurang up date dia kan ugm lagi di gugat di PN SOLO dan KIP,Netral,Netral,0.5
UgwRidPFY7y_eONFHIh4AaABAg,Netral,Bismillahirrahmanirrahim ya Allah ya Rohman ya Rohim yang memutar balikan hati manusia hamba mohon tolong tolong tolong tolong tolong putar balikan hati seluruh rakyat Indonesia berani jujur menyuarakan kebenaran yang sebenarnya dari kasus ijasa aslinya pak Jokowi dan Gibran agar negara hamba tidak seperti negara Suriah dimasa rezim Assad,Netral,Netral,0.55
UgwYch-I4tpKxnB6BMt4AaABAg,Netral,"Asli manusia menjijikan Mikael Sinaga ini, bikin malu masyarakat Batak aja.
Diawal dia bilang buku GEG itu karya ROY SURYO, dia juga yang bilang itu karya RISMON .",Netral,Netral,0.45
UgwbgtK2pws085rvYF54AaABAg,Netral,"Sebetulnya semua orang tau bahwa ini hanya mengadu dombam anak bangsa dengan masalah ijasah jokowi
Kenapa polisi tidak berani kedua belah pihak uji porensik bersama sama😂😂😂😂😂semua pura pura bodoh apa emang bodoh benaran",Netral,Netral,0.5
UgxJOPAckOjkWxhCVOl4AaABAg,Netral,Jokowi ga perlu ijazah lagi,Netral,Netral,0.5
UgxO90o-4UcJRW6lPJ54AaABAg,Netral,"Jangan di layani rasman. Pintar bersilat lidah mengalihkan idu ijazah jokowi. Semakin mulutnya berbusa- busa, semakin besar bayarannya dari jokowi. Penjilat... Memang tipikalnya...",Netral,Netral,0.6
UgxXY8JxCuOSJUWyLSd4AaABAg,Netral,Tolong kawal terus biar ijasah jokowi kelihatan asli /tidak nya,Netral,Netral,0.55
Ugxp5sSJGeFXMN9jIOp4AaABAg,Netral,Sama Lah Razman Yg BKN Kuasa Hukum Mulyono as Jokowi ada Jg Yg Nyerang Pribadi. Ini Semua Harus Koreksi Diri . Krn Salah Benar Hny Allah SWT yg Bisa Menentukan Jgn Mendahului Allah SWT 🙏🙏♥️🇮🇩,Netral,Netral,0.6
Ugy4EmRoHh5TEDkBcWB4AaABAg,Netral,Siapa yang menuduh jk terlibat ? Apakah jk sendiri menuduh dirinya fidalam AI ? Rismon sudah membantah dirinya tidak membuat tuduhan jadi polisi sendir harus mencari dulu siapa yang membuat harus jelas jangan tanpa bukti.,Netral,Netral,0.5
Ugy8z1_IlTrQrIuPpbp4AaABAg,Netral,"Wahai roy cs, kalau bisa jangan sombong
Ingat diatas langit masih ada para termul
Diatas hukum ada jokowi
Dan diatas jokowi tiada apa-apa",Netral,Netral,0.5
UgyFGxzMjnxfFW_T99R4AaABAg,Netral,"YA..,.KASUS JOKOWI DI HENTIKAN,BERARTI TARUHAN SAYA SAMA TEMAN GAGAL DONG.
PADAHAL SAYA JEKC BISA KE PENJARA SAYA MENANG 20 ,000,000,-
GAGAL DEH BISA FOYA FOYA 😭😭😭😭😭😭😭😭😭",Netral,Netral,0.45
UgyLY84ol3Ms-tDnOsh4AaABAg,Netral,"Saya juga mendukung Roy Suryo cs 
Ribuan persen
Secepat nya JEBLOS kan di penjara group Roy Suryo.",Netral,Netral,0.4
UgyiI3YOzTOf47HBRch4AaABAg,Netral,"Hati2 jebakan bang egi,,,sama damai hari lubis
Dia sudah minta maaf,,,tp tidak mengakui nya agar roy cs tetap di tersangka kan dan bang egi dan damai hari lubis lolos dari tersangaka,,,,sudah terbukti",Netral,Netral,0.45
Ugyt5UoMe1-o3PBfi1t4AaABAg,Netral,"Supaya nggak merembet tinggl tunjukkan aja ijazahnya, selesai ,bila mana ijazahnya asli, tinggl tuntut itu si Roy Suryo tentang pencemaran nama baik, kalau ijazahnya palsu langsung aja di adili itu si Jokowi , selesai itu smua urusan.",Netral,Netral,0.6
UgzCMRPy_efR6m8jI5l4AaABAg,Netral,Yg jelas aparst hukum tskut sama roy suryo,Netral,Netral,0.5
UgzGY4yvIW1EDseMwhB4AaABAg,Netral,Yg takut kalah sama kubu jokowi 2029 tunjuk jari???😂,Netral,Netral,0.5
UgzIhfoeZca-jl4P0lp4AaABAg,Netral,Tau gk kata ternak?? Ternak tu kan binatang. Apa aja. Mau kambing burung ikan ayam. Tu kan ternak. Binatang yg tau nya makan. Di kasih uang di ciptakan semuah kebohongan. Tu lah yyv di buat kubu jokowi. Isinya binatang semuah,Netral,Netral,0.5
UgzSFCnRxgVFfw7Yddd4AaABAg,Netral,Maaf sy rakyat biasa . Sy setuju jasa pak Jokowi di bukak tapi  jangan lupa jasa pak Suryo harus di Bawak juga terus js Resmon harus di bawa juga terus jasa dokter tifa harus di bawa juga karna kenapa ROI kan bilang telematika punyak gak sertifikat untuk peneliti terus Resmon juga perlu di tanyak juga bener gak lulusan luar negeri sekian terima kasi,Netral,Netral,0.45
UgzSZjFXpTa4wf1VUoV4AaABAg,Netral,yg kalian bicara kan itu apa maksud nya ..uang yaaa makan tu uang nya Jokowi .. biar puas,Netral,Netral,0.5
UgzqL5QUMhcttiNcFsd4AaABAg,Netral,"Tempat Debat ny jga tempat adu Domba 
Ngapain cari titik temu kebenaran lewat debat 
Ini jokowi udh lewat jdi persident dulu pda kmna",Netral,Netral,0.5
Ugwc2GTtIbYJjG087Rh4AaABAg,Netral,TV one jgn buat stekmen bawah jokowi menolak damai dari yg lain Roy Suryo juga 5dk mau damai ko.jadi jgn di bolak balik agar rakyat merasa jokowi yg tdk mau damai,Netral,Netral,0.45
UgzEQuYhG-w1L0LBAOF4AaABAg,Netral,"Kelpmpok Jokowo selalu menampilkan hal"" yg disampaikan Roy Cs  ttg kekurNgan "" yg afa..",Netral,Netral,0.45
UgzEpyvFTDhpC94pQhp4AaABAg,Netral,"Mengapa Roy Suryo sampai seperti itu perjuanganya ... selalu bikin ramai dan hidup suasananya, walaupun kadang-kadang bikin gaduh",Netral,Netral,0.5
UgwMuWsIqhf8UfoIvpZ4AaABAg,Netral,"S Andi asrun itu terMul,dr dulu dukung Mulyono",Netral,Netral,0.55
UgwVkRY9K674YDre1YN4AaABAg,Netral,Semoga kasus ijasah jokowi rakyat menunggu pembuktian dipengadilan ayo pak polisi secepatnya diserahkan kasus ini diserahkan kejaksaan dan disidangkan ayalah pak polisi kasus ini harus dipengadilan biar cepat selesai siapa yang bersalah harus dihukum 😅😅😅😅😅😅😅,Netral,Netral,0.55
UgwZCR3GIesvTdyLfgp4AaABAg,Netral,Deny Indrayana jika menilai Jokowi ilmunya sudah ngawur 😎,Netral,Netral,0.45
Ugw_t0236jJXffSXFDZ4AaABAg,Netral,"Kita dipaksa untuk percaya bahwa UGM seburuk itu kualitasnya, ada skripsi yang tidak ada tanda tangannya.",Netral,Netral,0.65
Ugwd9jUMutrhZYpkhhF4AaABAg,Netral,alangkH indahnya kalo barang kecil ini.gk jaDi besar.kalo dulu roy di beri jawaban gk mungkin roy berkoar kayak ini.100.persen aku yakin gk begini,Netral,Netral,0.45
Ugx8_7E6kzHs2b3aeTN4AaABAg,Netral,"Mjbahalah saja andi Azwan, kalau bener Asli tim roy suryo di adzab , kalau palsu termul di adzab",Netral,Netral,0.6
UgxEjg657EfyhppXQ514AaABAg,Netral,"Semua....takut dan melindungi
Jokowi....hancur hancur negara ini....",Netral,Netral,0.65
UgxQVGBWL8zaF7Yl2XJ4AaABAg,Netral,"Bila ternyata ijazah UGM pl. Jokowi palsu, maka para saksi yg menyatakan ijazah UGM pk. Jokowi asli, berarti telah memberi keterangan palsu dn pembohongan publik.",Netral,Netral,0.55
UgxRRC4kN3vJ9Cj8odJ4AaABAg,Netral,Termul2 ini harus dihukum juga kalau suatu saat nanti terbukti bahwa ijazah jokowi palsu.,Netral,Netral,0.55
UgxXtK5os9JgrMF7KDh4AaABAg,Netral,"Ngk menuduh tp bilang ada orang besar, apa itu bukan  nuduh namanya",Netral,Netral,0.5
UgxiJR5sVxMdK7jq3OB4AaABAg,Netral,Lihat gimana pihak JKW ngotot meski konyol makin meyakinkan bahwa nyari duit emang susah ya wkwkkw.,Netral,Netral,0.45
UgxqSjSBd6aFTNjnG654AaABAg,Netral,Kasus ini berbelit belit karena dari awal aparat penegak hukum berhitung cost...antara cost memenjarakan Jokowi dan kroni kroninya atau memenjarakan Roy Suryo dan kroni kroninya...sehingga esensi ijazah asli atau palsu tidak bisa terbongkar secara gamblang...,Netral,Netral,0.6
Ugxtpjx4UZ4_U7oad5V4AaABAg,Netral,Memang Roy Suryo cs tidak percaya kpd intuisi negara. Repot klo begitu,Netral,Netral,0.4
Ugy2XXcInNN9ZgEJ0n14AaABAg,Netral,Percuma dibahas dimedia tidak ada penyelesaian kalau berani Rektor UGM maksa Jokowi tunjukkan ijasah selesai baru Asli apa palsu kalau asli Roi Suryo cs di hukum kalau palsu Jokowi cs di hukum kalau bisa hukuman di atas panggung siang malam mau 10 th tetap di panggung di alun alun atau tugu Monas rakyat biar tau semua orang yg bikin gadu negara,Netral,Netral,0.6
Ugy4a_4qMSYYEOjySb54AaABAg,Netral,"Ngeri panjang banget kasus ijazah Jokowi ini,polisi sampai kewalahan,berjilid jilid,,belum selesai,makan waktu bertahun2,disini terlihat sekali polisi Indonesia tidak layak lagi menjabat sebagai polisi terbukti belum ada tersangka udah bertahun2",Netral,Netral,0.5
Ugy91R3l5F4gKLpnJtp4AaABAg,Netral,Kalau kayak gini masalah ijazah Jokowi tidak akan kelirnya anak bangsa jadi gaduh terus,Netral,Netral,0.5
UgyepFWcr6nJh5eEThZ4AaABAg,Netral,Mana mau aiman mengundang  rektor ini pasti malu kecuali grombolan Roy cs dia takut dipecat sama bosnya,Netral,Netral,0.45
Ugz7ETvI4MPhaPNXIrB4AaABAg,Netral,Yaa jika tidak ada yang asli artinya timbul balik memfitnah pak roi Suryo dan kawan dianggap memfitnah tercemar dong namanya....,Netral,Netral,0.5
UgzIwPtz8brtZ53sXhx4AaABAg,Netral,"Masyarakat cuman pengen ijazah itu bukan kalian cuman debat yang TDK ada hasil apa apa,,,KLO asli penjarakan orang yang bersalah,,,dan KLO ijazah itu palsu maka Jokowi harus bertanggung jawab kepada seluruh masyarakat Indonesia.",Netral,Netral,0.6
UgzWH1_fP_TLrVIFklh4AaABAg,Netral,Ya sudah klu emang palsu ijazah Jokowi..gak usah lagi lamar kerja dikaitkan ijazah.. gak kuliah aja pak Jokowi sangat pintar.. bukan sekolah menjamin orang pintar.. sekolah & kuliah hanya tanda pernah belajar saja😊😊😊😊😊😊😊,Netral,Netral,0.45
UgzlQDKnSkWVtlT-SE54AaABAg,Netral,"Yg berbohong masalah ijazah jokowi, pasti segera dilaknat Tuhan didunia dan akherat.",Netral,Netral,0.55
Ugzmt3e1NQUhKBG4Ya54AaABAg,Netral,Mulyono tidak tenang hatinya,Netral,Netral,0.45
Ugzqk96lnIltpA688DR4AaABAg,Netral,"Mur termul, ko tiba tiba, lu baca atau denger ga wa Eggi yg dibacakan , jkw mengundang bertemu udah sejak 4 bulan yll,
Udahlah termul hobi berbohong",Netral,Netral,0.5
UgxJ1pe6Eu-8l47vyV54AaABAg,Positif,"Iini kemungkinan besar 99,9% EDITAN.

Secara teknis, watermark dari ""UNIVERSITAS GADJAH MADA"" lalu terdapat salah satu baris tertulis ""ADAM"", sangat mustahil untuk typo karena tidak dibuat secara manual, melainkan auto-copy.",Positif,Positif,0.85
UgzMVHRLp4Ml4DrrqG54AaABAg,Positif,PALLLLLSSSSUIIIII😂,Positif,Positif,0.85
UgzGySu9jx5JiXIg3MB4AaABAg,Positif,"Penjelasan team UGM tdk bisa meyakinkan publik. TDK berani memberi pernyataan secara tegas ijasah PK Jkw asli. Hanya pernyataan pernah  menjalani proses pendidikan.
Klu FC ijasah (SPT yg diupload di medsos) sdh dilegalisir oleh UGM artinya waktu meminta legalisir tentunya UGM sdh melihat ijasah fisik yg asli. Kena apa TDK berani memberi pernyataan ijasah PK Jkw asli?
Apalagi sekarang setelah final putusan KIP menyatakan ijasah PK Jkw bukan tergolong privat.",Positif,Positif,0.7
UgwnjUdN1cw5RIPZ4HB4AaABAg,Positif,"Andi sudah mengedit secara digital. Perlu diproses juga tu.
Yg di upload dian sandi gambar nya miring. Si andi ngedit nya jadi tegak.",Positif,Positif,0.5
Ugx4UKquY3BAcbMaBpV4AaABAg,Positif,"Kalo jokowi menuduh fitnah, dia juga harus membuktikan kalo ijazahnya asli. Apa yg dia dalilkan dia jg harus membuktikan.",Positif,Positif,0.7
UgxRnrIn2lx1TRx9fbV4AaABAg,Positif,Saya yakin Roy Suryo benar,Positif,Positif,0.55
UgxVX3ZVg6VgJjVKxwB4AaABAg,Positif,Tangkap segera jolowi dan adili...!!!!,Positif,Positif,0.85
UgzGyq7p1LZrkQP6Z7x4AaABAg,Positif,Sampai kiamat pun Jokowi tidak akan bisa buktikan bahwa wajah orang di copy ijazah itu dirinya bukan orang lain,Positif,Positif,0.7
UgzZb5v4FhS2i5Z4rfV4AaABAg,Positif,Kelihataan bgt bohong. Jgn kasih kendor pak roy suryo. Mantaps👍👍👍,Positif,Positif,0.65
Ugwh_g1kjam27zBIqpl4AaABAg,Positif,Omong kosong ini..kasmojo sndiri bilang bukan pembimbing PK jokowi😂😂,Positif,Positif,0.55
UgzaN5XaazV15vZuN1x4AaABAg,Positif,"Maling motor barang bukti yang ditahan motor hasil curian, bukan foto atau photocopy motor 
Begal yg ditahan sajamnya bukan foto atau photocopy sajamnya
Kasus narkoba yang ditahan narkobanya bukan foto /photocopy narkoba 

Kasus isi koq bisa ya yang disita barang buktinya PHOTOCOPY 

Jadi besok2 kalau ada razia kasih SIM & STNK PHOTOCOPY saja ya 

Kan pak polisi yang mengajarkan dan memberi contoh kepada kami, bahwa asli & photocopy sama kuat bisa jadi barang bukti",Positif,Positif,0.55
Ugwn2dmY3OYCKtwwLyZ4AaABAg,Positif,"Perlu diketahui, bahwa dalam masalah ini substansi maslah dan mentersangkakan orang itu tak nyambung ...... ya di tanya ijazah malah jawabannya tuduhan pencemaran baik. 
mana ijazahnya dulu tunjukkan dan persilakan untuk di uji sesuai prosedur , jika ternyata ijazahnya asli , baru boleh mereka yang tuduh ijazah palsu dituntut . gitu lhoo 
Dikasih Tuhan akal sehat dan nalar waras jangan di bloon bloonin lah",Positif,Positif,0.6
Ugwy_o9R_5bI8CrKpD94AaABAg,Positif,Gusnur & bambang tri dipenjara tanpa ada ijazah asli ditunjukan...,Positif,Positif,0.6
Ugwz938mF9CyiyndVhV4AaABAg,Positif,"gassss trus bg rismon,sedeherna ,lugas masuk akal seha,
t sehat² slalu para pejuang 8jazh jkw",Positif,Netral,0.4
Ugx20-ssdXG_UGIR3FZ4AaABAg,Positif,"Sepanjang baca komen komen disini ga keliatan yang mendukung UGM, malah bertambah yakin aja. ",Positif,Positif,0.5
UgxBkBTt_3KLF4EXzER4AaABAg,Positif,"Menunjukan saja gak cukup. Harus dipegang dirabah dites bersama secara terbuka dan dibandingkan dgn pembanding lain.
Kalau yakin asli pasti berani izinkan Roy cs utk pegang memphoto dan mengujinyan",Positif,Positif,0.6
UgxOLrdMEQcBfKV98Ap4AaABAg,Positif,"Tangkap sijoko adili ,makzul kan fufu Fafa ,ni negara hukum",Positif,Positif,0.8
UgxUfzm4mdKkhRJEYDB4AaABAg,Positif,Dukung roy suryo ungkap kebenaran,Positif,Positif,0.5
UgxcrNgPb8OOd-S07bF4AaABAg,Positif,Maaf ni pa sy bisa menilai walaupun sy orang bodoh.cuma menujukan izajah aja kenapa takut.ujukan aja klu btl2 dia orang Negarawan maaf Pa.,Positif,Positif,0.65
Ugxzvjy53jIk1sWDtcp4AaABAg,Positif,"Menurut saya Pak Jokowi berkewajiban menunjukkan ijazahnya kepada masyarakat sbgai pertanggungjawaban kepada pemilihnya.. Jika beliau benar, maka nama baiknya akan pulih dengan sendirinya, tidak perlu mempidanakan rakyatnya..",Positif,Positif,0.65
UgyA8WngJwfP63zSbPd4AaABAg,Positif,Itu ODGJ berharap banget laporannya dicabut. Seharusnya dorong dong agar dilanjutkan sampai ke pengadilan biar Jokowi malu. Bukan malah ketakutan jika dilanjutkan..!!,Positif,Positif,0.6
UgzhT9vbfLiuyjb7vX94AaABAg,Positif,Roy suryo adalah pejuang penegak kebenaran. Hrs di dukung. Indonesia perlu banyak org seperti Roy Suryo,Positif,Netral,0.5
UgzHyqpUvqk8GqQ6Wq94AaABAg,Positif,Semoga termul2 jokowi cepat2 dapat adzab dari allah swt.ami,Positif,Netral,0.4
UgzlmuiPzbigDTJX0Ux4AaABAg,Positif,Semoga bang Roy dan ibu tifa sehat selamat rezeki halal berkah berlimpah...maju terus pejuang kebenaran keadilan bagi seluruh rakyat nkri....,Positif,Netral,0.6
Ugwf43gL-A6c8sS1ctt4AaABAg,Positif,"Pa.hotman.saya Rakyat sdh pusing. Saya percaya saja sama Bang.Roy.sur yo Grup. Karna cuma 1.lmbr ijazaza.gampang sekali cuma perlihat,kan saja sama publik",Positif,Positif,0.55
UgxbKLKmSSy4q2xxqgh4AaABAg,Positif,Yg benar di salahkan jngn takut pak Suryo kalo bener Allah pst merestui❤❤,Positif,Netral,0.4
Ugyi8DSjPKK5jjHhCRN4AaABAg,Positif,"Para munafik pembela jokowi berulangkali bicara soal kebenaran tapi apakah mereka sadar yg mereka bela adalah seorang pembohong?? Itulah begundalnya mereka, pintar bersilat lidah menipu dan membodohi miasyarakat. Ucapan dan tindakan kaum munafik kontradiktif, mereka-merela inilah perusak negara sesungguhjya yg tdk merasa melakukan kerusakan tapi konyolnya malah merasa melakukan perbaikan.",Positif,Positif,0.6
UgwL6edLnBZScuz2XDR4AaABAg,Positif,"Tuhan nya termul segala Alam adalah jokowi
ketahuilah wahai umat wkwk

power nya : perkara besar bisa jadi sesimpel balikan krupuk
perkara simpel bisa diribeRattkan seperti membalikan 1000 gajah wkwkwk

hidup termuL. wkwk
hidup congor.. ehhh sorry",Positif,Netral,0.4
UgxW2rNAHODXJcSk1W94AaABAg,Positif,Krooco2 jkw memang maunya kers dan panas jkw puas tambah recehnya jangan terpancing mas roi,Positif,Netral,0.5
Ugyea7FrCf4JR2RzBnl4AaABAg,Positif,"Disini yang paling sangat berdosa itu jokowi , sudah mengandu domba  antara kubu termul Dan kubu Roy suryo tiap hari , orang nggk  takut tuntutan akhirat ,nggk  mengingat akan umurnya 🤨",Positif,Positif,0.4
Ugyfjn8a2TmO8UL-vAt4AaABAg,Positif,"ANDI ASWAN ITU SAMA SEPERTI JOKOWI, RASA MALUNYA SUDAH DICABUT OLEH ALLOH SWT...",Positif,Netral,0.4
UgzKjXT5MSPKyD4W0Ql4AaABAg,Positif,"Astagfirullah andi azwan.
Setan apa yang menghantui mu.
Jokowi tertawa melihatmu😂😂",Positif,Netral,0.4
UgzXj7jr9MSReLlii8N4AaABAg,Positif,Percaya lah tidak ada yg melawan kekuasaan Allah atas kebenaran yg di usung rrt,Positif,Positif,0.4
UgzuYtdXoz2_7JhtpoB4AaABAg,Positif,Sok paling penting ini si Andi . Inget kata dokter tifa Mount Stupid 😂,Positif,Netral,0.45
UgwOWgZrIAcbw1p7c3J4AaABAg,Positif,"Itu bang Andi a, termul sejati patriot...

Nanti mleset sedikit Ama jkw,,baru rasa lu..

Dah byk korban temen"" sejati kowi,,masuk sel..",Positif,Netral,0.4
UgwXpHzek6V82Ou9wON4AaABAg,Positif,Masyarakat di rugikan oleh p Jokowi😂😂😂,Positif,Netral,0.4
UgwZBRaTpSTurkZu5x14AaABAg,Positif,"Saya ragu tidak ada yang tidak mendukung RRT untuk ijazah Pak Jojowi Kita tau bkn sedikit unang yang harus dikeluarkan RRT untuk penyelidikan ijazah ini.
Masalah ini udah 1 tahun lebih. Apakah RRT mau meninggalkan pekerjaannya hanya kerna menyelidiki Ijazah Pak Jokowi tanpa ada sesuatu??",Positif,Positif,0.45
Ugwo-z7gex72zf_ZlIh4AaABAg,Positif,pak Jokowi nanti dipengadilan akhirat banyak yg harus bawa pertanggungjawabkan loh pak sama rakyat² bapak . semua org jadi berdebat pak mempermasalahkan ijazah BPK,Positif,Netral,0.4
UgwxoPIV9PL9D-hEdwd4AaABAg,Positif,"kalo LSP blm diganti,Jokowi pasti dibela terus...",Positif,Positif,0.4
Ugx7mUSK8Ks6CUQZv9x4AaABAg,Positif,"jokowi nya masih suka liat kalian berdebat soal diri nya,,,sudahlah,, hukum rimba itu yg harus dilakukan untuk jokowi",Positif,Positif,0.45
UgxGPX1FBogVgnKkdPJ4AaABAg,Positif,"maafin cuman 9 tapi sisa tiganya nggak, kayak anak kecil dong, bedanya mukjizat dengan sihir, mukjizat itu dari ketulusan hati, dan sihir itu dari hati yang gelap, jokowi dajjal.",Positif,Positif,0.4
UgxO_l9rfh58BBPY5oN4AaABAg,Positif,Bapak. E. Itu. Pembela. Jokowi.. supaya. Jokowi. Zolim. Masih. Dibela,Positif,Netral,0.4
UgyCbJcKfp0AfeFN3OV4AaABAg,Positif,"orang pinter bagaimanapun jika sudah masuk kerumah Jokowi, pasti begitu keluar dari rumah jadi goblok",Positif,Netral,0.4
UgyW_88NwkVT_EmLbKV4AaABAg,Positif,Luar biasa ajudan jokowi bisa memberhentikan proses hukum hebat.......hebat tenan,Positif,Positif,0.45
UgyiXgtKkK6FLp5v8jN4AaABAg,Positif,Jokowi cuma memperlambat.waktu,Positif,Positif,0.4
Ugz48a7tjYCpQadGtJJ4AaABAg,Positif,Baru tau bahwa jokowi mania nusantara yg di ketuai andi azwan memiliki byk  youtuber khusus buat hoaks. Aku rasa bayarannya lumayan besar tu.,Positif,Netral,0.5
UgzWAM8TXeC6Q1_4-Cl4AaABAg,Positif,"Doa kami untuk para pejuang kebenaran mas Roy dkk. 
Dan laknat Alloh atas rezim yg dholim",Positif,Netral,0.4
