comment_id,label,raw_text,bert,svm
Ugy0xyGI0JM0JG91an14AaABAg,Negatif,"kok enak mo menghentikan laporan pak jokowi di polda, selama pelapor tdk memaafkan dan mengizinkan   laporan itu tdk kn bisa di hentikan, apa lagi pihak pelaporan sdh menutup  rapat rapat pintu maaf untuk kelima tersangka yg tersisa","kok enak mo menghentikan laporan pak jokowi di polda, selama pelapor tdk memaafkan dan mengizinkan laporan itu tdk kn bisa di hentikan, apa lagi pihak pelaporan sdh menutup rapat rapat pintu maaf untuk kelima tersangka yg tersisa",enak mo henti lapor pak jokowi polda lapor tidak maaf izin lapor tidak kn henti pihak lapor tutup rapat rapat pintu maaf lima sangka sisa
Ugy1gWvcfm3ZyG2RUTR4AaABAg,Negatif,"Selama ini minta di perlihatkan..giliran diperlihatkan blm percaya juga..ni manusia macam apa ya..jahat hatinya.,buta matanya,tuli telinganya..saya selalu berdoa.a semoga membusuk dipenjara","selama ini minta di perlihatkan..giliran diperlihatkan blm percaya juga..ni manusia macam apa ya..jahat hatinya.,buta matanya,tuli telinganya..saya selalu berdoa.a semoga membusuk dipenjara",minta lihat gilir lihat belum percaya ni manusia macam jahat hati buta mata tuli telinga doa moga busuk penjara
Ugy5BGyzfw9HddUKTKJ4AaABAg,Negatif,Si panci ijasah nya S2/S3 tapi jadi Mentri ga becus itu berarti ijasah nya palsu KLW ijasah nya asli pasti pinter cerdas karena sekolah kuliah km tapi pak Jokowi 2 priode jadi presiden bangunan di mana mana itu tanda nya orang pinter orang pendidikan gitu panci petot,si panci ijasah nya s2 s3 tapi jadi mentri ga becus itu berarti ijasah nya palsu klw ijasah nya asli pasti pinter cerdas karena sekolah kuliah km tapi pak jokowi 2 priode jadi presiden bangunan di mana mana itu tanda nya orang pinter orang pendidikan gitu panci petot,panci ijazah jadi mentri tidak becus arti ijazah palsu klw ijazah asli pasti pinter cerdas sekolah kuliah km pak jokowi priode jadi presiden bangun mana mana tanda orang pinter orang didik begitu panci petot
Ugy5gp-Tq0lvX54GJKx4AaABAg,Negatif,"Bung aiman,  org seperti roi Suryo ini berbahaya pemikirannya tidak ada manapaat mala meracuni pola pikir generasi muda. Mungkin juga roi soryo mahluk dari planet lain karena dia tidak percaya dgn lembaga penegak hukum di Indonesia bahkan dgn perguruan tinggi UGM.","bung aiman, org seperti roi suryo ini berbahaya pemikirannya tidak ada manapaat mala meracuni pola pikir generasi muda. mungkin juga roi soryo mahluk dari planet lain karena dia tidak percaya dgn lembaga penegak hukum di indonesia bahkan dgn perguruan tinggi ugm.",bung aiman orang seperti roy suryo bahaya pikir tidak manapaat mala racun pola pikir generasi muda mungkin roy soryo mahluk planet tidak percaya lembaga tegak hukum indonesia bahkan guru tinggi ugm
Ugy68lV8mf9LWLPPKuB4AaABAg,Negatif,TETAP SEMANGAT BOS BELA KEBOHONGAN. SAMPAI KAU TAHU TUHAN YANG MAHA MENGAWASI MU. APAKAH KAU PIKIR TIDAK BAKAL DIHISAB DIPERTANYAKAN?,tetap semangat bos bela kebohongan. sampai kau tahu tuhan yang maha mengawasi mu. apakah kau pikir tidak bakal dihisab dipertanyakan?,tetap semangat bos bela bohong sampai kau tahu tuhan maha awas mu apakah kau pikir tidak bakal hisab tanya
Ugy6aZnlZpo9gpEeeDl4AaABAg,Negatif,"Mau di bilang para politikus bagiku tdk pas , mau dibilang para intelektual tidak cocok ,apalgi bila di sebut negarawan  lebih ngga benar lagi.tinggal menunggu malaikat pencabut nyawa saja biar di achiratlah keputusannya.mana mungkin  mulai dari walikota hingga gubernur bahkan sampai dilantik jadi presiden,2 periode lagi pakai ijazah palsu ? .tunggu saja siapa yg menabur pasti  akan menuai.mohon pak Jokowi jangan menerima minta maafnya yg memfitnah bapak.yakinlah pak Jokowi tetep dihati rakyat dari Sabang sampai merauke.sehat panjang umur pak Jokowi sekeluarga.amin","mau di bilang para politikus bagiku tdk pas , mau dibilang para intelektual tidak cocok ,apalgi bila di sebut negarawan lebih ngga benar lagi.tinggal menunggu malaikat pencabut nyawa saja biar di achiratlah keputusannya.mana mungkin mulai dari walikota hingga gubernur bahkan sampai dilantik jadi presiden,2 periode lagi pakai ijazah palsu ? .tunggu saja siapa yg menabur pasti akan menuai.mohon pak jokowi jangan menerima minta maafnya yg memfitnah bapak.yakinlah pak jokowi tetep dihati rakyat dari sabang sampai merauke.sehat panjang umur pak jokowi sekeluarga.amin",mau bilang para politikus bagi tidak pas mau bilang para intelektual tidak cocok apalgi bila sebut negarawan tidak benar tinggal tunggu malaikat cabut nyawa biar achiratlah putus mana mungkin mulai walikota hingga gubernur bahkan sampai lantik jadi presiden periode pakai ijazah palsu tunggu siapa tabur pasti tuai mohon pak jokowi jangan terima minta maaf fitnah bapak yakin pak jokowi tetep hati rakyat sabang sampai merauke sehat panjang umur pak jokowi keluarga amin
Ugy7mZEmC0ftrQrWx5p4AaABAg,Negatif,Ayooo lanjutkan pokokee sampe para pefitnah 2 ini..cpt masuk penjara biar tak trs kenerus bikin gaduuh bikin resah rakyat Indonesia 😊😊😊yg slalu mmencari 2 kesalahan org yg sdh jelas 2 membangun Indonesia dr sabang sampe papua n meeraoke😊😊😊rakyat Indonesia sddh tak sabar melihat oorg 2 ini di penjara 12 thn..,ayooo lanjutkan pokokee sampe para pefitnah 2 ini..cpt masuk penjara biar tak trs kenerus bikin gaduuh bikin resah rakyat indonesia yg slalu mmencari 2 kesalahan org yg sdh jelas 2 membangun indonesia dr sabang sampe papua n meeraoke rakyat indonesia sddh tak sabar melihat oorg 2 ini di penjara 12 thn..,ayooo lanjut pokokee sampe para fitnah cpt masuk penjara biar tidak terus nus buat gaduuh buat resah rakyat indonesia mmencari salah orang jelas bangun indonesia sabang sampe papua meeraoke rakyat indonesia sddh tidak sabar lihat oorg penjara thn
Ugy8qWwdSoVr7QvbJCB4AaABAg,Netral,"Astaghfirullah....sabar nggih bapak Jokowi, semoga panjenengan senantiasa dilindungi oleh Alloh SWT, aamiin....🤲🤲🤲","astaghfirullah....sabar nggih bapak jokowi, semoga panjenengan senantiasa dilindungi oleh alloh swt, aamiin....",astaghfirullah sabar nggih bapak jokowi moga panjenengan senantiasa lindung alloh swt aamiin
Ugy8xRgYma52PjXVQtV4AaABAg,Negatif,"Begitu lah orang yang punya etika, karena pak jokowi nggak pernah bicara sombonk seperti kamu, bisa saja pak kasmujo, maka dari itu sebagai Penghargaan sebagai mantan dosennya","begitu lah orang yang punya etika, karena pak jokowi nggak pernah bicara sombonk seperti kamu, bisa saja pak kasmujo, maka dari itu sebagai penghargaan sebagai mantan dosennya",begitu orang punya etika pak jokowi tidak bicara sombonk seperti pak kasmujo bagai harga bagai mantan dosen
Ugy95AJitIq5_nJzN614AaABAg,Netral,Mentah semua wkwkwk,mentah semua wkwkwk,mentah
Ugy9L1nDPcbAmBDTByJ4AaABAg,Negatif,"gak akan sanggup spt nya ini untuk lanjut gugatan, terlalu kabur tuntutannya spt penyataan ymh prof saldi, 14 hari itu singkat, mending kabur sekalian langka seribu mempersiapkan sidang pengadilan dari pada loncat loncat sana sini. di KIP sdh di kasih dokumen salinan ijazah oleh KPU pun bikin makin pusing jg bonatua krn ternyata ada salinan aslinya.bisa jadi yg duluan mundur malah bonatua krn dia bukan ahli hukum atau penasehat roy cs. semua akan indah pada waktunya, makin di cari makin nyata kebenaran itu.","gak akan sanggup spt nya ini untuk lanjut gugatan, terlalu kabur tuntutannya spt penyataan ymh prof saldi, 14 hari itu singkat, mending kabur sekalian langka seribu mempersiapkan sidang pengadilan dari pada loncat loncat sana sini. di kip sdh di kasih dokumen salinan ijazah oleh kpu pun bikin makin pusing jg bonatua krn ternyata ada salinan aslinya.bisa jadi yg duluan mundur malah bonatua krn dia bukan ahli hukum atau penasehat roy cs. semua akan indah pada waktunya, makin di cari makin nyata kebenaran itu.",tidak sanggup spt lanjut gugat terlalu kabur tuntut spt nyata ymh prof saldi hari singkat mending kabur sekali langka ribu siap sidang adil loncat loncat sana sini kip kasih dokumen salin ijazah kpu buat makin pusing bonatua nyata salin asli jadi duluan mundur malah bonatua bukan ahli hukum nasehat roy cs indah waktu makin cari makin nyata benar
Ugy9S_-X8szd67XBxmt4AaABAg,Negatif,"Roy Suryo pasti kalahhh,,
Menang jokowi donggg,,","roy suryo pasti kalahhh,, menang jokowi donggg,,",roy suryo pasti kalahhh menang jokowi donggg
UgyB4EOk1CtwjtEKjWl4AaABAg,Negatif,Hukum roy cs,hukum roy cs,hukum roy cs
UgyBaShhaB7XsE3Dxfl4AaABAg,Negatif,"Terus pak jokowi , jgn terpancing gol tukang fitnah . Jgn sampai si bohir paling besarnya ketangkap.","terus pak jokowi , jgn terpancing gol tukang fitnah . jgn sampai si bohir paling besarnya ketangkap.",terus pak jokowi jangan pancing gol tukang fitnah jangan sampai bohir paling besar tangkap
UgyCI00XyUtbPrDzXbF4AaABAg,Negatif,"Udh nunjukn ijasah asli msh mutar2 balik lgi,itu manusia tdk sht.","udh nunjukn ijasah asli msh mutar2 balik lgi,itu manusia tdk sht.",nunjukn ijazah asli msh mutar balik manusia tidak sht
UgyDS6RX7ZCW0R6RJQV4AaABAg,Negatif,Ygpy asli PK jkw yg ributkan palsu Roy cs pnjarakan scptnya Roy cs biar GK koar2trs,ygpy asli pk jkw yg ributkan palsu roy cs pnjarakan scptnya roy cs biar gk koar2trs,ygpy asli pk jokowi ribut palsu roy cs pnjarakan scptnya roy cs biar tidak koar terus
UgyDpQV3SYrVIJMqLip4AaABAg,Negatif,Kenapa bpk Jokowi harus di minta tunjukkan ke publik dia punya ijasah  ya GK adillah namanya,kenapa bpk jokowi harus di minta tunjukkan ke publik dia punya ijasah ya gk adillah namanya,kenapa bpk jokowi harus minta tunjuk publik punya ijazah tidak adil nama
UgyELGY2aQxYbPiC27V4AaABAg,Negatif,Dah ga usah di tanggapi ODGJ intinya bukan ijasah tapi membenci dasar ODGJ,dah ga usah di tanggapi odgj intinya bukan ijasah tapi membenci dasar odgj,tidak usah tanggap odgj inti bukan ijazah benci dasar odgj
UgyEf7sOrmuWKERX9o54AaABAg,Negatif,"Namanya juga gerombolan GILA 😂😂😂,,,da ditunjukin msh cari alasan 😂😂😂,,,tunggu dipengadilan la","namanya juga gerombolan gila ,,,da ditunjukin msh cari alasan ,,,tunggu dipengadilan la",nama gerombol gila da ditunjukin msh cari alas tunggu adil la
UgyEyEQoSSrtJ3OnF814AaABAg,Negatif,gerombolon panci bersiap masuk finish..... BUI,gerombolon panci bersiap masuk finish..... bui,gerombolon panci siap masuk finish bui
UgyFAmYoMO8lgwaw2Gt4AaABAg,Negatif,Kalau org sakit hati sampai kapan pun gk akan nerima dan percaya karena si roy itu sakit hati di copot jadi mentri,kalau org sakit hati sampai kapan pun gk akan nerima dan percaya karena si roy itu sakit hati di copot jadi mentri,kalau orang sakit hati sampai kapan tidak nerima percaya roy sakit hati copot jadi mentri
UgyFtqB2m7eHkCFCCNR4AaABAg,Negatif,Bener kan ditunjukin pun belum berhenri ngoceh mereka ini😂😂,bener kan ditunjukin pun belum berhenri ngoceh mereka ini,benar ditunjukin belum berhenri ngoceh
UgyGgmOjPhz9zvu2XA54AaABAg,Negatif,Cocote biasa.. katanya suruh tujukin setelah ditunjukin.. alesan aja .. bilang aja samithati karena dipenjara karena korupsi,cocote biasa.. katanya suruh tujukin setelah ditunjukin.. alesan aja .. bilang aja samithati karena dipenjara karena korupsi,cocote biasa kata suruh tujukin ditunjukin alesan bilang samithati penjara korupsi
UgyHIfnLofrF1Wa__VJ4AaABAg,Negatif,dasar orang dah pada stres dah ditunjukin masih ga percaya juga,dasar orang dah pada stres dah ditunjukin masih ga percaya juga,dasar orang stres ditunjukin tidak percaya
UgyIf9QJJKSdFT3h-eN4AaABAg,Negatif,Dulu dua orang di penjara Gus nur dan Bambang Tri kasus ijazah nya Jokowi.....sekarang ada 8 orang yg di ancam mendekam di penjara......,dulu dua orang di penjara gus nur dan bambang tri kasus ijazah nya jokowi.....sekarang ada 8 orang yg di ancam mendekam di penjara......,dulu orang penjara gus nur bambang tri kasus ijazah jokowi sekarang orang ancam dekam penjara
UgyJvnw-pJubzg730cV4AaABAg,Negatif,TOLONG PIHAK UGM WAJIB MENCABUT GELAR ROY YANG SUDAH MEMBUAT NAMA UGM JADI TERCORENG DAN MENJADI JELEK.,tolong pihak ugm wajib mencabut gelar roy yang sudah membuat nama ugm jadi tercoreng dan menjadi jelek.,tolong pihak ugm wajib cabut gelar roy buat nama ugm jadi coreng jadi jelek
UgyKH_zq7P7D4Y0ZLAN4AaABAg,Negatif,"Tuntutan hukum Roy Suryo tdk ada yg meringankan , justru hrs dituntut sesuai yaitu MAKSIMAL.","tuntutan hukum roy suryo tdk ada yg meringankan , justru hrs dituntut sesuai yaitu maksimal.",tuntut hukum roy suryo tidak ringan justru harus tuntut sesuai yaitu maksimal
UgyKVIbxgwOZcfP9JuF4AaABAg,Negatif,"Salam waras saja, tidak bemutu yg ,penting pemipin sudah membutikan demi basangsa dan negara,dari pada orang yg banyak omong tetapi masing depetenyakan ,apa sih yg bisa kumu perbuat untuk bangsa dan negara.ini.ini ril dan yata.,salam rayat yg waras,dan sehat jiwanya.","salam waras saja, tidak bemutu yg ,penting pemipin sudah membutikan demi basangsa dan negara,dari pada orang yg banyak omong tetapi masing depetenyakan ,apa sih yg bisa kumu perbuat untuk bangsa dan negara.ini.ini ril dan yata.,salam rayat yg waras,dan sehat jiwanya.",salam waras tidak bemutu penting pemipin butik demi basangsa negara orang banyak omong masing depetenyakan mu buat bangsa negara ril yata salam rayat waras sehat jiwa
UgyOplp_8F5KV1XB_Ih4AaABAg,Negatif,Pak Suryo memang CERDAS ASLI YG IJAZAHNYA ASLI.,pak suryo memang cerdas asli yg ijazahnya asli.,pak suryo memang cerdas asli ijazah asli
UgyPd9cQTqXrrHViRgV4AaABAg,Negatif,"Kubu Roy suryo duluan cari penyakit berani menuduh hrs berani membuktikan dulu dong
Itu org tolol apa bodoh si bikin emosi aj
Aku yg masyarakat biasa aj paham kok malah dia muter2 gk karuan",kubu roy suryo duluan cari penyakit berani menuduh hrs berani membuktikan dulu dong itu org tolol apa bodoh si bikin emosi aj aku yg masyarakat biasa aj paham kok malah dia muter2 gk karuan,kubu roy suryo duluan cari sakit berani tuduh harus berani bukti dulu orang tolol bodoh buat emosi aj aku masyarakat biasa aj paham malah muter tidak karuan
UgyPlFEEKyoO2w6DG1h4AaABAg,Negatif,"Kemarin suruh tunjukan slesai..
Skrng sudh di kasih unjuk..ngelak lg..mau ketawa takut dosa",kemarin suruh tunjukan slesai.. skrng sudh di kasih unjuk..ngelak lg..mau ketawa takut dosa,kemarin suruh tunjuk slesai sekarang sudh kasih unjuk ngelak mau ketawa takut dosa
UgyQ-3ktyiTPVuXjzxR4AaABAg,Negatif,"Tujuan gerombolan Roy Cs golongan sakit hati Dan agen asing itu bukan ijazah Pak Jokowi, itu hanya gimik politik sj. Tujuan gerombolan itu yg utama utk menghabisi karir politik Pak Jokowi Dan keluarganya.","tujuan gerombolan roy cs golongan sakit hati dan agen asing itu bukan ijazah pak jokowi, itu hanya gimik politik sj. tujuan gerombolan itu yg utama utk menghabisi karir politik pak jokowi dan keluarganya.",tuju gerombol roy cs golong sakit hati agen asing bukan ijazah pak jokowi hanya gimik politik sj tuju gerombol utama habis karir politik pak jokowi keluarga
UgyR5YcGmCHloBXCJpF4AaABAg,Negatif,Saya yakin Suryo ini tidak ada benarnya ini,saya yakin suryo ini tidak ada benarnya ini,yakin suryo tidak benar
UgyR753vwx5FTiJVizB4AaABAg,Negatif,Masukan bui aja kelompok pemfitnah biar tanya tenang..,masukan bui aja kelompok pemfitnah biar tanya tenang..,masuk bui kelompok fitnah biar tanya tenang
UgySGdfkybqzUoqXTlV4AaABAg,Negatif,ROY SURYO CS KLO HIDUP DI EROPA MUNGKIN RONALDO DAN MESSI AKAN DI TUDUH IJAZAHNYA PALSU BIAR GOLNYA TIDAK SAH..😂,roy suryo cs klo hidup di eropa mungkin ronaldo dan messi akan di tuduh ijazahnya palsu biar golnya tidak sah..,roy suryo cs kalau hidup eropa mungkin ronaldo messi tuduh ijazah palsu biar gol tidak sah
UgySYzHjNOK9xjBLvY14AaABAg,Negatif,Gua kalo sebagai orang UGM pasti gua tuntut nih Roy udah mencemarkan dan menghina UGM.,gua kalo sebagai orang ugm pasti gua tuntut nih roy udah mencemarkan dan menghina ugm.,kalau bagai orang ugm pasti tuntut roy cemar hina ugm
UgySbCORn64FQ-XYEd14AaABAg,Negatif,"Ini yg di tunggu tunggu ijazah Jokowi sudah di tunjukkan,,,Roy Suryo cs siap mental untuk pembuktian di pengadilan nanti😂😂😂😂😂","ini yg di tunggu tunggu ijazah jokowi sudah di tunjukkan,,,roy suryo cs siap mental untuk pembuktian di pengadilan nanti",tunggu tunggu ijazah jokowi tunjuk roy suryo cs siap mental bukti adil nanti
UgyT8r3JeyC1pQ4ke-N4AaABAg,Negatif,Roy cs smpe matipun GK akn percaya ijsh pkjkwi ditunjukkan pun msh aja ngotot ngeyel mau mng sndiri mkya sdh mnjelekkan pkjkowi mau mnjtuhkan pkjkwi cari2 trs kslhnya PK jkw,roy cs smpe matipun gk akn percaya ijsh pkjkwi ditunjukkan pun msh aja ngotot ngeyel mau mng sndiri mkya sdh mnjelekkan pkjkowi mau mnjtuhkan pkjkwi cari2 trs kslhnya pk jkw,roy cs smpe mati tidak akn percaya ijsh pkjkwi tunjuk msh ngotot ngeyel mau mng sndiri mkya mnjelekkan pkjkowi mau mnjtuhkan pkjkwi cari terus kslhnya pk jokowi
UgyWuKc8kjjtZ901HiN4AaABAg,Negatif,"Yg nuduh Residivis, Kuasa hukum nya jg resedivis.. kalo masyarakatnya yg percaya, keder gw","yg nuduh residivis, kuasa hukum nya jg resedivis.. kalo masyarakatnya yg percaya, keder gw",nuduh residivis kuasa hukum resedivis kalau masyarakat percaya keder
UgyXQsJ815Zs-zWalNF4AaABAg,Negatif,"Selama ini teriak teriak di podcast di media TV suruh tunjuki,setelah di tunjuki ada lagi alasan ""knapa gak di tunjuki dari dulu,
Emank kalian itu bukan masalah ijasahnya sebenarnya,tapi memang ""ada udang di balik batu","selama ini teriak teriak di podcast di media tv suruh tunjuki,setelah di tunjuki ada lagi alasan ""knapa gak di tunjuki dari dulu, emank kalian itu bukan masalah ijasahnya sebenarnya,tapi memang ""ada udang di balik batu",teriak teriak podcast media tv suruh tunjuk tunjuk alas knapa tidak tunjuk dulu emank kalian bukan masalah ijasahnya benar memang udang balik batu
UgyXw-XERpnAKCWr2z94AaABAg,Negatif,"Dulu gak percaya kalau disita. Setelah ditunjukan malah nyalahin pak jokowi pembohong,,haduhhhh🤦😆😜 memang kalau benci ya salah trusss😢😮😅","dulu gak percaya kalau disita. setelah ditunjukan malah nyalahin pak jokowi pembohong,,haduhhhh memang kalau benci ya salah trusss",dulu tidak percaya kalau sita tunjuk malah nyalahin pak jokowi bohong haduhhhh memang kalau benci salah trusss
UgyYwO78TopuBsK0w254AaABAg,Negatif,Roy sendiri tidak pernah pegang ijasah kok bisa ngomong palsssuuu,roy sendiri tidak pernah pegang ijasah kok bisa ngomong palsssuuu,roy sendiri tidak pegang ijazah ngomong palsssuuu
UgyZJxqMy2GLte6DuN94AaABAg,Negatif,"Rakyat berharap,kiranya majelis hakim jgn mengabulkan permohonan gerombolan TIRORIS ini ! Manusia inilah yg membuat gaduh masyarakat.","rakyat berharap,kiranya majelis hakim jgn mengabulkan permohonan gerombolan tiroris ini ! manusia inilah yg membuat gaduh masyarakat.",rakyat harap kira majelis hakim jangan kabul mohon gerombol tiroris manusia ini buat gaduh masyarakat
UgyZjxbzUte2kz9lAdR4AaABAg,Negatif,"Waduh, ini mah ngga kelar😂, dari UGM ngga percaya, pak Jokowi udah tunjukan ngga percaya, maunya apa ini orang, kacau2","waduh, ini mah ngga kelar , dari ugm ngga percaya, pak jokowi udah tunjukan ngga percaya, maunya apa ini orang, kacau2",waduh mah tidak kelar ugm tidak percaya pak jokowi tunjuk tidak percaya mau orang kacau
Ugy_slB9lKYrpB5Br8h4AaABAg,Negatif,"klo roy pnci gk prcaya Ijazah bp Jkw asli tinggal pmbuktian di pngadilan. Rktor UGM,  dosen dekan Fk  kehutanan, teman 2 seanggatan bp Jkw ,smbil bawa Ijazah masing 2👍‼️","klo roy pnci gk prcaya ijazah bp jkw asli tinggal pmbuktian di pngadilan. rktor ugm, dosen dekan fk kehutanan, teman 2 seanggatan bp jkw ,smbil bawa ijazah masing 2",kalau roy pnci tidak prcaya ijazah bp jokowi asli tinggal pmbuktian pngadilan rktor ugm dosen dekan fk hutan teman seanggatan bp jokowi smbil bawa ijazah masing
Ugy_vo8qLnwRRJyRzAd4AaABAg,Negatif,"video saat itu Kelulusan pak Jokowi dari UGM saat menjawab Tuduhan klo Ijazahnya Palsu maka yg dibahas itu karya ilmiah (skripsi).
suatu kata dalam kalimat itu pasti memiliki maqoosid atau maksud, dan memiliki makna yg tertuju pada object subjet dan tema saat itu. ini dalam Teori Kalimat (Bab Kalam)
klo ini ajah blom selesai berarti Pengacara Hasibuan harus blajar kalimat dulu.

maqosid/ Maksud Video Jokowi Tahun 2017 itu memperkenalkan pak Kasmujo sebagai Dosen Pembimbing Skripsi Pak Jokowi.","video saat itu kelulusan pak jokowi dari ugm saat menjawab tuduhan klo ijazahnya palsu maka yg dibahas itu karya ilmiah (skripsi). suatu kata dalam kalimat itu pasti memiliki maqoosid atau maksud, dan memiliki makna yg tertuju pada object subjet dan tema saat itu. ini dalam teori kalimat (bab kalam) klo ini ajah blom selesai berarti pengacara hasibuan harus blajar kalimat dulu. maqosid maksud video jokowi tahun 2017 itu memperkenalkan pak kasmujo sebagai dosen pembimbing skripsi pak jokowi.",video kelulus pak jokowi ugm jawab tuduh kalau ijazah palsu bahas karya ilmiah skripsi suatu kata kalimat pasti milik maqoosid maksud milik makna tuju object subjet tema teori kalimat bab kalam kalau ajah belum selesai arti acara hasibuan harus blajar kalimat dulu maqosid maksud video jokowi tahun kenal pak kasmujo bagai dosen bimbing skripsi pak jokowi
UgyaB-9hkK9hOfPWIw94AaABAg,Negatif,"Ngotot minta di tunjukan,pas di tunjukkan ngeyel sana sini, 😂","ngotot minta di tunjukan,pas di tunjukkan ngeyel sana sini,",ngotot minta tunjuk pas tunjuk ngeyel sana sini
UgyaXe6VFUgdUw7rY754AaABAg,Negatif,"SESUAI DUGAAN, Udah d tunjukkan pun jg ttp g percaya, dah segera proses aja biar ngandang d penjara","sesuai dugaan, udah d tunjukkan pun jg ttp g percaya, dah segera proses aja biar ngandang d penjara",sesuai duga tunjuk ttp tidak percaya segera proses biar ngandang penjara
Ugyb3iyh_4b-RH2p2Ct4AaABAg,Negatif,Tangkap roysoryo yg meng ada ada,tangkap roysoryo yg meng ada ada,tangkap roysoryo meng
Ugybai7gX0i9-tSFcG14AaABAg,Negatif,"Kalau hati sudah busuk apapun yang kita lakukan tidak bakalan merubah hati yang busuk itu, walaupun kebenaran SDH di perlihat kan,knp tidak sekalian kalian meragukan bapak Jokowi lahir dari bukan rahim seorang ibu","kalau hati sudah busuk apapun yang kita lakukan tidak bakalan merubah hati yang busuk itu, walaupun kebenaran sdh di perlihat kan,knp tidak sekalian kalian meragukan bapak jokowi lahir dari bukan rahim seorang ibu",kalau hati busuk apa laku tidak bakal rubah hati busuk walaupun benar lihat kenapa tidak sekali kalian ragu bapak jokowi lahir bukan rahim orang ibu
Ugybpn37GC3L0p_Fqdx4AaABAg,Negatif,"Untuk Roy Suryo cs...jangan harap kasus ini dihentikan  hukum ini negara bukan punya klompok mu orang2 stressss seenaknya ngatur2 hukum .takut masuk penjara ya karena kamu tau ijasah itu asli tapi kamu goreng dengan finahan dengan modal congor rusakmu dan sakit hatimu...dan selain klompok mu sebenarnya rakyat  muak lihat muka kamu dimedia,apalagi KLO ketemu langsung....sekali2 bacaa komentar dong jangan sibuk fitnah dancari kejelekan orang lain biar GK terkesan isi otakmu busuk..dan tolong deh jangan cengengesan macam orang gila...Nara sumber yg lain juga punya ilmu dan harga diri jangan smua orang kamu remeh kan setulnya kamu itu bodoh jangan terlalu kepedean deh....","untuk roy suryo cs...jangan harap kasus ini dihentikan hukum ini negara bukan punya klompok mu orang2 stressss seenaknya ngatur2 hukum .takut masuk penjara ya karena kamu tau ijasah itu asli tapi kamu goreng dengan finahan dengan modal congor rusakmu dan sakit hatimu...dan selain klompok mu sebenarnya rakyat muak lihat muka kamu dimedia,apalagi klo ketemu langsung....sekali2 bacaa komentar dong jangan sibuk fitnah dancari kejelekan orang lain biar gk terkesan isi otakmu busuk..dan tolong deh jangan cengengesan macam orang gila...nara sumber yg lain juga punya ilmu dan harga diri jangan smua orang kamu remeh kan setulnya kamu itu bodoh jangan terlalu kepedean deh....",roy suryo cs jangan harap kasus henti hukum negara bukan punya klompok mu orang stressss enak ngatur hukum takut masuk penjara tahu ijazah asli goreng finahan modal congor rusak sakit hati selain klompok mu benar rakyat muak lihat muka media apalagi kalau ketemu langsung bacaa komentar jangan sibuk fitnah dancari jelek orang biar tidak kes isi otak busuk tolong jangan cengengesan macam orang gila nara sumber punya ilmu harga diri jangan smua orang remeh setulnya bodoh jangan terlalu kepedean
Ugyc8193PApYPRk4zdF4AaABAg,Negatif,Ijazah Pak Jokowidodo Dengan Kinerjany Tak Dicurigai Hanya Kosinuddin Yang Pembohong Dan Lainnya Aja Yang Pembohong Dan Bodh,ijazah pak jokowidodo dengan kinerjany tak dicurigai hanya kosinuddin yang pembohong dan lainnya aja yang pembohong dan bodh,ijazah pak jokowidodo kinerjany tidak curiga hanya kosinuddin bohong lain bohong bodh
UgycXmuuIu9c5nuQDld4AaABAg,Negatif,"Memang mental iblis, yaaaa bgt sdh......, sdh di tunjuk juga masih tdk percaya. orng2 seperti Roy cs ini hrs di penjara, sbb Mental bangsa ini lebih penting dan utama dr cerita bohong mrk.","memang mental iblis, yaaaa bgt sdh......, sdh di tunjuk juga masih tdk percaya. orng2 seperti roy cs ini hrs di penjara, sbb mental bangsa ini lebih penting dan utama dr cerita bohong mrk.",memang mental iblis yaaaa tunjuk tidak percaya orng seperti roy cs harus penjara sbb mental bangsa penting utama cerita bohong mrk
UgycaLyRWiGSuEUTRkx4AaABAg,Negatif,Udah kebingungan roy cs cari perlindungan takut masuk bui.,udah kebingungan roy cs cari perlindungan takut masuk bui.,bingung roy cs cari lindung takut masuk bui
Ugyd-nsX3NlvkOM6jTp4AaABAg,Negatif,"Ngeri sih antek2 Megawati dan PIDP udahlah, banteng udah ngunsep , sakit hatinya jangan dibawakan terus, intinya siapa yg menuduh palsu harus membuktikan kebenarannya . Udahlah Roy panci bentar lagi masuk BUI.","ngeri sih antek2 megawati dan pidp udahlah, banteng udah ngunsep , sakit hatinya jangan dibawakan terus, intinya siapa yg menuduh palsu harus membuktikan kebenarannya . udahlah roy panci bentar lagi masuk bui.",ngeri antek megawati pidp udahlah banteng ngunsep sakit hati jangan bawa terus inti siapa tuduh palsu harus bukti benar udahlah roy panci bentar masuk bui
UgyeGPHrijm_ZL_SgEp4AaABAg,Negatif,Walau sdh di kasi tau ttp saja dikatakan palsu .,walau sdh di kasi tau ttp saja dikatakan palsu .,walau kasi tahu ttp kata palsu
UgyeXW2kA-juKDqW5-N4AaABAg,Negatif,Sangat setuju lanjut di pengadilan sip semangat Roy cs supaya cepat masuk bui biar negara tenang,sangat setuju lanjut di pengadilan sip semangat roy cs supaya cepat masuk bui biar negara tenang,setuju lanjut adil sip semangat roy cs cepat masuk bui biar negara tenang
